"","P1_2020Oct","P2_2021Mar"
"ARID3A",-0.42543306669685,-0.393416929540361
"BACH2",0.347218232273048,-0.32839918137974
"BCL11A",0.334770335543771,-0.524757640738512
"CDX2",-0.476985817406847,-0.42585223791431
"CEBPD",-0.417310560370881,-0.521317410453867
"E2F2",-0.339855089405836,-0.378357388352889
"ELF2",-0.422990979296485,-0.30829785777206
"ESRRA",-0.433680399892751,-0.376608292503546
"ETS2",0.314006221891325,0.383431117044484
"FOXA1",-0.409189746275207,-0.308381599239586
"FOXA2",-0.439658701121603,-0.424847777864215
"HNF4A",-0.377226402764645,0.411889627570772
"HOXB13",-0.372352480888638,-0.379001895855624
"MNT",0.345649584561856,-0.319657966356221
"MYC",0.306184136214046,0.40443128301394
"MZF1",-0.308733232294776,0.312558005295591
"NRF1",-0.43338664862228,-0.343722702844547
"RARA",-0.33458712672869,0.386561190526612
"REST",-0.386516995936885,0.375034529419533
"RFX2",-0.585149295633076,-0.390375806481241
"SOX17",-0.515727687989474,-0.480015901759564
"SP2",-0.516387956433065,-0.481313019783565
"TAL1",0.303926253058346,-0.417649743051178
"TP63",-0.446732173979641,-0.311120714259652
"ZBTB7B",-0.327393804148644,0.443124732536337
