"","P1_2020Oct","P2_2021Mar"
"AHR",-0.373915032341798,-0.570294982333345
"ARNT",-0.368845086584346,0.420365058086028
"ATF2",0.334102561694747,0.388050109352104
"BARX2",0.38253629440082,-0.333861474254502
"BCL11A",-0.368444014310232,-0.33758577157708
"E2F4",-0.398435838610679,-0.451617094926232
"E2F7",-0.374686118426506,-0.499782556325454
"FOXK1",0.328237091221836,0.310734010245542
"NFAT5",0.379981238044481,0.640196952543663
"NFATC1",-0.304213071049745,-0.311218487376811
"NFE2",-0.350214288965484,0.430299014787793
"PAX5",0.430549593066257,0.579881494409107
"PBX1",-0.324368769545008,-0.390795394206599
"RARG",0.411059561063176,0.672838588220217
"THAP1",0.359815136954866,-0.612979857417336
"YY1",-0.319809745467102,0.766293377171161
"ZBTB7A",0.370026751620303,0.548006593162594
"ZBTB7B",0.301542142733349,0.700221891452579
