"","Celltype","Sample Names","Num of Samples","Protein","Num of TFs","Correlated TFs"
"112","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","20","ATF1,ATF2,ETS2,FOS,FOXA1,FOXP1,FOXP2,GATA2,GRHL2,HSF1,JUNB,KLF4,MAX,NFYB,SNAI2,SP1,SP2,TCF12,TCF21,ZFX"
"113","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD314","28","ATF3,BARX2,BCL6,CEBPA,CEBPB,CTCF,ETV6,FOXA1,FOXH1,GMEB2,IRF1,IRF2,IRF4,MEF2A,MYC,NKX2-1,NR2F2,NRF1,PGR,RFX2,RFX5,RXRA,SPIB,STAT5B,TCF7L2,TFDP1,YY1,ZKSCAN1"
"114","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","8","BACH1,ETV6,FOXA1,GMEB2,IRF4,MECOM,NR2F2,TBP"
"115","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD62L","12","CEBPD,E2F2,ETS2,ETV7,GRHL2,JUND,MAX,MYB,MYC,TCF21,USF2,ZNF384"
"116","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","4","FOXP2,NFE2,SNAI2,ZBTB33"
"117","CD4Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","1","NFYB"
"118","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","18","AHR,ARNTL,E2F4,EHF,FOXP1,FOXP2,GMEB1,HNF4A,HNF4G,IRF2,KLF4,KMT2A,MAFK,MITF,STAT1,TP73,USF2,ZNF384"
"119","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","4","ARNTL,BHLHE40,FOXO3,TFAP2C"
"120","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","14","ATF2,E2F7,E2F8,ELK4,GATA1,HSF2,JUNB,JUND,LHX2,SP1,TBX21,TP63,ZBTB7A,ZEB1"
"121","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","18","ATF2,BARX2,BCL11A,E2F1,E2F8,FOS,GATA4,HSF1,NR2C2,PBX3,RUNX2,SIX5,SOX17,SRF,STAT1,ZBTB33,ZFX,ZNF384"
"122","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","18","BARX2,ETS2,ETV5,FOSL1,FOXM1,FOXP3,GATA2,HEY1,HOXA1,IRF3,MAX,MITF,RFX5,RXRG,STAT2,TCF7L2,TEAD4,TFAP4"
"123","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","8","BATF,ELK4,HOXA1,KLF10,MAX,MYBL2,RELA,STAT3"
"124","cDC","P1_2020Oct, P3_2023Jan","2","CD141","77","AHR,AR,BHLHE40,CDX2,CEBPA,CEBPB,CEBPD,CLOCK,CTCF,E2F4,E2F6,EGR1,EPAS1,ESR1,ESRRA,ETS2,ETV1,ETV6,ETV7,FOSL1,FOXA2,FOXH1,FOXP1,FOXP2,GATA4,GMEB2,GRHL2,GTF2B,GTF2I,HINFP,HNF1B,HNF4A,HNF4G,HOXC6,IKZF1,IRF2,IRF3,IRF4,JUN,JUNB,JUND,KLF3,KLF9,LHX2,MAX,MXI1,MYBL2,NANOG,NFIC,NFYA,NR2C2,NRF1,PBX1,POU2F1,RARA,REST,RUNX1,RUNX2,SMAD3,SOX17,SRF,STAT4,STAT5A,TAL1,TBX21,TCF21,TCF3,TCF4,TEAD4,TFAP2A,YY1,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZKSCAN1,ZNF76"
"125","cDC","P1_2020Oct, P3_2023Jan","2","CD4","9","AHR,CTCF,FOXP2,HOXB13,MYB,MYBL2,NFYB,PRDM1,STAT2"
"126","cDC","P1_2020Oct, P3_2023Jan","2","HLA.DR","40","AR,ARID3A,ARNTL,ATF1,BACH2,BARX2,BCL6,E2F3,EBF1,ELK1,ELK4,ESR2,ETV1,ETV5,FOXD2,FOXH1,FOXO3,FOXP1,GATA3,GATA4,GMEB1,GRHL2,HEY1,HNF4A,HSF2,KLF1,MECOM,MITF,MZF1,NFIC,PPARG,RXRG,SETDB1,SP4,SPIB,TBP,TCF3,TEAD4,THAP1,YY1"
"127","cDC","P1_2020Oct, P3_2023Jan","2","CD11b","103","ARID3A,ARNT,ATF2,ATF3,BATF,BCL11A,BHLHE40,CEBPA,CEBPB,CEBPD,CLOCK,E2F6,E2F7,E2F8,EGR1,ELF1,ELK1,ELK3,ELK4,ESR1,ESRRA,ETS2,ETV1,ETV6,ETV7,FOS,FOSL1,FOXA1,FOXH1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA3,GLIS1,GMEB1,GRHL2,HNF1B,HOXA4,HOXC6,HSF1,IKZF1,IRF1,IRF2,IRF4,JUN,JUNB,JUND,KLF4,KMT2A,LHX2,MAFF,MAX,MEF2A,MYC,MZF1,NANOG,NFAT5,NFIC,NFYA,NKX2-1,NR2C2,NR3C1,PAX5,PBX3,POU2F1,POU2F2,PRDM1,RARA,RELA,RUNX1,RUNX2,RXRA,RXRG,SETDB1,SIX5,SMAD3,SOX17,SP1,SP4,SPDEF,SPIB,SRF,STAT5A,STAT5B,TBP,TBX21,TCF12,TCF3,TCF4,TEAD4,TFAP2A,TFAP2C,TFAP4,TP63,USF1,USF2,VDR,ZBTB7A,ZEB1,ZFX,ZNF263"
"128","cDC","P1_2020Oct, P3_2023Jan","2","CD195","43","ARID3A,ATF1,BACH1,BARX2,BCL6,CDX2,CEBPB,CLOCK,EBF1,ELK4,ESR2,ETV1,ETV6,ETV7,FOXD2,FOXH1,FOXO3,FOXP1,FOXP2,GTF2I,HNF4A,HOXA1,HOXA4,HOXB13,HOXC6,JUN,KLF1,MAF,MAX,MITF,MNT,MXI1,MYC,NFIC,PBX3,RXRG,SETDB1,SRF,STAT5B,TCF3,TEAD4,ZEB1,ZFX"
"129","cDC","P1_2020Oct, P3_2023Jan","2","CD95","11","ARID3A,BARX2,BATF,FOXH1,GLIS1,HOXA1,MAFK,RXRG,SETDB1,SP4,SPIB"
"130","cDC","P1_2020Oct, P3_2023Jan","2","CD14","80","ARNT,BACH2,BARX2,BATF,BCL11A,BHLHE40,CUX1,E2F1,E2F3,E2F7,E2F8,EGR1,ELK3,ELK4,ESRRA,ETV1,FOSL2,FOXA1,FOXH1,FOXO3,FOXP1,FOXP3,GATA1,GATA4,GLIS1,GMEB1,GRHL2,HES1,HNF1B,HNF4G,HOXC6,IRF2,JUN,KLF4,KMT2A,LHX2,MAFF,MAFK,MAX,MEF2A,MEF2C,MZF1,NANOG,NFAT5,NFIC,NFYA,NFYB,NKX2-1,NR2C2,NR3C1,NRF1,PAX6,PPARG,RARA,RELA,RUNX1,RUNX3,RXRG,SETDB1,SIX5,SNAI2,SOX17,SP4,SPDEF,SPIB,STAT4,STAT5A,STAT5B,TAL1,TCF12,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP2C,TFAP4,VEZF1,ZEB1,ZNF263,ZNF76"
"131","cDC","P1_2020Oct, P3_2023Jan","2","CD81","40","ARNT,ATF1,BACH2,E2F3,E2F8,EHF,ELF1,ELK3,ELK4,ETV4,FOXK1,FOXO3,FOXP3,GATA2,GATA4,GLI2,GLIS1,GMEB1,GTF2B,GTF2I,HIF1A,JUNB,NFIC,NRF1,PBX1,RELA,RXRG,SIX5,SP4,SPDEF,STAT5B,TAL1,TBP,TCF12,TEAD4,TFAP4,USF1,VDR,ZBTB7B,ZNF143"
"132","cDC","P1_2020Oct, P3_2023Jan","2","CD1c","44","ASCL2,ATF2,BACH1,BARX2,BCL11A,CEBPA,CEBPB,CLOCK,CTCF,EHF,ELK1,ESR2,ETV5,ETV7,FOSL2,FOXA2,FOXK1,FOXP1,GATA1,GLI2,HINFP,HNF4A,HNF4G,HOXA1,IRF1,KLF3,KLF5,MEIS1,MNT,MYB,MYBL2,PAX6,POU2F2,PRDM1,RARG,SRF,STAT4,TAL1,TCF21,TFAP4,VDR,ZBTB33,ZEB1,ZFX"
"133","cDC","P1_2020Oct, P3_2023Jan","2","CD39","32","ATF3,BCL11A,CUX1,E2F6,ESR1,ESR2,FOXA2,FOXD2,HINFP,HNF4A,IKZF1,IRF1,IRF3,JUND,KLF4,MEF2A,MEF2C,MNT,MYB,NFATC1,NR2F2,POU2F2,PRDM1,RUNX3,SREBF1,STAT5A,TBP,TCF4,TCF7L2,TEAD4,TP63,USF2"
"134","cDC","P1_2020Oct, P3_2023Jan","2","CD134","2","BARX2,ETV1"
"135","cDC","P1_2020Oct, P3_2023Jan","2","CD137","2","BARX2,E2F7"
"136","cDC","P1_2020Oct, P3_2023Jan","2","CD20","4","BARX2,NFIC,SETDB1,SPIB"
"137","cDC","P1_2020Oct, P3_2023Jan","2","CD25","7","BARX2,BCL6,CLOCK,ELK4,ESR2,FOXO3,TEAD4"
"138","cDC","P1_2020Oct, P3_2023Jan","2","CD254","1","BARX2"
"139","cDC","P1_2020Oct, P3_2023Jan","2","KLRG1","2","BARX2,ETV1"
"140","cDC","P1_2020Oct, P3_2023Jan","2","CD206","20","BCL11A,CEBPA,ELK3,ESRRA,FOXH1,HOXC6,IKZF1,MAF,MAX,NANOG,NR2C2,POU2F2,RARA,RUNX2,RUNX3,SP1,STAT5A,STAT5B,USF1,ZNF143"
"141","cDC","P1_2020Oct, P3_2023Jan","2","CD62L","2","BCL6,NFAT5"
"142","cDC","P1_2020Oct, P3_2023Jan","2","CD107a","6","CEBPA,HOXA1,NKX2-1,SP1,TP73,USF1"
"143","cDC","P1_2020Oct, P3_2023Jan","2","CD45RA","2","CEBPB,NR2F2"
"144","cDC","P1_2020Oct, P3_2023Jan","2","CD38","6","CTCF,GTF2I,MZF1,NR2C2,SRF,ZFX"
"145","cDC","P1_2020Oct, P3_2023Jan","2","CD366","6","CUX1,NR3C1,SNAI2,TCF21,TP73,ZNF76"
"146","cDC","P1_2020Oct, P3_2023Jan","2","CD304","8","CUX1,FOSL2,FOXP2,IRF4,POU2F1,SRF,TBX21,ZNF76"
"147","cDC","P1_2020Oct, P3_2023Jan","2","CD69","9","E2F1,GATA3,GLI2,JUN,MAX,NKX2-1,NR2C2,RUNX2,SP1"
"148","cDC","P1_2020Oct, P3_2023Jan","2","CD11c","19","E2F6,EBF1,ETV4,ETV6,GLI2,HNF4A,HNF4G,MEF2A,MNT,MYB,PGR,PRDM1,RARG,TCF4,TP63,TP73,VEZF1,ZBTB33,ZNF384"
"149","cDC","P1_2020Oct, P3_2023Jan","2","CD278","2","E2F7,MEIS1"
"150","cDC","P1_2020Oct, P3_2023Jan","2","CD28","2","E2F7,MYC"
"151","cDC","P1_2020Oct, P3_2023Jan","2","CD279","2","ESR2,TEAD4"
"152","cDC","P1_2020Oct, P3_2023Jan","2","CD103","12","FOXA1,GMEB1,GRHL2,LHX2,MZF1,NFAT5,RELA,SPDEF,TCF3,TCF7L2,TFAP2A,USF2"
"153","cDC","P1_2020Oct, P3_2023Jan","2","CD123","6","HOXC6,MAFF,NFE2,NR3C1,SIX5,STAT5A"
"154","cDC","P1_2020Oct, P3_2023Jan","2","CD185","1","IRF1"
"155","cDC","P1_2020Oct, P3_2023Jan","2","CD223","2","IRF1,MNT"
"156","cDC","P1_2020Oct, P3_2023Jan","2","CD15","3","KLF10,MAF,MITF"
"157","cDC","P1_2020Oct, P3_2023Jan","2","CD40","3","NFIC,PRDM1,XBP1"
"158","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","17","ARNT,CTCF,EBF1,ETV7,FOXA1,FOXA2,GTF2I,HEY1,HNF4A,KLF1,MYB,NANOG,PBX3,RBPJ,RXRA,SREBF1,ZBTB7B"
"159","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","26","ARNTL,EHF,ETV1,FOXM1,FOXO3,FOXP3,GATA4,GLI2,GMEB1,GTF2B,GTF2I,HIF1A,JUND,KLF3,KLF9,MECOM,MYB,NFAT5,RXRA,RXRG,SETDB1,SNAI2,STAT2,VEZF1,ZNF263,ZNF76"
"160","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","8","ATF1,EBF1,EHF,HSF1,IRF3,KLF10,TBX21,THAP1"
"161","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD279","15","CLOCK,E2F3,E2F8,EGR1,FOXK1,FOXP2,MXI1,MYBL2,NR3C1,POU2F1,POU2F2,RUNX1,TBP,VDR,ZNF384"
"162","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","15","CLOCK,E2F3,EBF1,ETV7,FOXA1,FOXA2,FOXD2,FOXM1,GMEB1,IKZF1,MYBL2,RFX5,SP2,SPDEF,SREBF1"
"163","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","11","E2F3,FOSL2,FOXM1,GLI2,HNF1B,KLF1,KLF4,POU2F2,SMAD3,SREBF1,ZNF143"
"164","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","10","E2F4,ELF1,ETV6,GATA1,GRHL2,IRF3,MNT,SRF,STAT5A,TFAP4"
"165","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD314","3","EGR1,ESR1,SP2"
"166","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","7","ELK3,HOXB13,SP1,SPIB,SREBF1,STAT1,ZNF263"
"167","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","9","FOXA1,GATA4,GTF2I,KLF1,NFAT5,NR5A2,PBX1,TCF4,ZNF143"
"168","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","3","HNF4A,POU2F2,TBP"
"169","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","1","MECOM"
"170","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD127","2","RELA,REST"
"171","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD278","1","ZNF143"
"172","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD14","7","AHR,BHLHE40,FOXH1,FOXP3,HEY1,STAT5A,ZNF263"
"173","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","KLRG1","11","ARID3A,FOXO3,GRHL2,IRF1,KMT2A,MAX,PBX3,RELA,TEAD4,ZNF263,ZNF76"
"174","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","50","ARID3A,ATF1,BACH1,CEBPD,CTCF,EGR2,ESR1,ETS2,FOSL1,FOXD2,FOXH1,FOXK1,FOXO3,GATA1,GATA3,GLI2,GRHL2,GTF2B,HINFP,HNF1B,HNF4A,HOXA1,HOXA4,HSF1,KLF3,KLF4,KMT2A,MEF2C,MYBL2,NFIC,NR2C2,NRF1,PGR,POU2F2,RUNX2,RXRA,RXRG,SIX5,SP1,SP2,SREBF1,STAT4,TBP,TCF12,TCF3,TEAD4,TFAP2C,TP63,ZNF263,ZNF76"
"175","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","6","ARNT,GLIS1,HOXA4,RUNX3,SIX5,STAT2"
"176","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","22","BATF,CDX2,EGR1,FOS,FOXK1,FOXP3,GATA4,HINFP,HNF1B,HOXC6,IRF4,JUN,KLF10,NFYB,NR2F2,PGR,PRDM1,RARA,TBX21,TCF21,TFDP1,ZNF384"
"177","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD304","10","BCL11A,BCL6,CDX2,HES1,HNF4G,HOXA1,NFAT5,NKX2-1,NR5A2,RUNX1"
"178","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD25","4","CTCF,ETV7,RARA,STAT3"
"179","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","1","CTCF"
"180","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD127","2","ELF1,IRF3"
"181","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","3","ESR1,MAFK,PAX6"
"182","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","8","ESR2,HEY1,MITF,NFIC,RARG,RUNX3,TAL1,XBP1"
"183","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","1","ETV6"
"184","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","1","HOXA1"
"185","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","3","MAFK,MEF2C,ZBTB7B"
"186","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","2","MECOM,SP1"
"187","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD4","4","MEF2C,SRF,TBX21,ZBTB7B"
"188","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD357","1","MZF1"
"189","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD123","1","NFE2"
"190","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","1","PBX3"
"191","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD366","2","PBX3,RBPJ"
"192","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD278","1","RBPJ"
"193","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD254","1","SMAD3"
"194","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","1","STAT5B"
"195","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD134","1","TCF12"
"196","Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD206","1","TEAD4"
"197","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD11b","26","AHR,BACH1,E2F8,EPAS1,GATA3,GATA4,GLIS1,GMEB1,HNF1B,IRF4,JUN,KLF4,KLF9,MYBL2,NFAT5,NKX2-1,NRF1,POU2F1,RELA,RUNX1,SPDEF,STAT1,TCF21,TCF3,TCF4,ZFX"
"198","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD141","11","AHR,ARID3A,BCL11A,BCL6,EHF,ELK4,FOXP3,HSF1,SPI1,TP73,USF1"
"199","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD314","2","AHR,POU2F1"
"200","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD4","16","AHR,BARX2,E2F7,ELK3,FOSL2,FOXA2,HINFP,HNF4A,JUN,KLF9,NFE2,NRF1,POU2F1,PPARG,SPDEF,TP53"
"201","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD11c","15","AR,ATF2,BATF,ELK1,GATA3,GLI2,GLIS1,HSF2,MNT,REST,RXRA,SP2,STAT5A,TBP,TBX21"
"202","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","HLA.DR","16","ARNT,ATF3,BCL11A,ETV1,FOSL2,FOXK1,FOXP1,HOXA1,HOXA4,HSF2,JUND,KLF1,MEIS1,TCF7L2,TFDP1,TP73"
"203","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD81","24","ARNTL,BACH2,ELK4,ESR2,ETS2,ETV5,ETV6,FOSL2,FOXD2,GRHL2,GTF2B,HNF4G,KLF10,MAFF,NANOG,NFE2,NR2C2,PAX5,PAX6,SREBF1,STAT5A,TBX21,THAP1,TP73"
"204","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD107a","22","ASCL2,BCL6,E2F7,EBF1,ELK3,ESRRA,ETV4,GLI2,LHX2,NKX2-1,NR3C1,PAX5,RBPJ,RUNX1,RUNX2,SP4,SPDEF,STAT5A,TBP,TBX21,TCF3,VEZF1"
"205","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD195","6","BARX2,BCL6,E2F7,FOXA2,SETDB1,SP2"
"206","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD25","15","BARX2,BATF,BCL6,CTCF,EGR1,EPAS1,ETV4,FOXO3,FOXP2,GATA3,GATA4,GLI2,RFX2,TBP,TCF4"
"207","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD62L","5","BARX2,BCL6,MXI1,PGR,TCF4"
"208","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD14","33","BATF,BHLHE40,CEBPD,CTCF,E2F4,E2F7,FOXK1,FOXP1,FOXP2,GLI2,GLIS1,GRHL2,HOXA1,HOXA4,KLF1,KLF3,MITF,MNT,MYB,MYBL2,NANOG,NR2C2,NR2F2,NR3C1,NRF1,SOX17,SP1,STAT5A,TAL1,TBP,TBX21,YY1,ZNF143"
"209","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD39","7","BATF,GLI2,GRHL2,HIF1A,HSF2,JUNB,NANOG"
"210","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD137","10","BCL6,CTCF,EGR1,GATA3,PBX3,PGR,RFX2,SRF,TCF4,USF2"
"211","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD69","12","BCL6,CEBPB,ELK3,FOXO3,GLI2,HNF4G,MEF2C,NFYB,NR2F2,REST,TFAP4,VEZF1"
"212","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD95","8","BCL6,EBF1,FOSL2,KLF1,NFATC1,SP2,SPDEF,STAT3"
"213","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD274","11","BHLHE40,EPAS1,ETV6,HIF1A,IRF4,NKX2-1,STAT1,STAT2,TCF4,TFAP2A,ZFX"
"214","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD40","18","BHLHE40,CDX2,E2F4,ESR2,FOS,FOSL2,FOXP1,HNF4G,HOXC6,MEIS1,MYC,NR3C1,PAX6,PBX1,RELA,REST,SMAD3,STAT4"
"215","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD38","11","CEBPB,E2F3,E2F6,ELK3,HNF1B,IRF3,KLF1,MYC,NFYB,PRDM1,STAT3"
"216","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD185","3","CTCF,KLF9,NFAT5"
"217","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD1c","1","EGR1"
"218","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD28","5","FOXO3,FOXP1,LHX2,MAFK,TCF3"
"219","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD278","4","GATA4,HNF4A,PBX1,POU2F1"
"220","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD279","1","GATA4"
"221","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD15","2","HOXA4,MYC"
"222","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD66b","2","MXI1,REST"
"223","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD194","1","RFX5"
"224","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD197","1","TEAD4"
"225","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD19","2","VDR,ZEB1"
"226","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","33","AHR,ARID3A,ASCL2,BCL11A,CEBPA,EPAS1,ETS2,ETV6,ETV7,FOXM1,GTF2B,HIF1A,HSF2,IRF4,JUNB,KLF3,KLF4,MAF,MEF2A,MNT,NFE2,NFYB,NR3C1,PBX1,POU2F2,SIX5,SPIB,SREBF1,STAT2,STAT3,TP73,ZBTB33,ZNF384"
"227","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","11","AR,E2F3,E2F4,EBF1,ETS2,FOS,GTF2I,NR3C1,PPARG,TCF7L2,ZBTB7A"
"228","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","19","ARID3A,CEBPA,EBF1,FOXM1,GRHL2,GTF2B,GTF2I,HES1,HIF1A,HSF2,JUNB,KLF10,KLF3,MEF2C,MEIS1,SMAD3,SPIB,TP73,ZNF263"
"229","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","22","ARNTL,ATF3,BCL6,BHLHE40,E2F4,ETV1,FOXA1,HEY1,HNF4G,KMT2A,MAFK,MEF2A,MXI1,NFAT5,NFYB,NR2C2,NRF1,PGR,RFX5,SPIB,USF2,ZNF76"
"230","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD314","3","ATF3,HSF1,ZKSCAN1"
"231","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD66b","20","BACH2,BARX2,GATA3,GLI2,GMEB1,GRHL2,HIF1A,HINFP,HSF1,HSF2,IRF3,JUNB,NFAT5,RFX2,RXRG,STAT4,TFDP1,TP63,YY1,ZKSCAN1"
"232","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD15","21","BHLHE40,CEBPD,E2F1,E2F7,FOSL1,GATA4,GLI2,HINFP,HSF1,HSF2,KLF4,KMT2A,MEF2A,MXI1,NANOG,NFATC1,RARG,TCF12,TP63,USF1,XBP1"
"233","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","16","CEBPA,ESRRA,FOXM1,GLI2,HINFP,HNF4G,HSF2,JUNB,NR2F2,NRF1,PGR,RXRG,SETDB1,STAT4,TFDP1,YY1"
"234","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD4","9","CLOCK,E2F2,FOXA2,GLI2,HEY1,HIF1A,JUNB,SPIB,TCF12"
"235","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","9","E2F1,EPAS1,HOXB13,HSF2,IKZF1,IRF3,KMT2A,MEF2C,RUNX3"
"236","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD40","9","E2F2,E2F7,ELK4,FOXA2,FOXM1,HNF4A,NFE2,SPIB,TP73"
"237","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD14","4","EBF1,HIF1A,SMAD3,TP73"
"238","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD274","4","EBF1,JUND,RARA,RBPJ"
"239","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD304","3","EHF,GLI2,STAT2"
"240","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","19","ETV5,FOXM1,GLI2,HNF4A,HSF2,JUNB,MAFK,MXI1,NFE2,NR2C2,PGR,POU2F2,RXRG,SPDEF,SPIB,STAT5A,TFDP1,USF2,ZKSCAN1"
"241","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD103","1","FOXA1"
"242","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD197","2","FOXK1,MNT"
"243","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","1","FOXK1"
"244","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD223","1","FOXP1"
"245","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD137","3","HOXC6,JUNB,RELA"
"246","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD278","1","PPARG"
"247","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","7","PPARG,RELA,REST,STAT2,TCF3,TEAD4,ZNF384"
"248","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","1","RBPJ"
"249","pDC","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","2","RUNX2,USF2"
