"","0.296296296296296","0.386243386243386","0.387566137566138","0.350970017636684","0.529100529100529","0.513227513227513","0.433862433862434","0.708994708994709","0.46031746031746","0.608465608465608","0.687830687830688","0.497354497354497","0.484126984126984","0.761904761904762","0.626102292768959","0.400352733686067","0.142857142857143","0.675485008818342","0.559082892416226"
"AR",0.037037037037037,0.0529100529100529,0.279100529100529,0.0934744268077601,0.0515873015873016,0.133597883597884,0.275132275132275,0.113756613756614,0.53968253968254,0.148148148148148,0.167548500881834,0.17989417989418,0.152116402116402,0.215608465608466,0.0864197530864197,0.0758377425044092,0.0158730158730159,0.208112874779541,0.104056437389771
"ARID3A",0.751322751322751,0.417989417989418,0.108465608465608,0.262786596119929,0.275132275132275,0.361111111111111,0.333333333333333,0.224867724867725,0.0634920634920635,0.216931216931217,0.552028218694885,0.156084656084656,0.194444444444444,0.148148148148148,0.227513227513228,0.368606701940035,0.746031746031746,0.148148148148148,0.169312169312169
"ARNT",0.455026455026455,0.883597883597884,0.462962962962963,0.596119929453263,0.722222222222222,0.670634920634921,0.724867724867725,0.80952380952381,0.894179894179894,0.664021164021164,0.419753086419753,0.5,0.822751322751323,0.757936507936508,0.564373897707231,0.671957671957672,0.798941798941799,0.753086419753086,0.391534391534392
"ARNTL",0.407407407407407,0.211640211640212,0.468253968253968,0.354497354497354,0.515873015873016,0.468253968253968,0.503968253968254,0.55026455026455,0.349206349206349,0.306878306878307,0.81657848324515,0.476190476190476,0.417989417989418,0.243386243386243,0.522045855379189,0.472663139329806,0.761904761904762,0.417989417989418,0.225749559082892
"ASCL1",0.343915343915344,0.116402116402116,0.71031746031746,0.827160493827161,0.842592592592593,0.726190476190476,0.683862433862434,0.756613756613757,0.841269841269841,0.806878306878307,0.802469135802469,0.526455026455027,0.641534391534392,0.821428571428571,0.689594356261023,0.506172839506173,0.735449735449735,0.774250440917108,0.940035273368607
"ASCL2",0.211640211640212,0.666666666666667,0.156084656084656,0.559082892416226,0.328042328042328,0.44047619047619,0.571428571428571,0.58994708994709,0.936507936507937,0.402116402116402,0.462081128747795,0.783068783068783,0.806878306878307,0.447089947089947,0.303350970017637,0.3668430335097,0.989417989417989,0.490299823633157,0.610229276895944
"ATF1",0.328042328042328,0.804232804232804,0.623015873015873,0.64373897707231,0.816137566137566,0.662698412698413,0.653439153439153,0.465608465608466,0.962962962962963,0.701058201058201,0.627865961199294,0.682539682539683,0.701058201058201,0.652116402116402,0.834215167548501,0.858906525573192,0.386243386243386,0.904761904761905,0.701940035273369
"ATF2",0.841269841269841,0.825396825396825,0.977513227513227,0.908289241622575,0.951058201058201,0.928571428571429,0.861111111111111,0.984126984126984,0.904761904761905,0.91005291005291,0.894179894179894,0.931216931216931,0.583333333333333,0.794973544973545,0.940035273368607,0.765432098765432,0.941798941798942,0.897707231040564,0.911816578483245
"BACH1",0.91005291005291,0.957671957671958,0.650793650793651,0.585537918871252,0.753968253968254,0.727513227513227,0.64021164021164,0.547619047619048,0.587301587301587,0.748677248677249,0.544973544973545,0.724867724867725,0.683862433862434,0.67989417989418,0.81305114638448,0.791887125220459,0.714285714285714,0.62962962962963,0.701940035273369
