"","P1_2020Oct","P2_2021Mar"
"AR",-0.355839953500044,-0.37827221589995
"ARNTL",0.300649286587448,-0.311088616027274
"BARX2",0.357581841617404,0.436471219105773
"CLOCK",-0.313374935271904,-0.307728522964873
"EGR1",-0.31453619401681,0.363030054616886
"ELF2",0.399134119509081,-0.342802537866238
"ESR1",0.348825709693261,0.393015232923745
"HES1",0.304326605946318,0.306632840444525
"HOXC6",-0.331677186424605,-0.353716753193927
"KLF1",0.457706142948676,-0.321363683218093
"KMT2A",-0.46846096534557,-0.479659371782826
"NFYA",0.319906450897439,-0.370778964885792
"RXRA",0.478576417655289,-0.365769260917756
"TFAP2A",0.358041224129981,0.36173958409292
"TFDP1",0.346698241499771,-0.336277139745053
"ZKSCAN1",-0.315934674878867,-0.433957236434085
