"","ND251_34","ND251_MPP"
"ATF2",-0.354456046821965,-0.356416233384548
"ATF3",0.319842502039522,0.372377995800603
"CEBPD",-0.33493110344852,-0.30182686059493
"E2F1",0.45012928451764,0.38725488063451
"E2F7",0.325099492563331,0.337945239317987
"EBF1",0.355889234953304,0.369863112555915
"ELK4",0.350055033301613,0.371271258278687
"GMEB2",0.356933118807618,0.34271238186201
"KLF1",0.378465965683853,0.355542262329279
"KLF5",0.344498653185224,0.319894656831698
"MAF",-0.360242508700277,-0.35107544641418
"MAX",0.326973502106162,0.331980187308142
"MNT",0.340816248885228,0.392103141073487
"NRF1",-0.310301140882139,0.37158934706076
"PAX6",-0.347283057339671,-0.403087250487234
"POU2F2",-0.316870882426202,-0.370184461287193
"PRDM14",-0.332837888920111,-0.348391959815247
"RFX5",-0.365527610210389,-0.312439594767159
"STAT3",-0.314037642389131,-0.369090017125132
"STAT5B",-0.326019263124787,-0.328885566274108
