"","ND251_34","ND251_LMPP","ND251_MPP"
"CEBPA",-0.312672029791189,0.301493942370942,-0.446444945975423
"FOXP1",-0.343663155567276,-0.357766030758941,-0.526644059664628
"KLF10",-0.351891690688724,-0.354403400276279,0.477869117925761
"THAP1",-0.304473110462434,-0.322062012581345,0.36846287509253
