"","ND251_34","ND251_LMPP","ND251_MPP"
"ASCL2",-0.363840695454326,-0.434086375386278,0.488470453035036
"E2F6",0.377593614125122,-0.365890566226649,-0.340987733639131
"IRF2",0.328770584885172,0.364504401814651,0.346656450540994
"MAF",-0.399046689215675,0.304001515149055,0.430294044830333
"MZF1",-0.361522866445495,-0.372806308673787,-0.379515792582296
"SP2",-0.316913662473944,-0.35670244212001,0.361116482638117
"TFAP4",-0.302215253388928,-0.367257011144919,0.312596109156076
"TP73",-0.335242613850943,0.328063937377072,0.316054987265687
"USF1",-0.337073876057578,0.369418035663373,-0.304044993829538
"USF2",0.317885233130031,-0.443740807521054,-0.324365902723502
