"","ND251_34","ND251_MPP"
"AHR",-0.370547323098832,0.409440247409592
"ARNT",-0.487272828363428,0.308599518313828
"ASCL1",0.316701006547317,0.448951513604428
"BACH1",0.400266098491808,0.353568727899748
"BCL6",-0.584623275382184,-0.327709995571313
"BHLHE40",0.455358939440192,0.320088809964756
"CEBPA",0.38155939703021,0.341002389069843
"CEBPB",0.372431662765592,0.32636079673259
"CEBPD",-0.477441730200211,-0.316665563419929
"DUX4",-0.499496977777316,-0.390899012687725
"EBF1",0.396219419609142,0.389765316038739
"ELF1",0.545426854066722,-0.304695157072421
"ELK1",0.518121974707317,0.427358639411672
"ELK4",0.581630143181699,0.332078706234304
"FOXH1",-0.385748640193171,-0.333007370294744
"FOXP1",0.30276721811846,0.365272976811005
"FOXP3",0.473843876015617,0.318631610754945
"GATA3",-0.47663982007855,0.393187495913234
"GMEB1",0.532601762480161,0.412425150419292
"HNF4A",-0.372957471218109,-0.406902476371012
"HOXA1",0.472086104211976,0.344502609792195
"HOXB13",0.634853221457639,0.445739386625585
"MAF",-0.54502571559732,-0.383468448025994
"MECOM",0.389847311418803,0.436418566193603
"MZF1",0.534049047494587,0.331889940368316
"NFYA",-0.437018273642208,-0.33408165804395
"NR2C2",0.328555627560439,0.335300943392814
"NR2F2",0.484638060563686,0.300784476968722
"ONECUT1",-0.406255680195641,-0.320594782717763
"OTX2",0.521026241467617,0.305624690701066
"TFAP4",-0.417951804305578,-0.427727614592508
"TP63",0.406412311115966,0.300386968356513
"TP73",-0.474778813171839,-0.324176870388075
"YY1",0.42515148386906,-0.333295301718854
"ZFP42",0.344121225975532,0.376582696830435
"ZNF143",0.554365805090949,0.354052323764274
