"","ND251_34","ND251_LMPP"
"ARID3A",-0.35120862436134,-0.4070582503296
"ATF2",0.443704223901315,0.380024117365807
"CTCFL",-0.47412631679035,-0.336524626265745
"E2F1",-0.307645465607632,-0.368681535371099
"E2F7",-0.396267408860847,-0.377116584269427
"EGR1",0.469345784449833,0.426356747719284
"ELK1",-0.441940853796789,-0.354927463818193
"ELK3",-0.458438800546161,-0.380329308455977
"EPAS1",0.501929985009888,-0.381395294105268
"ETV1",0.518941828189723,0.358867686482368
"ETV6",0.356927701443205,0.379599281841403
"FOXA2",-0.398358981727685,-0.363341841312948
"FOXO3",-0.544020549790592,-0.385769489366831
"FOXP1",0.41931789497006,0.337138600801579
"FOXP3",0.511194515616202,0.369989095334075
"GLIS1",-0.46336184198084,-0.346234506110909
"GTF2B",-0.420124007017844,0.322390372583853
"HIF1A",-0.438130534885211,0.309750964380059
"HINFP",0.443636568068734,0.405531294687508
"HNF4A",-0.515900194695139,-0.342985685119082
"HOXA4",0.388360313363569,0.38684316817923
"KLF1",-0.315221479370999,-0.307646940058313
"KLF5",-0.435123449049818,-0.35077697454447
"KLF9",-0.302974334187886,0.375785219566666
"MAFF",0.312187043305413,-0.409827225985103
"MEF2C",0.433054907955774,0.36731967342747
"MEIS1",0.531779162550677,-0.3926916667469
"MNT",-0.351162560815752,-0.340671904287674
"MXI1",-0.300617895933918,-0.314353365901547
"MYBL2",-0.321992820572381,-0.326276073644304
"MYC",-0.474342239660292,0.411805447717053
"MYOD1",0.337093026610328,-0.327487179768577
"MZF1",-0.353262770597389,-0.376058453028479
"NFIC",-0.415511894515882,-0.301413439423839
"NFYA",0.43955274685523,0.325812060706777
"NR2C2",-0.457590943410188,-0.435252023705366
"PBX3",0.522048238545289,0.430829752647723
"PGR",0.493059873512669,0.404616764920822
"PPARG",0.414151580435247,-0.332625712747301
"RBPJ",-0.322263443902709,0.348812180891876
"RFX5",-0.375577679463,0.339524925745955
"RUNX1",-0.352615001987563,-0.330964184422458
"SETDB1",-0.341384133778977,-0.362323149949992
"SOX17",-0.309387243425164,-0.402676736417582
"SP2",0.403906759999397,-0.379488709982059
"SPDEF",-0.429319442305776,-0.393657557475334
"STAT1",0.403673563299859,0.304258306737519
"STAT5A",0.395713206827996,0.301821730245682
"TCF12",-0.387882404078097,0.42582322396234
"TCF3",0.374217365382365,0.357555730762465
"TEAD4",0.46075205422614,0.410459212437428
"TFAP4",-0.364328097939019,0.404097970033252
"THAP1",-0.503650170540427,-0.333216050850418
"USF1",0.300079528244862,0.4087406348427
"USF2",0.451930885246107,0.379174274243618
"YY1",0.463338810208046,0.38427490729518
"ZBTB7A",-0.405680206504521,0.431763899250613
"ZEB1",-0.389524857375456,0.437869291606146
"ZFX",-0.443802108935689,0.365070449302793
"ZNF263",0.363258559989906,-0.352411904232184
"ZNF384",-0.439938529049526,0.380572783815659
"ZNF76",-0.357113395111355,-0.39430787009581
