"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",155,148,155
"AR",13,21,71
"ARID3A",14,4,78
"ARNT",98,60,34
"ARNTL",81,116,138
"ASCL2",52,11,99
"ATF1",115,52,112
"ATF2",177,154,177
"ATF3",168,99,100
"BACH1",172,129,74
"BACH2",8,41,42
"BARX2",162,59,103
"BATF",66,49,30
"BCL11A",48,19,127
"BCL6",135,23,101
"BHLHE40",6,88,6
"CEBPA",5,149,4
"CEBPD",38,20,48
"CLOCK",30,12,9
"CTCF",128,50,176
"E2F2",28,5,28
"E2F3",34,40,47
"E2F4",72,127,91
"E2F6",50,92,167
"E2F7",36,141,2
"E2F8",100,153,89
"EBF1",133,14,98
"EGR1",110,57,20
"EGR2",137,37,16
"EHF",148,106,168
"ELF1",65,25,81
"ELK1",125,171,70
"ELK3",23,164,79
"ELK4",105,2,110
"EPAS1",60,64,13
"ESR1",46,95,8
"ESR2",101,72,154
"ESRRA",93,56,37
"ETS2",84,183,173
"ETV1",109,6,124
"ETV5",143,122,49
"ETV6",182,121,133
"ETV7",61,15,136
"FOS",139,54,181
"FOSL1",151,22,83
"FOSL2",12,163,24
"FOXD2",31,91,66
"FOXH1",160,107,145
"FOXK1",83,170,137
"FOXM1",127,98,113
"FOXO3",67,74,15
"FOXP1",73,100,131
"FOXP2",108,81,36
"FOXP3",142,138,108
"GATA1",91,101,148
"GATA2",103,126,121
"GATA3",20,68,45
"GATA4",69,140,72
"GLI2",59,79,104
"GLIS1",78,42,69
"GMEB1",54,112,86
"GMEB2",3,80,52
"GRHL2",88,62,40
"GTF2B",181,139,180
"GTF2I",152,166,76
"HEY1",138,76,5
"HIF1A",130,46,93
"HINFP",146,65,163
"HNF1B",68,162,114
"HNF4A",167,152,146
"HNF4G",41,7,35
"HOXA1",140,150,82
"HOXA4",113,179,21
"HOXB13",19,83,125
"HOXC6",121,33,175
"HSF1",92,26,59
"HSF2",16,53,169
"IRF2",44,3,144
"IRF3",116,73,152
"IRF4",43,63,25
"JUN",175,182,106
"JUNB",63,144,97
"JUND",183,155,183
"KLF1",2,111,157
"KLF10",17,110,141
"KLF3",176,35,123
"KLF4",166,28,88
"KLF9",129,134,134
"KMT2A",97,13,11
"LHX2",76,147,95
"MAF",141,161,77
"MAFF",107,38,19
"MAFK",58,118,96
"MECOM",126,94,159
"MEF2A",145,146,156
"MEF2C",53,27,160
"MEIS1",40,168,57
"MITF",80,55,85
"MNT",102,8,107
"MXI1",9,31,150
"MYB",39,84,55
"MYBL2",25,9,62
"MYC",171,133,171
"NANOG",7,71,73
"NFAT5",149,70,130
"NFATC1",75,113,68
"NFE2",57,115,87
"NFIC",106,123,149
"NFYA",77,67,17
"NFYB",56,29,80
"NKX2-1",21,130,46
"NR2C2",62,82,27
"NR2F2",4,178,174
"NRF1",147,18,44
"PAX5",49,43,26
"PAX6",173,96,129
"PBX1",35,102,64
"PBX3",178,108,84
"PGR",104,172,116
"POU2F1",94,175,164
"POU2F2",90,66,56
"PPARG",136,17,119
"PRDM1",134,158,10
"RARA",153,44,118
"RARG",99,93,23
"RBPJ",124,89,165
"RELA",86,114,115
"REST",154,78,162
"RFX2",15,86,7
"RFX5",170,177,143
"RUNX1",70,145,12
"RUNX2",144,90,60
"RUNX3",180,24,158
"RXRA",22,119,38
"RXRG",87,165,172
"SETDB1",96,156,90
"SIX5",122,45,178
"SMAD3",24,61,61
"SOX17",33,87,102
"SP1",45,142,65
"SP4",120,36,109
"SPDEF",10,97,14
"SPI1",42,173,182
"SPIB",85,10,29
"SREBF1",18,136,51
"SRF",26,48,1
"STAT1",131,167,92
"STAT2",156,169,147
"STAT3",165,128,166
"STAT4",169,75,18
"STAT5A",74,58,153
"STAT5B",157,176,94
"TBP",27,181,151
"TBX21",150,157,63
"TCF12",174,1,179
"TCF21",64,16,22
"TCF3",179,159,139
"TCF4",71,77,111
"TCF7L2",29,180,132
"TEAD4",55,105,105
"TFAP2A",1,85,32
"TFAP2C",164,69,39
"TFAP4",51,32,53
"TFDP1",163,30,135
"THAP1",32,160,75
"TP63",37,132,122
"TP73",112,51,142
"USF1",111,143,67
"USF2",114,47,50
"VDR",47,131,161
"VEZF1",95,103,58
"XBP1",123,151,128
"YY1",119,34,170
"ZBTB33",11,120,117
"ZBTB7A",161,124,120
"ZBTB7B",159,104,140
"ZEB1",82,174,126
"ZFX",132,39,54
"ZKSCAN1",117,125,43
"ZNF143",158,137,31
"ZNF263",118,117,3
"ZNF384",89,135,33
"ZNF76",79,109,41
