"","P1_2020Oct","P3_2023Jan"
"AHR",88,104
"AR",98,17
"ARID3A",130,23
"ARNT",33,172
"ARNTL",49,145
"ASCL2",46,108
"ATF1",152,90
"ATF2",146,183
"ATF3",47,153
"BACH1",52,173
"BACH2",38,61
"BARX2",53,89
"BATF",58,107
"BCL11A",117,93
"BCL6",99,102
"BHLHE40",115,96
"CEBPA",84,7
"CEBPD",15,48
"CLOCK",114,85
"CTCF",173,138
"E2F2",34,12
"E2F3",153,4
"E2F4",42,9
"E2F6",129,176
"E2F7",101,39
"E2F8",36,157
"EBF1",141,140
"EGR1",143,182
"EGR2",169,177
"EHF",125,86
"ELF1",28,2
"ELK1",170,125
"ELK3",43,45
"ELK4",95,123
"EPAS1",24,22
"ESR1",25,54
"ESR2",121,132
"ESRRA",59,47
"ETS2",165,151
"ETV1",16,38
"ETV5",65,15
"ETV6",183,169
"ETV7",107,74
"FOS",158,92
"FOSL1",132,163
"FOSL2",136,179
"FOXD2",74,63
"FOXH1",181,73
"FOXK1",41,43
"FOXM1",162,58
"FOXO3",21,126
"FOXP1",159,114
"FOXP2",164,56
"FOXP3",75,79
"GATA1",73,152
"GATA2",138,113
"GATA3",31,181
"GATA4",63,1
"GLI2",35,76
"GLIS1",94,87
"GMEB1",89,142
"GMEB2",39,137
"GRHL2",96,121
"GTF2B",180,168
"GTF2I",64,24
"HEY1",4,120
"HIF1A",61,83
"HINFP",19,62
"HNF1B",139,33
"HNF4A",85,25
"HNF4G",105,100
"HOXA1",147,148
"HOXA4",45,130
"HOXB13",171,88
"HOXC6",32,150
"HSF1",135,36
"HSF2",166,174
"IRF2",161,20
"IRF3",151,156
"IRF4",102,60
"JUN",71,164
"JUNB",70,82
"JUND",182,81
"KLF1",13,3
"KLF10",177,136
"KLF3",148,42
"KLF4",167,57
"KLF9",76,64
"KMT2A",8,75
"LHX2",90,119
"MAF",123,6
"MAFF",54,41
"MAFK",60,68
"MECOM",23,133
"MEF2A",160,37
"MEF2C",178,71
"MEIS1",113,122
"MITF",78,147
"MNT",14,65
"MXI1",87,175
"MYB",30,124
"MYBL2",104,44
"MYC",154,154
"NANOG",106,94
"NFAT5",103,141
"NFATC1",37,146
"NFE2",91,115
"NFIC",156,40
"NFYA",134,159
"NFYB",142,111
"NKX2-1",150,55
"NR2C2",9,32
"NR2F2",119,165
"NRF1",7,29
"PAX5",112,10
"PAX6",69,149
"PBX1",81,53
"PBX3",163,128
"PGR",126,180
"POU2F1",27,109
"POU2F2",174,31
"PPARG",110,144
"PRDM1",128,14
"RARA",80,170
"RARG",72,67
"RBPJ",67,95
"RELA",175,162
"REST",57,97
"RFX2",29,116
"RFX5",176,99
"RUNX1",2,19
"RUNX2",22,101
"RUNX3",109,178
"RXRA",97,127
"RXRG",50,26
"SETDB1",157,49
"SIX5",56,46
"SMAD3",51,80
"SOX17",3,30
"SP1",124,129
"SP4",149,135
"SPDEF",1,52
"SPI1",108,139
"SPIB",86,131
"SREBF1",44,72
"SRF",131,98
"STAT1",179,160
"STAT2",79,161
"STAT3",92,84
"STAT4",26,155
"STAT5A",145,103
"STAT5B",17,8
"TBP",62,5
"TBX21",12,13
"TCF12",116,51
"TCF21",6,34
"TCF3",155,16
"TCF4",20,143
"TCF7L2",127,167
"TEAD4",10,110
"TFAP2A",111,28
"TFAP2C",100,70
"TFAP4",55,59
"TFDP1",18,106
"THAP1",122,158
"TP63",82,112
"TP73",48,27
"USF1",137,66
"USF2",168,171
"VDR",83,35
"VEZF1",68,78
"XBP1",172,21
"YY1",120,91
"ZBTB33",144,166
"ZBTB7A",140,134
"ZBTB7B",77,69
"ZEB1",118,50
"ZFX",93,18
"ZKSCAN1",40,105
"ZNF143",11,117
"ZNF263",66,77
"ZNF384",133,118
"ZNF76",5,11
