"","P1_2020Oct","P3_2023Jan"
"AHR",58,61
"AR",34,148
"ARID3A",31,48
"ARNT",11,112
"ARNTL",82,71
"ASCL2",35,110
"ATF1",143,120
"ATF2",176,182
"ATF3",32,26
"BACH1",60,115
"BACH2",134,19
"BARX2",103,20
"BATF",78,95
"BCL11A",68,22
"BCL6",88,25
"BHLHE40",54,118
"CEBPA",29,36
"CEBPD",18,37
"CLOCK",85,35
"CTCF",152,147
"E2F2",87,17
"E2F3",47,6
"E2F4",80,49
"E2F6",98,79
"E2F7",10,33
"E2F8",179,156
"EBF1",104,119
"EGR1",146,130
"EGR2",71,94
"EHF",161,66
"ELF1",16,18
"ELK1",46,72
"ELK3",42,80
"ELK4",56,137
"EPAS1",92,11
"ESR1",6,7
"ESR2",106,12
"ESRRA",61,45
"ETS2",168,167
"ETV1",175,38
"ETV5",62,106
"ETV6",171,149
"ETV7",45,93
"FOS",159,139
"FOSL1",27,39
"FOSL2",117,56
"FOXD2",128,104
"FOXH1",2,24
"FOXK1",110,161
"FOXM1",108,142
"FOXO3",19,113
"FOXP1",150,88
"FOXP2",97,181
"FOXP3",53,174
"GATA1",81,59
"GATA2",162,153
"GATA3",1,30
"GATA4",37,47
"GLI2",43,65
"GLIS1",39,31
"GMEB1",153,111
"GMEB2",132,69
"GRHL2",33,23
"GTF2B",172,166
"GTF2I",17,60
"HEY1",90,63
"HIF1A",149,46
"HINFP",89,172
"HNF1B",96,163
"HNF4A",40,16
"HNF4G",23,15
"HOXA1",125,70
"HOXA4",174,179
"HOXB13",160,125
"HOXC6",129,140
"HSF1",24,13
"HSF2",164,154
"IRF2",131,54
"IRF3",83,133
"IRF4",48,103
"JUN",121,117
"JUNB",93,2
"JUND",182,183
"KLF1",154,32
"KLF10",69,84
"KLF3",173,176
"KLF4",102,128
"KLF9",74,96
"KMT2A",38,50
"LHX2",86,51
"MAF",51,170
"MAFF",12,1
"MAFK",75,28
"MECOM",180,169
"MEF2A",36,158
"MEF2C",158,101
"MEIS1",101,5
"MITF",144,165
"MNT",113,62
"MXI1",44,10
"MYB",84,144
"MYBL2",94,78
"MYC",151,152
"NANOG",114,75
"NFAT5",115,55
"NFATC1",139,146
"NFE2",120,34
"NFIC",123,76
"NFYA",142,116
"NFYB",9,141
"NKX2-1",79,68
"NR2C2",116,41
"NR2F2",178,107
"NRF1",25,14
"PAX5",20,74
"PAX6",141,91
"PBX1",169,150
"PBX3",41,168
"PGR",183,92
"POU2F1",148,81
"POU2F2",52,108
"PPARG",26,109
"PRDM1",13,43
"RARA",137,85
"RARG",64,58
"RBPJ",99,134
"RELA",163,64
"REST",133,138
"RFX2",65,102
"RFX5",181,151
"RUNX1",3,3
"RUNX2",67,21
"RUNX3",72,135
"RXRA",57,123
"RXRG",165,175
"SETDB1",15,87
"SIX5",157,178
"SMAD3",107,8
"SOX17",118,27
"SP1",145,157
"SP4",22,164
"SPDEF",30,4
"SPI1",59,122
"SPIB",122,83
"SREBF1",70,40
"SRF",8,99
"STAT1",73,105
"STAT2",126,129
"STAT3",166,173
"STAT4",76,29
"STAT5A",136,180
"STAT5B",111,89
"TBP",66,53
"TBX21",138,131
"TCF12",91,132
"TCF21",63,52
"TCF3",156,97
"TCF4",50,77
"TCF7L2",177,177
"TEAD4",130,160
"TFAP2A",147,9
"TFAP2C",105,145
"TFAP4",170,82
"TFDP1",4,98
"THAP1",14,44
"TP63",112,143
"TP73",21,86
"USF1",77,124
"USF2",140,162
"VDR",167,126
"VEZF1",55,121
"XBP1",95,100
"YY1",119,57
"ZBTB33",127,136
"ZBTB7A",124,90
"ZBTB7B",155,127
"ZEB1",28,114
"ZFX",100,155
"ZKSCAN1",7,67
"ZNF143",135,171
"ZNF263",109,42
"ZNF384",49,159
"ZNF76",5,73
