"","P1_2020Oct","P3_2023Jan"
"AHR",129,118
"AR",43,57
"ARID3A",38,89
"ARNT",84,131
"ARNTL",54,7
"ASCL2",6,62
"ATF1",130,130
"ATF2",166,151
"ATF3",27,41
"BACH1",21,56
"BACH2",117,17
"BARX2",64,11
"BATF",86,124
"BCL11A",3,77
"BCL6",49,163
"BHLHE40",4,173
"CEBPA",108,159
"CEBPD",57,112
"CLOCK",17,13
"CTCF",19,175
"E2F2",123,81
"E2F3",40,158
"E2F4",34,45
"E2F6",174,174
"E2F7",48,71
"E2F8",110,113
"EBF1",103,103
"EGR1",68,60
"EGR2",99,39
"EHF",179,83
"ELF1",88,164
"ELK1",177,160
"ELK3",2,59
"ELK4",47,35
"EPAS1",147,30
"ESR1",51,74
"ESR2",173,40
"ESRRA",41,4
"ETS2",160,90
"ETV1",61,128
"ETV5",119,61
"ETV6",182,182
"ETV7",22,16
"FOS",178,19
"FOSL1",92,155
"FOSL2",29,47
"FOXD2",71,53
"FOXH1",78,70
"FOXK1",171,43
"FOXM1",14,133
"FOXO3",35,73
"FOXP1",118,94
"FOXP2",31,63
"FOXP3",59,180
"GATA1",56,32
"GATA2",80,171
"GATA3",13,126
"GATA4",16,72
"GLI2",37,5
"GLIS1",139,120
"GMEB1",141,101
"GMEB2",23,44
"GRHL2",142,76
"GTF2B",181,181
"GTF2I",162,79
"HEY1",146,129
"HIF1A",102,161
"HINFP",153,52
"HNF1B",45,152
"HNF4A",137,33
"HNF4G",96,22
"HOXA1",172,64
"HOXA4",53,170
"HOXB13",163,105
"HOXC6",143,54
"HSF1",155,46
"HSF2",176,176
"IRF2",9,8
"IRF3",156,92
"IRF4",170,114
"JUN",157,67
"JUNB",42,110
"JUND",183,169
"KLF1",11,121
"KLF10",167,179
"KLF3",149,20
"KLF4",175,119
"KLF9",115,96
"KMT2A",63,137
"LHX2",65,165
"MAF",145,78
"MAFF",164,51
"MAFK",25,14
"MECOM",113,167
"MEF2A",154,58
"MEF2C",18,178
"MEIS1",87,111
"MITF",128,24
"MNT",125,85
"MXI1",7,102
"MYB",46,38
"MYBL2",151,109
"MYC",124,37
"NANOG",81,93
"NFAT5",97,143
"NFATC1",1,34
"NFE2",20,25
"NFIC",144,153
"NFYA",105,28
"NFYB",95,31
"NKX2-1",112,108
"NR2C2",132,157
"NR2F2",89,148
"NRF1",58,9
"PAX5",109,6
"PAX6",131,125
"PBX1",159,69
"PBX3",140,115
"PGR",76,84
"POU2F1",90,26
"POU2F2",73,100
"PPARG",83,107
"PRDM1",62,116
"RARA",94,140
"RARG",120,138
"RBPJ",91,117
"RELA",180,139
"REST",168,29
"RFX2",30,1
"RFX5",138,65
"RUNX1",28,10
"RUNX2",135,18
"RUNX3",85,80
"RXRA",66,88
"RXRG",126,154
"SETDB1",32,21
"SIX5",79,144
"SMAD3",33,168
"SOX17",55,2
"SP1",127,122
"SP4",158,149
"SPDEF",107,23
"SPI1",165,99
"SPIB",122,49
"SREBF1",82,55
"SRF",50,166
"STAT1",60,82
"STAT2",114,134
"STAT3",69,68
"STAT4",67,91
"STAT5A",169,183
"STAT5B",72,156
"TBP",39,97
"TBX21",98,104
"TCF12",150,95
"TCF21",12,15
"TCF3",44,147
"TCF4",134,132
"TCF7L2",121,86
"TEAD4",148,162
"TFAP2A",106,172
"TFAP2C",15,177
"TFAP4",111,66
"TFDP1",36,87
"THAP1",93,141
"TP63",52,42
"TP73",24,12
"USF1",70,136
"USF2",161,48
"VDR",77,150
"VEZF1",104,123
"XBP1",10,135
"YY1",74,127
"ZBTB33",116,36
"ZBTB7A",75,50
"ZBTB7B",100,27
"ZEB1",133,98
"ZFX",26,106
"ZKSCAN1",101,146
"ZNF143",136,75
"ZNF263",152,145
"ZNF384",8,142
"ZNF76",5,3
