"","P1_2020Oct","P2_2021Mar"
"ARNTL",0.350827111637926,-0.400044575932681
"BATF",-0.48745294824187,-0.399089512651718
"CEBPD",-0.405151343026526,-0.305076226520034
"CLOCK",-0.363745701777178,-0.302235215494387
"ELF3",0.454915541375575,0.412266968047274
"ESR1",0.310039397714412,0.347099010882374
"FOXD2",-0.46356802741007,-0.312879939784099
"FOXH1",-0.331112072650899,0.469208082646416
"FOXP2",-0.358167817643733,-0.395674254716632
"GATA1",-0.369171735156586,-0.425269127017842
"GLI2",-0.362688008653761,0.473088782813364
"KLF1",0.407889167017632,-0.313000833870297
"KMT2A",-0.510568090993798,-0.386280784219066
"MEF2C",-0.409482848198617,-0.37151961629432
"NFYA",0.357983642224233,-0.343774423511936
"NR2C2",-0.339070705982542,0.395952311114887
"NRF1",-0.357080055064071,-0.33812262498219
"PBX3",0.307805988851816,0.398908171522422
"RARA",-0.315257200109324,0.460473484918628
"RXRA",0.386715759402724,-0.442430042553613
"SETDB1",0.343018825587508,-0.354225717263731
"STAT2",0.389032611006401,0.409323197048358
"VEZF1",0.346018253847946,0.328420874564821
