"","P1_2020Oct","P2_2021Mar"
"ARID3A",-0.326140776397265,0.31164615433406
"ASCL2",0.338352468262304,-0.323243072036123
"BACH2",0.431368243228165,-0.329047533432549
"BCL6",0.374878008500025,0.33554829009473
"CUX1",-0.557025554697319,-0.386719989582352
"E2F3",-0.621126996279965,0.355608796802957
"ELF2",0.322480344830667,-0.34012823223069
"ETV4",0.432879230966458,-0.465533410611382
"FOXD2",-0.527756356765836,0.304311043862051
"FOXP3",0.658654860062056,0.372704046086329
"HBP1",0.323839033407652,0.519634352251493
"HSF1",-0.594801748638979,-0.453480299459342
"MECOM",-0.405418116674143,0.331472561771904
"MNT",-0.371299353330385,-0.378754611843927
"MYBL2",-0.321586056159344,0.370080933748958
"NFIC",-0.542448349257883,0.325830169101128
"PAX5",0.402030023016681,-0.347349294340204
"RUNX2",0.513556523139886,-0.454452711813241
"RUNX3",-0.492668280533362,0.343081484564755
"SOX17",-0.508685950946741,-0.325740130920211
"SPIB",-0.429219549642033,0.358291934594273
"THAP1",-0.658357013919006,-0.336502694812446
"TP53",0.57424286234681,0.374342740979012
"TP73",-0.713090181475805,0.440340727590907
"XBP1",-0.364155547350236,-0.322726853132201
"ZNF384",-0.607354800693155,-0.353171763372813
