"","P1_2020Oct","P2_2021Mar"
"AHR",0.573833805819413,-0.379038641745165
"BHLHE40",-0.47522270669709,0.302311266834334
"E2F6",-0.316865650654913,0.304589345572383
"ESRRA",-0.447801727335524,-0.365598578266856
"ETV7",0.338285102469627,0.453001066208759
"FOXD2",-0.524351961386563,0.413137693673809
"FOXP3",0.562525427539258,0.539093208069146
"HSF1",-0.495243052402444,-0.382206313235804
"JUN",0.54090192378795,0.363158208959077
"KLF4",0.356018115988688,0.392436629890582
"LHX2",-0.345854529088094,0.412686886535673
"MITF",0.316307508593055,0.486216536146656
"NANOG",0.315553566694982,0.585664590819567
"NR2C2",-0.427310261717741,-0.358259438057994
"NR2F2",-0.559224587388489,0.313569423764062
"PAX5",0.576011610127977,-0.450801127374653
"RELA",0.549910966826718,0.447669520455065
"RUNX2",0.413291443559239,-0.545326368099114
"SPIB",-0.399544944713174,0.460682819842605
"STAT5A",-0.583995142147177,-0.456956147500677
"TBP",-0.602301301546962,0.352933903066141
"THAP1",-0.600215770724431,-0.42968532102434
"ZNF384",-0.441050759036259,-0.328506166940985
"ZNF76",-0.645367513032228,0.308328039437995
