"","P1_2020Oct","P2_2021Mar"
"E2F6",-0.306919899426776,0.347205166378773
"ETS2",-0.346504611709216,0.342354439752439
"ETV5",-0.394800090759026,0.314054532182463
"FOSL2",0.437659403326151,0.300709030585506
"GATA3",0.36039953724153,-0.437261787816449
"GTF2B",0.354893618622685,0.423081817158773
"GTF2I",-0.331443400459383,-0.362471747827744
"NR5A2",0.351246256922175,-0.306814462490187
"RUNX1",-0.361943084512689,-0.303524613243613
"SNAI2",0.340156417295661,-0.336128940357007
"TAL1",-0.435588589907457,-0.424036353710242
"VDR",-0.409490040638973,-0.383261433851253
