"","P1_2020Oct","P2_2021Mar"
"E2F4",-0.329880825998348,0.338014815527521
"ELK4",0.300345441815716,0.319730932287465
"ESRRA",-0.388010604227304,-0.495525039081256
"FOXA2",-0.434578360111596,-0.397156907163225
"GATA2",-0.347142817302648,0.343973429264762
"HBP1",0.385870489499437,0.304969411850793
"HES1",0.350686913326392,0.444681802227631
"KLF1",0.340394552313969,-0.428528138400184
"NR2F2",-0.367136231331155,0.476203048916182
"PAX5",0.486851337691532,-0.356004668482456
"SOX17",-0.310996489658406,-0.424489722443322
"TCF3",-0.306864837592614,0.42959624841552
"TFDP1",0.352192197388139,-0.417529005489445
"THAP1",-0.363097627731792,-0.567802483658372
"TP73",-0.443847938384158,0.30610352866483
"VDR",-0.397902256521396,-0.361483232774603
"XBP1",-0.309172289481882,-0.317114662811697
"ZNF76",-0.404612251576301,0.362575345262194
