Cell.Type,Sample Name,AHR,AR,ARID3A,ARNT,ARNTL,ASCL1,ASCL2,ATF1,ATF2,ATF3,BACH1,BACH2,BARX2,BATF,BCL11A,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,CLOCK,CTCF,CTCFL,DUX4,E2F1,E2F2,E2F3,E2F4,E2F6,E2F7,E2F8,EBF1,EGR1,EGR2,EHF,ELF1,ELK1,ELK3,ELK4,EPAS1,ESR1,ESR2,ESRRA,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXD2,FOXG1,FOXH1,FOXK1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GATA4,GLI2,GLIS1,GMEB1,GMEB2,GRHL2,GTF2B,GTF2I,HEY1,HIF1A,HINFP,HNF1B,HNF4A,HNF4G,HOXA1,HOXA4,HOXA6,HOXB13,HOXC6,HSF1,HSF2,IRF1,IRF2,IRF3,IRF4,JUN,JUNB,JUND,KLF1,KLF10,KLF3,KLF4,KLF9,KMT2A,LHX2,MAF,MAFF,MAFK,MECOM,MEF2A,MEF2C,MEIS1,MITF,MNT,MXI1,MYB,MYBL2,MYC,MYOD1,NANOG,NFAT5,NFATC1,NFE2,NFIC,NFYA,NFYB,NKX2-1,NR2C2,NR2F2,NRF1,ONECUT1,OTX2,PAX5,PBX1,PBX3,PGR,POU2F1,POU2F2,PPARG,PRDM1,PRDM14,RARG,RBPJ,RELA,REST,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,RXRG,SETDB1,SIX5,SMAD3,SOX17,SP1,SP4,SPI1,SPIB,SREBF1,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,TBP,TCF12,TCF21,TCF3,TCF4,TCF7L2,TEAD4,TFAP2A,TFAP2C,TFAP4,TFDP1,THAP1,TP63,TP73,USF1,USF2,VDR,VEZF1,XBP1,YY1,ZBTB33,ZBTB7A,ZBTB7B,ZEB1,ZFP42,ZFX,ZKSCAN1,ZNF143,ZNF263,ZNF384,ZNF76
HSC.MYADM-CD97,ND251_HSC,0.044780972,-0.150898737,-0.130397463,0.012275651,-0.004975539,0.044936203,-0.012572946,0.100035845,0.210378876,-0.089859184,0.124916593,-0.056184175,0.038468432,0.022161209,-0.073957349,-0.031100931,0.075347098,0.018436545,0.004713925,0.020789025,-0.175604704,-0.017811298,-0.118486099,-0.019529059,-0.13593382,-0.155765494,0.09137045,-0.093730239,-0.025193937,-0.127420457,0.094345415,-0.050996968,0.158799526,0.00832632,0.173257895,-0.046135798,-0.017326406,-0.030341542,0.090725673,-0.035434264,-0.076525661,0.074547329,-0.113102226,0.016630382,-0.00765759,-0.087972204,0.462278078,0.042502097,-0.033624156,-0.010032272,-0.076696811,0.199103508,-0.215602323,-0.030608875,-0.076083159,0.002205308,0.049738005,0.055735064,-0.053050445,0.06503503,-0.055671155,0.030384541,-0.029939773,-0.012907989,-0.060057359,-0.026029102,-0.04479743,-0.015807881,0.021738161,0.051869365,-0.096805119,0.471380717,-0.01304182,-0.088190778,0.028529274,0.055526167,0.034278056,-0.091834978,-0.050466235,0.132753243,0.196818295,0.106890007,0.006379262,0.048828025,-0.044936432,0.124064962,0.032532781,0.040576163,0.076754363,-0.078579193,0.018320615,0.047114672,0.411673055,-0.030326283,-0.043685831,0.202403392,0.20630825,0.077700328,-0.130760666,0.081681406,-0.017412261,-0.101808241,-0.028914296,0.07474664,-0.004871956,0.079078453,-0.029332366,-0.050365939,0.028873206,-0.025809033,-0.017417301,-0.080634097,0.052637457,-0.129259852,-0.034350489,-0.077571523,0.014364483,-0.152656306,-0.107340363,0.020796365,-0.034128033,-0.044299187,-0.002346132,0.092241433,-0.133662162,-0.072694756,0.06106234,0.056795707,-0.210623296,0.045020038,0.058943296,-0.058721225,-0.118941635,0.036732573,-0.005631044,0.043664284,-0.011883009,0.075343913,0.089980546,0.059369315,-0.099959666,0.127611159,-0.123867839,-0.0266334,0.122111014,-0.037842713,-0.008922113,0.002548422,0.038363303,-0.023367461,-0.008309662,-0.088450025,0.047045787,-0.014835266,0.039655887,-0.03842079,0.067761076,0.066912781,0.082508299,-0.021550685,-0.07829135,0.165029464,0.024930983,-0.006012029,0.030980828,-0.031565176,0.36911196,0.002608216,0.068936106,0.077339856,-0.063904742,-0.018196902,0.047806315,-0.054836645,-0.047238727,0.011361427,-0.021924806,-0.009377546,-0.081735751,-0.061134873,-0.018826309,0.073057831,0.134279165,0.020430657,0.12845076,-0.023683484,0.010071174,0.094913008,0.157489238,-0.076433203,-0.110247241,-0.096372717,0.177947526,-0.081655501
HSC.MYADM-CD97,ND251_LMPP,0.018212071,-0.194780192,-0.090909758,-0.001677863,-0.081829887,0.03606067,0.006401028,0.17658527,0.146202016,0.199486324,0.049360105,-0.049199335,0.015330695,0.043172712,0.034211967,-0.105339872,-0.014456483,-0.038014941,0.055321598,-0.025685626,0.064026768,0.039376649,-0.088716824,-0.071517116,-0.089883299,-0.074014742,0.077321564,-0.03391284,-0.00310961,-0.230824814,-0.069804238,-0.032826945,0.041613993,-0.01484355,0.314365563,0.029130473,-0.067237985,0.041223659,0.006168452,0.133895641,0.093600193,-0.007217874,-0.125183086,0.061819727,-0.193200036,-0.053252081,0.235921604,0.060585245,0.04429279,-0.053629206,-0.194892552,-0.042150471,-0.173597702,-0.080473946,-0.071645113,-0.149678949,0.052103701,0.111963024,-0.035909245,-0.02309128,-0.038019753,-0.062815423,-0.122746012,0.174424268,0.003463983,-0.052297925,-0.148181902,-0.045731802,-0.027874869,0.157297201,-0.022140463,0.229928039,0.037295513,-0.050455584,0.005565739,-0.028883275,0.049201153,0.032156165,-0.033955269,0.027170882,0.132697939,0.034871738,0.061065569,0.148275095,-0.046230487,0.163600483,0.211236364,0.045564409,0.097449587,-0.10129477,-0.030626354,0.016077902,0.274638733,-0.211614215,0.153147487,0.127680886,0.107066667,0.092385924,0.159595018,0.04120404,-0.072606369,0.033122077,0.026486109,0.041667318,-0.018771618,0.164034678,-0.089322365,-0.041069064,-0.046964766,0.026292436,-0.00800756,-0.109410749,0.114983201,0.07424752,-0.022740303,-0.055360332,0.050902989,-0.151600901,-0.003439581,0.018848057,0.033551125,0.019616658,-0.024168792,0.216425381,0.03086177,-0.041045503,0.02596836,-0.01221987,-0.138809081,0.003987636,0.070086972,-0.168308499,-0.044420393,0.002232284,0.035550603,0.148360664,-0.135147,0.075381751,0.153188892,0.152624149,-0.080647561,-0.147541863,-0.06280992,-0.053646765,0.078356209,-0.013932952,0.050227612,-0.00228594,0.0348524,0.007512193,-0.124402545,0.049677081,0.015472998,0.029635997,-0.010656426,0.104756471,-0.050809205,0.11592084,0.136595362,0.014611035,-0.17945556,0.058762442,-0.052867676,-0.007408092,-0.060876871,0.050448946,0.27499585,-0.013306988,0.076823161,0.101986276,-0.019635243,-0.122999821,0.064235314,-0.100325414,-0.032273667,-0.033482421,-0.007639787,0.060107268,0.090435867,0.020362,-0.010203176,0.21244595,-0.083815769,0.039915133,-0.005676705,0.017406582,0.241718178,-0.077461876,0.135721212,-0.139000637,0.02244755,-0.063307037,0.049445676,-0.211178679
HSC.MYADM-CD97,ND251_MPP,0.098959019,-0.050324808,-0.113783248,0.061404067,-0.087269895,0.030085257,-0.058498928,0.053209092,0.283942456,-0.081949833,0.168323958,-0.11323213,-0.023138195,0.081414512,-0.214482185,-0.031745024,-0.109107341,-0.079453529,-0.032166154,-0.008691522,-0.09875274,0.17456824,-0.059290093,-0.106225942,-0.138263529,-0.155232888,0.103993393,0.042808545,0.143649592,-0.088859433,0.181460906,0.192920333,0.030298062,-0.063205098,0.212231265,-0.237346424,0.021283088,-0.006533617,0.062496989,-0.021106755,-0.038641477,-0.097099925,-0.09545857,0.060645893,0.077301133,-0.092357759,0.364505472,0.14692531,0.083188942,-0.14000646,-0.223014587,0.274062652,-0.477657181,0.032540528,-0.118739128,0.104540325,0.056491409,0.063016563,0.033909016,0.077714943,-0.136298828,0.21133772,-0.05394094,-0.022281639,0.036959783,0.00204527,-0.131251947,0.047755963,-0.029474901,-0.088030297,-0.105419605,0.141320611,-0.000539384,-0.014179948,0.101925508,-0.064858973,-0.02617253,-0.117068707,0.024780286,0.146049258,0.084346461,0.026847612,-0.050407867,0.089316165,-0.013862643,0.216475323,0.19319605,0.017186631,-0.019588991,-0.078728628,-0.097572393,0.025895721,0.626678845,-0.021804299,-0.038090946,0.156926901,0.238513955,-0.08626201,0.029259672,0.033657033,-0.027067159,-0.34357886,0.218179776,0.100348467,-0.000534686,-0.014773513,-0.063900437,-0.061092561,0.058215468,0.003681168,-0.148705826,-0.08444146,-0.03702115,-0.176787925,-0.007441806,-0.013742279,-0.11513816,-0.076504446,0.020903618,0.087951016,-0.072309697,-0.156593383,-0.028265567,-0.011729228,0.091380063,-0.053645795,0.078536942,0.007707127,-0.103709303,0.176837647,0.170871525,0.017672433,-0.085932634,0.005081899,-0.045939789,-0.04495995,-0.017358788,0.107328757,0.219685876,0.078533005,-0.084979268,0.133396869,-0.146634166,-0.063351868,0.040117968,-0.009897162,0.036442728,0.075192636,0.101445894,-0.080445047,-0.127510715,-0.038183828,-0.03781997,-0.0557554,0.029777531,-0.05674937,-0.124933764,0.137446848,-0.04419952,-0.052335609,-0.124277791,0.077389727,0.137671889,0.073131741,0.11043776,-0.214266682,0.312956139,0.027636096,0.13195472,0.201590664,-0.23378911,-0.103768241,0.323610909,-0.19290994,-0.070127253,-0.014732145,-0.055702465,-0.107687724,0.070980791,-0.053297741,-0.073176068,0.077874647,-0.004607287,0.011619476,0.207327982,0.004493809,0.064524706,0.103042021,0.221495326,-0.122108321,-0.017499905,-0.015801306,0.17447983,-0.049838489
HSC.WNT11,ND251_34,0.003532345,-0.184176166,-0.085000641,0.134073821,-0.005986987,-0.136576252,0.027483033,0.065551995,0.138409501,-0.354347492,0.120078139,-0.011208348,-0.08986111,0.371003519,0.019225573,0.046863892,-0.008857074,0.22483388,-0.263175618,0.043792824,-0.210246691,0.00348416,-0.02073607,0.018666517,0.057678787,-0.253615192,0.167796799,-0.124639993,0.071063868,0.089450786,0.183607118,0.129102709,-0.089563753,-0.01694396,0.264292835,-0.173788573,0.127503058,-0.036561985,0.030773917,-0.056855001,-0.061644501,0.071328689,-0.03646628,-0.119850144,0.1650369,0.105152984,0.425461791,0.184248994,-0.129427091,-0.010544601,-0.015486034,0.302696356,-0.280192782,-0.086756426,-0.038333838,0.078153114,-0.002700721,0.161037956,-0.038824903,-0.094025104,-0.271000222,0.03010262,0.12031788,0.021310475,-0.171525314,-0.045148313,0.074423654,-0.060714056,-0.032530645,-0.062385276,0.090523535,0.33652791,-0.042921449,-0.151472689,0.025998848,-0.052186146,0.016473911,0.082846148,-0.189815863,-0.062522093,0.120288922,0.138811947,0.080751473,0.109603909,0.021511586,0.255526088,0.308790601,0.036941078,0.077831539,0.043583406,-0.043648327,-0.084897191,0.443843329,-0.377226641,-0.086905051,0.276196216,0.383460436,0.123855841,-0.050899333,0.182465841,-0.025848454,0.006053944,-0.091857302,0.017099581,-0.138419073,0.052545452,-0.081775221,-0.11808312,0.043950621,-0.216404567,-0.155999329,-0.043386267,0.020952851,-0.216013261,-0.069390906,-0.119456535,-0.008387083,-0.161038305,-0.167797049,0.272924194,0.116226335,-0.134200239,0.042749512,-0.047604858,-0.15148253,-0.140717264,0.08885794,-0.139858263,0.086543717,0.203157853,0.155476932,-0.028578105,-0.125928462,-0.211864698,0.101167106,0.114589226,-0.080817187,0.203495389,0.205485365,0.08206265,-0.197705584,0.019532905,-0.13516179,-0.013206802,-0.116758099,-0.016423197,0.05076661,-0.226230795,0.105967449,0.046774958,0.108157052,0.055034071,0.000889251,-0.2175244,-0.008968623,0.137783714,-0.11914893,0.216088739,0.018121643,-0.056334915,-0.094758575,0.028383029,-0.157565235,0.018498435,0.344178985,-0.068206849,0.269822441,0.081354381,-0.03367771,-0.062944643,-0.243502385,0.06343056,0.262376003,-0.091781248,-0.15144701,0.103362363,0.053362817,0.152695321,0.068013723,-0.061050393,-0.122050998,0.200529392,0.176675077,-0.14210242,0.295605188,0.049014784,0.048568143,0.136092166,0.027841633,-0.06889777,-0.115662366,-0.316758759,0.471112076,0.025959829
HSC.WNT11,ND251_HSC,0.06769376,-0.166390758,-0.000747009,-0.018399765,-0.038663245,0.212365217,-0.015441383,0.058586277,0.120298349,-0.085704689,0.161267531,-0.041662841,0.066130983,0.019482231,-0.09321316,0.049705341,-0.014932799,-0.080321711,0.105106756,-0.005915509,-0.197562884,0.057880636,-0.177690522,-0.040134431,-0.09428715,-0.176660648,0.210933381,-0.118205128,0.049050258,-0.080491576,0.127166445,0.027363569,0.038976161,0.003071347,0.201976642,0.0435259,0.012514008,0.00884433,-0.028819205,-0.035793982,-0.059029686,-0.00245598,-0.068398567,0.027185775,-0.015683684,-0.044467824,0.418157903,0.056357562,0.047674046,-0.061556229,-0.076582278,0.10648041,-0.141965308,-0.069888458,0.016688009,0.051256927,0.02229294,0.068186381,-0.039576439,-0.028879075,0.010227773,-0.072785658,-0.049667719,0.103664577,-0.10413363,-0.033564077,-0.144646394,-0.032234896,0.019127657,0.00926933,0.004229956,0.341703312,0.03329285,-0.046899829,0.003370205,0.0418887,0.029136685,0.023420809,-0.061734437,0.063765249,0.212581608,0.116320193,-0.045177146,0.068663192,-0.127108167,0.075518774,0.126262958,0.094969081,0.185196467,-0.024014044,0.016989999,-0.112706124,0.445212498,-0.002549306,-0.029986131,0.186240126,0.190086987,0.162276248,-0.11077608,0.033587722,0.009331048,-0.072009374,-0.101250475,0.075412957,-0.04165041,0.030425188,-0.118507002,-0.059057356,-0.014933917,-0.002890308,-0.15430284,-0.093723514,0.064450551,-0.105393018,0.046829395,-0.046153488,-0.047639693,-0.12749102,0.019574614,0.105754926,-0.007262534,-0.071884591,-0.008530072,0.10096512,-0.10741404,-0.07369421,0.054760301,0.056006689,-0.110014733,0.054346971,0.040855552,-0.018254097,-0.044147866,-0.012218055,0.013165189,0.015935726,-0.019607251,0.0661792,0.119755945,0.101361992,-0.221622001,0.19624075,-0.106877437,-0.073960761,0.101115431,0.023522504,0.101459031,0.002727036,0.062810857,-0.03479212,-0.015931357,-0.110275316,0.071518855,-0.004239535,-0.128764263,0.048612492,-0.024195091,0.132731109,0.089109578,0.112677023,-0.107269679,0.020533641,-6.30E-06,0.024869661,0.095407302,-0.040136849,0.166539051,0.040317421,-0.003640126,-0.010115913,-0.093955962,-0.011110573,0.078719423,-0.181788079,-0.075449086,-0.005330091,0.100763258,0.013130089,-0.003884382,-0.022060609,-0.159028961,0.140238622,0.106651781,0.028573056,-0.072253322,0.058293389,0.033932406,0.056189698,0.194979273,-0.0680858,-0.105992069,-0.044063197,0.11056648,-0.061194664
HSC.WNT11,ND251_LMPP,-0.136555426,0.04597976,-0.082925317,-0.084975764,0.002310418,-0.152411368,-0.04476129,0.11282581,0.130017677,-0.037695752,0.174003854,0.056352559,0.030309061,-0.011069693,-0.096290325,-0.0131273,0.158990999,0.028645288,0.147085712,0.057859956,-0.062045104,0.162821887,-0.18937587,0.058452891,-0.044148169,-0.115364451,0.112272109,0.195001308,-0.067939978,-0.090679886,0.22818283,0.029909604,-0.070083653,-0.00908189,0.214154395,-0.091466103,0.140264091,0.121998113,-0.130998443,-0.03189977,-0.059576848,0.072625266,-0.095358769,0.215755863,0.076407497,-0.054466083,0.285952312,0.15380111,0.002895697,0.029642793,-0.128685583,-0.02085922,0.008380706,0.020039459,-0.146041914,-0.089769332,0.058179705,0.075387656,-0.170202799,-0.006346942,-0.041849718,0.027305491,-0.037841902,0.17649599,0.008416884,-0.128273936,-0.141818996,-0.143635909,0.068795195,-0.010044605,-0.202764538,0.299673214,-0.055645578,-0.129034899,-0.045022761,0.047979202,0.027710303,-0.135110989,0.118147087,-0.02784425,0.156445474,0.180365302,0.102587908,-0.008025225,-0.079217487,0.107253444,-0.039293811,0.028343251,0.034934374,-0.040462143,-0.008487536,0.052670504,0.394180266,0.022317049,-0.103477833,0.127367929,0.083021852,-0.016492229,-0.090800173,0.02596797,-0.034124159,-0.002927152,-0.100901921,0.008507207,-0.048400832,0.107959865,-0.053503386,-0.127882126,-0.120092277,0.008363948,0.025685744,-0.111735543,0.062695746,-0.117060452,-0.011447242,-0.099138836,0.224945561,-0.065220477,0.049152792,0.117691158,0.086057906,-0.036038381,-0.033674744,0.059614995,-0.09535118,-0.156962565,0.173437113,-0.15274952,-0.189562416,0.024672361,-0.127406613,-0.046452556,-0.053146203,-0.044088555,0.176761444,-0.028864608,0.073653524,0.030559327,0.133833228,0.06136708,-0.086092463,0.135456259,0.036497435,-0.115987166,0.056616201,-0.146178653,-0.025184906,0.074791487,0.155152349,0.033248748,0.081887883,0.002099624,-0.006841578,0.057568254,-0.284145232,-0.099970582,-0.125884568,0.168543136,0.025650878,0.164355058,-0.117679755,0.035261436,0.074160095,-0.096832259,0.145132845,0.019517511,0.170515453,-0.10221667,0.042865704,0.109117934,-0.012251615,-0.032871638,-0.096810503,-0.236140933,0.069427661,0.150255842,0.061032732,0.149214954,0.104169104,-0.024607874,0.178635221,0.061028538,0.075798749,0.063904268,0.071039683,-0.273680376,0.05148391,0.108567534,0.167286425,-0.147595824,0.052635442,-0.074619002,0.097025907,-0.254280369
HSC.WNT11,ND251_MPP,-0.012696626,-0.033045438,0.117746183,0.098479659,-0.054131968,0.150305086,0.050904306,0.02005929,0.208567286,-0.031196416,0.040736958,-0.014990116,0.099455696,0.133911539,-0.166616414,0.033909578,0.094107826,-0.124002128,0.175071543,-0.032309975,-0.232863093,0.002151116,-0.082675279,-0.058585707,-0.315719801,-0.106292584,0.014216643,-0.123362588,0.010100824,-0.053288169,0.085770464,0.066440485,-0.148569751,0.028450295,0.239212983,-0.213502606,-0.112252432,-0.056304353,0.199124715,-0.134588807,-0.187456639,-0.050967497,-0.122270852,0.131579243,-0.043382693,-0.054750115,0.524414448,0.077007268,-0.035013484,-0.009630606,-0.179213587,0.12047416,0.045352293,-0.082470987,-0.013297686,0.081565643,0.024496846,0.061553083,-0.047918845,-0.152636212,-0.010944408,0.099401475,-0.02871662,0.14196939,0.010306339,-0.060200118,-0.01497338,0.019036465,-0.006872071,0.153005561,-0.074806808,0.427103439,0.058683885,-0.128149447,0.020519582,0.011755201,-0.120781301,-0.109872889,0.1640934,0.08102209,0.298699515,0.070161161,-0.013259013,-0.009947362,-0.091642259,0.105831016,-0.082961918,0.116883192,0.087692181,0.108863159,-0.065712413,-0.019843241,0.482766075,0.083399992,0.005384281,0.116068215,0.070593817,0.205637288,-0.168824193,0.208690197,0.091787719,-0.064135526,-0.107281956,-0.012804203,0.055445564,0.047683723,-0.176621512,-0.1191187,0.098144917,-0.121367036,0.013060032,-0.114847616,0.000134258,-0.21448253,0.046592562,-0.174449818,0.004306745,-0.11190219,0.043936249,0.140243495,-0.025202153,-0.18165179,-0.012365205,0.165290226,-0.022280226,0.024772097,0.098775195,0.118348247,-0.179378158,-0.09740353,0.170413028,0.008632026,-0.119632652,0.009333039,-0.029133877,0.066180301,-0.097712738,0.063713471,0.056861474,0.199600787,-0.072262098,0.114565985,-0.133302131,-0.145349463,-0.109608493,-0.010323832,0.030378325,-0.006522462,0.290872991,0.13079181,-0.13323436,0.015534052,-0.112266678,-0.090321113,-0.006563873,0.027567638,0.206098095,-0.000689378,-0.023113642,0.177141417,-0.138601201,0.022825962,0.102263742,0.089926781,0.141703504,0.051926708,0.36903163,0.087231793,0.064128784,0.07531956,-0.137271902,-0.204082726,-0.047922357,-0.089850453,0.014751425,-0.070233186,0.065563309,-0.150512617,0.158529643,-0.094565687,-0.128296596,0.108496265,0.074908958,-0.017026739,0.245160981,-0.186345165,0.060482913,0.110973164,0.050911168,-0.122319595,-0.095905397,-0.009756115,0.061819135,-0.054909246
LMPP.CDK6-FLT3,ND251_34,0.01030725,-0.151420217,-0.066081561,-0.092334294,-0.008498162,0.100906553,-0.014886746,0.122258542,0.083805132,-0.213418204,0.039080824,-0.151331209,-0.010789203,0.049431868,-0.09708681,-0.035914014,-0.075280431,-0.169548204,0.18891705,-0.065457441,-0.189691225,0.004233699,-0.004416016,-0.068049099,-0.225240994,-0.175991163,-0.089796855,-0.093860169,0.100412769,-0.083805134,0.118465231,0.121733115,0.012163692,-0.045090307,0.213842803,0.040801447,-0.059676877,-0.091583026,0.077300363,-0.087574709,-0.087009642,0.009697528,-0.022611383,0.168101676,0.090568186,0.038842758,0.50579318,0.029821112,-0.143063279,-0.015232909,-0.059299892,0.210584039,-0.10204632,-0.082481223,0.020943629,0.088741245,-0.0211637,0.037974766,0.012316518,-0.018224322,-0.034222999,0.077917775,-0.068805741,0.035792996,-0.055041749,-0.041124589,0.014817335,-0.042867142,-0.005503876,0.024608513,-0.13782114,0.484583666,0.001216131,-0.075442717,0.037784329,-0.018055026,-0.006828272,-0.083418532,0.039542321,0.071276474,0.222496574,0.071572402,-0.027045901,-0.00345362,-0.063924308,0.146600288,0.067161794,0.029538553,0.191221669,-0.103179556,0.015690316,-0.051229348,0.522786131,0.029153788,-0.001285256,0.309621852,-0.030692879,0.278009415,-0.01685224,0.04723641,-0.072596625,-0.154808289,0.123908311,0.104445523,-0.046863103,0.095328969,-0.061256475,-0.138840323,-0.049191489,-0.113555278,0.027744291,-0.073784373,0.020582161,-0.123629562,0.031405447,-0.113888844,0.061114605,-0.173338747,0.000350591,0.07021114,0.019826694,-0.049343047,-0.049275941,0.224084004,-0.082643538,-0.037659348,0.033106421,-0.0504985,-0.057952655,-0.112699692,-0.022353231,-0.041917734,-0.025401549,0.042915396,0.054176516,-0.056679396,-0.034121954,-0.006029997,0.061606439,0.108869934,-0.147867595,0.247036703,-0.069850971,-0.084923917,0.104506265,-0.012797314,-0.00896096,0.040981499,0.035855295,0.102189623,-0.092747332,-0.051060363,-0.002378947,0.048566736,0.054103972,0.071433321,0.036418022,0.080321721,0.081070798,0.157157915,-0.094488543,0.072182327,-0.039503861,0.010961365,0.065211515,-0.011507055,0.412358137,0.054364917,0.058452347,0.044460498,-0.008737268,-0.048818196,-0.036666228,-0.138083325,-0.139636342,0.116836616,0.052675348,0.032694286,0.103354244,-0.008590468,-0.204052893,0.027418883,0.201080191,0.114467346,0.025366538,-0.049713485,0.130887429,0.11310338,0.106730067,-0.173099512,-0.008111932,-0.182021729,0.011737852,-0.084622132
LMPP.CDK6-FLT3,ND251_HSC,-0.22450614,-0.002484429,0.317484585,0.194209619,0.192247636,0.140817172,0.117252371,0.2819272,0.185768557,-0.130261078,-0.050563726,0.137555686,-0.022313888,0.403764752,0.197136851,0.077953439,0.32108957,0.034435241,-0.154683107,0.182379234,0.101097607,-0.05658121,0.178190228,-0.138995736,-0.195308522,-0.014823259,-0.111645764,-0.100031833,-0.2003739,0.03674819,0.39171849,0.231804264,-0.092675577,-0.061187949,0.212514865,-0.177352768,-0.243649852,0.02321265,0.067752163,-0.188780009,-0.35401124,-0.24581536,-0.418876227,0.436140786,0.331690462,-0.025902112,0.576577389,0.14148421,-0.053411948,-0.219665959,0.054308046,-0.115842757,-0.307844452,0.034301169,-0.245335059,-0.161537648,0.237770156,-0.017986197,-0.20488288,0.256029095,0.127731029,0.028081088,-0.404845829,-0.030119541,-0.280817447,-0.089155463,-0.01428971,-0.137363576,-0.06365135,0.091292206,-0.085036312,-0.029623611,0.125940678,-0.131452008,-0.348011087,-0.078185624,-0.043065412,-0.26334393,-0.104845588,-0.12379149,-0.093375865,0.074736747,0.118867009,0.250857939,-0.149766771,0.170718934,-0.041296125,-0.008119684,-0.034118139,0.119380835,0.093206356,-0.199683043,0.589087845,0.06023073,-0.282613981,0.079960584,0.135028919,-0.083278728,-0.00799946,-0.187020866,-0.031383144,-0.216327683,0.073955939,0.060646341,0.189253274,-0.040581951,-0.13133034,-0.251278209,-0.208381926,0.250677993,0.234086778,0.067264062,-0.178267888,0.057425518,0.164417554,0.074868085,0.242449092,-0.338514437,-0.00430277,-0.301481004,0.086351368,-0.13306397,-0.066692775,0.073791522,0.047693773,0.243938174,0.134668817,0.065849639,-0.369570474,-0.0490687,0.225114262,-0.022564213,-0.245004539,0.166420884,-0.164315781,-0.126078604,0.063832026,0.003216029,-0.007886352,0.047798241,0.101719555,-0.15528263,-0.389713434,-0.105411942,-0.259781836,0.132920939,0.044071874,0.068457978,0.049170117,-0.198573888,-0.145886546,-0.115784118,-0.130914186,-0.198132566,-0.018911374,-0.008052477,0.148089704,0.016116601,0.105594826,-0.354671552,-0.381003427,-0.11997128,-0.110394921,0.029898962,0.156437326,-0.174354159,0.320163148,-0.035071097,0.034980644,0.154046689,0.317424006,-0.040495466,0.037807644,0.048694627,-0.011351878,0.331002176,0.261827785,-0.023528623,0.232935025,-0.163573158,-0.103669793,0.137280793,0.028070051,0.026335635,0.128091709,0.072140437,-0.359826199,0.118401274,0.268480683,0.048469524,0.216590432,-0.305601336,0.282266184,-0.038551895
LMPP.CDK6-FLT3,ND251_LMPP,0.059887847,-0.164879097,-0.052896223,0.001865561,-0.060803743,0.138543884,-0.031462846,0.058207078,0.167006117,-0.108834023,0.145160416,-0.088360201,0.048423584,0.12095036,-0.103042945,-0.043271604,0.098251602,-0.056009085,0.129032784,0.020175942,-0.184797913,-0.052347859,-0.115822768,-0.059000386,-0.1210973,-0.19906453,0.06824737,-0.090910099,-0.027152772,-0.101890823,0.179242428,-0.028820975,0.046096633,-0.005072639,0.181563044,-0.035065821,-0.054036956,-0.035363254,-0.020594813,-0.04359993,-0.078749922,-0.03025867,-0.094948253,0.070064985,0.047855103,-0.064640179,0.455416665,0.031980962,-0.023062863,0.037307957,-0.107707837,0.067430136,-0.082619245,-0.072436479,-0.042377189,0.107398171,0.046237467,0.031034255,-0.111271028,-0.035994519,-0.079221708,0.094780229,-0.022743683,-0.046873241,-0.070059448,-0.081403429,-0.106163769,-0.00423591,-0.035001956,0.018260578,-0.048546465,0.386609883,-0.042997771,-0.148116214,0.119702969,-0.039818671,0.062301093,-0.152467068,0.034618662,0.066548688,0.219154117,0.055490946,0.01221528,0.070881959,-0.066903346,0.117229563,0.131487399,0.060701618,0.043017354,-0.095614829,0.059512927,-0.004658675,0.48390256,-0.019560178,-0.127570935,0.28358526,0.114949488,0.030173304,-0.084826717,0.108743968,-0.063291491,-0.211866548,0.108049998,0.040544788,-0.08314845,0.083135591,-0.044494383,-0.062004354,-0.126886752,-0.111927385,-0.050039039,-0.086255857,0.063058371,-0.173147472,0.003005888,-0.033821824,-0.035414454,-0.050199284,0.027119511,0.063785274,-0.024063381,-0.037467665,-0.080881829,0.105632947,-0.074432308,-0.093509985,0.087520047,-0.014199854,-0.052904782,0.080275025,0.038347354,-0.027830251,-0.092958136,-0.017354288,0.013841619,0.029562701,0.059899211,0.045484991,0.071562993,0.132751865,-0.169249896,0.128644036,-0.088878895,-0.039992374,0.108155169,0.046394271,0.052415002,-0.028422177,0.150391608,0.038348599,-0.068540088,0.059769202,0.000686973,-0.012943008,-0.010944605,0.026770955,-0.003810742,0.002462384,0.03998423,0.035471419,-0.116201309,0.183369355,0.088948712,-0.064602881,0.084392344,-0.005953249,0.378513763,0.059958131,0.007603415,0.131148454,-0.202359137,-0.033229791,0.00888195,-0.033949436,-0.134277502,-0.005412143,0.003856058,0.037701036,0.025327901,0.043993225,-0.027202619,0.031815507,0.149505435,0.032588925,0.056128328,0.028119735,0.068189861,0.12596551,0.230660373,-0.112244205,-0.068512722,-0.161774105,0.163004726,-0.093195699
