"","P1_2020Oct","P2_2021Mar"
"E2F2",0.412687500497926,0.416734004532281
"EGR1",0.300292383472599,0.477120600588059
"ETV1",0.362616593695179,0.321487598721379
"FOS",0.409375349892541,0.405291379273663
"FOXD2",-0.307566184938262,-0.439286796312472
"FOXP2",-0.349835571318247,0.311707267147981
"FOXP3",0.352088525327403,0.330989873896523
"GATA1",-0.383142756264414,-0.380955399722055
"GATA4",-0.368043378810993,0.399591223109439
"GTF2I",-0.405024299573891,-0.358209177403947
"KLF10",-0.346869219459679,0.30313587643656
"KLF9",0.301524479442238,-0.367487798519625
"MECOM",0.364266655106623,0.351886416695805
"MEF2A",-0.404583782039902,-0.5056334708178
"MEF2C",-0.3272090572303,-0.399446150206002
"NRF1",0.377358144619284,-0.551960084648779
"PAX6",-0.427924445713668,0.31714145632257
"PPARG",-0.47472003699493,0.349722412552865
"RFX2",-0.337603316517786,-0.44530732180512
"RUNX2",0.352392978571883,0.313871271290921
"RXRA",-0.373249153423407,-0.494100174994534
"RXRG",0.38444701892904,0.427354550004753
"STAT4",-0.433198628339039,-0.411644363503355
"TCF4",0.324963620585206,0.314421339383121
"ZNF263",-0.318131088389938,-0.402716335237651
