"","ND251_34","ND251_LMPP","ND251_MPP"
"ONECUT1",0.137566137566138,0.476190476190476,0.587301587301587
"OTX2",0.687830687830688,0.507936507936508,0.227513227513228
"PAX5",0.343915343915344,0.661375661375661,0.148148148148148
"PBX1",0.0899470899470899,0.037037037037037,0.518518518518518
"PBX3",0.35978835978836,0.915343915343915,0.862433862433862
"PGR",0.825396825396825,0.724867724867725,0.661375661375661
"POU2F1",0.116402116402116,0.920634920634921,0.724867724867725
"POU2F2",0.216931216931217,0.497354497354497,0.513227513227513
"PPARG",0.338624338624339,0.248677248677249,0.698412698412698
"PRDM1",0.55026455026455,0.227513227513228,0.322751322751323
"PRDM14",0.80952380952381,0.708994708994709,0.957671957671958
"RARG",0.0793650793650794,0.0211640211640212,0.164021164021164
"RBPJ",0.788359788359788,0.232804232804233,0.671957671957672
"RELA",0.862433862433862,0.291005291005291,0.46031746031746
"REST",0.830687830687831,0.481481481481481,0.492063492063492
"RFX2",0.105820105820106,0.867724867724868,0.497354497354497
"RFX5",0.666666666666667,0.465608465608466,0.28042328042328
"RUNX1",0.158730158730159,0.518518518518518,0.634920634920635
"RUNX2",0.28042328042328,0.772486772486772,0.486772486772487
"RUNX3",0.386243386243386,0.455026455026455,0.936507936507937
"RXRA",0.656084656084656,0.121693121693122,0.751322751322751
"RXRG",0.931216931216931,0.529100529100529,0.555555555555556
"SETDB1",0.328042328042328,0.64021164021164,0.174603174603175
"SIX5",0.772486772486772,0.899470899470899,0.835978835978836
"SMAD3",0.253968253968254,0.486772486772487,0.285714285714286
"SOX17",0.396825396825397,0.317460317460317,0.0423280423280423
"SP1",0.417989417989418,0.126984126984127,0.708994708994709
"SP4",0.761904761904762,0.846560846560847,0.867724867724868
"SPI1",0.962962962962963,1,0.682539682539683
"SPIB",0.185185185185185,0.354497354497354,0.502645502645503
"SRF",0.291005291005291,0.566137566137566,0.883597883597884
"STAT1",0.873015873015873,0.285714285714286,0.666666666666667
"STAT2",0.751322751322751,0.693121693121693,0.788359788359788
"STAT3",0.867724867724868,0.142857142857143,0.740740740740741
"STAT4",0.566137566137566,0.46031746031746,0.592592592592593
"STAT5A",0.439153439153439,0.878306878306878,0.772486772486772
"STAT5B",0.851851851851852,0.624338624338624,0.248677248677249
"TBP",0.26984126984127,0.740740740740741,0.44973544973545
"TCF12",0.883597883597884,0.698412698412698,0.777777777777778
"TCF21",0.476190476190476,0.671957671957672,0.121693121693122
"TCF3",0.989417989417989,0.603174603174603,0.841269841269841
"TCF4",0.814814814814815,0.164021164021164,0.0846560846560847
"TCF7L2",0.513227513227513,0.857142857142857,0.899470899470899
"TEAD4",0.682539682539683,0.158730158730159,0.100529100529101
"TFAP2A",0.0317460317460317,0.111111111111111,0.534391534391534
"TFAP2C",0.62962962962963,0.116402116402116,0.481481481481481
"TFAP4",0.238095238095238,0.26984126984127,0.830687830687831
"TFDP1",0.0687830687830688,0.634920634920635,0.211640211640212
"THAP1",0.0740740740740741,0.0476190476190476,0.613756613756614
"TP63",0.492063492063492,0.365079365079365,0.0634920634920635
"TP73",0.322751322751323,0.201058201058201,0.735449735449735
"USF1",0.0582010582010582,0.597883597883598,0.317460317460317
"USF2",0.804232804232804,0.328042328042328,0.444444444444444
"VDR",0.423280423280423,0.656084656084656,0.349206349206349
"VEZF1",0.111111111111111,0.44973544973545,0.158730158730159
"XBP1",0.724867724867725,0.560846560846561,0.53968253968254
"YY1",0.671957671957672,0.947089947089947,0.312169312169312
"ZBTB33",0.703703703703704,0.169312169312169,0.64021164021164
"ZBTB7A",0.576719576719577,0.592592592592593,0.55026455026455
"ZBTB7B",0.433862433862434,0.253968253968254,0.846560846560847
"ZEB1",0.735449735449735,0.793650793650794,0.888888888888889
"ZFP42",0.661375661375661,0.53968253968254,0.338624338624339
"ZFX",0.571428571428571,0.687830687830688,0.439153439153439
"ZKSCAN1",0.211640211640212,0.0899470899470899,0.153439153439153
"ZNF143",0.523809523809524,0.756613756613757,0.35978835978836
"ZNF263",0.587301587301587,0.391534391534392,0.253968253968254
"ZNF384",0.878306878306878,0.962962962962963,0.306878306878307
"ZNF76",0.248677248677249,0.862433862433862,0.0687830687830688
