"","ND251_34","ND251_HSC","ND251_LMPP","ND251_MPP"
"AHR",0.423280423280423,0.661375661375661,0.301587301587302,0.666666666666667
"AR",0.0687830687830688,0.00529100529100529,0.328042328042328,0.132275132275132
"ARID3A",0.259259259259259,0.206349206349206,0.862433862433862,0.116402116402116
"ARNT",0.73015873015873,0.793650793650794,0.380952380952381,0.777777777777778
"ARNTL",0.751322751322751,0.465608465608466,0.35978835978836,0.296296296296296
"ASCL1",0.174603174603175,0.915343915343915,0.867724867724868,0.947089947089947
"ASCL2",0.285714285714286,0.386243386243386,0.714285714285714,0.375661375661376
"ATF1",0.153439153439153,0.899470899470899,0.878306878306878,0.71957671957672
"ATF2",0.894179894179894,0.941798941798942,0.888888888888889,0.989417989417989
"ATF3",0.0317460317460317,0.0529100529100529,0.158730158730159,0.328042328042328
"BACH1",0.534391534391534,0.740740740740741,0.973544973544973,0.661375661375661
"BACH2",0.322751322751323,0.19047619047619,0.735449735449735,0.624338624338624
"BARX2",0.375661375661376,0.857142857142857,0.597883597883598,0.772486772486772
"BATF",0.941798941798942,0.772486772486772,0.386243386243386,0.873015873015873
"BCL11A",0.391534391534392,0.148148148148148,0.0317460317460317,0.0158730158730159
"BCL6",0.544973544973545,0.804232804232804,0.232804232804233,0.433862433862434
"BHLHE40",0.862433862433862,0.708994708994709,0.952380952380952,0.492063492063492
"CEBPA",0.936507936507937,0.322751322751323,0.338624338624339,0.19047619047619
"CEBPB",0.0158730158730159,0.888888888888889,0.592592592592593,0.920634920634921
"CEBPD",0.17989417989418,0.264550264550265,0.634920634920635,0.222222222222222
"CLOCK",0.0476190476190476,0.0582010582010582,0.037037037037037,0.0476190476190476
"CTCF",0.44973544973545,0.798941798941799,0.534391534391534,0.534391534391534
"CTCFL",0.55026455026455,0.0634920634920635,0.0846560846560847,0.0899470899470899
"DUX4",0.619047619047619,0.380952380952381,0.513227513227513,0.243386243386243
"E2F1",0.608465608465608,0.142857142857143,0.343915343915344,0.238095238095238
"E2F2",0.206349206349206,0.0158730158730159,0.0264550264550265,0.148148148148148
"E2F3",0.301587301587302,0.931216931216931,0.486772486772487,0.841269841269841
"E2F4",0.132275132275132,0.343915343915344,0.825396825396825,0.301587301587302
"E2F6",0.883597883597884,0.560846560846561,0.259259259259259,0.677248677248677
"E2F7",0.402116402116402,0.0476190476190476,0.291005291005291,0.201058201058201
"E2F8",0.513227513227513,0.883597883597884,0.873015873015873,0.513227513227513
"EBF1",0.878306878306878,0.396825396825397,0.624338624338624,0.317460317460317
"EGR1",0.687830687830688,0.894179894179894,0.46031746031746,0.211640211640212
"EGR2",0.793650793650794,0.35978835978836,0.227513227513228,0.455026455026455
"EHF",0.931216931216931,0.978835978835979,0.978835978835979,0.968253968253968
"ELF1",0.46031746031746,0.46031746031746,0.248677248677249,0.0423280423280423
