"","P1_2020Oct","P2_2021Mar"
"AHR",0.310332564065442,-0.34774661445366
"CEBPD",-0.407976468321422,-0.342608214947685
"CLOCK",-0.366435321702695,-0.330504027379032
"EGR2",-0.410014358542802,0.317247921611271
"ELF3",0.457696187625362,0.331233776604646
"FOXP2",-0.413297042533426,-0.41926806954915
"GLIS1",-0.339118888934083,-0.45334313669558
"HOXA1",0.331642623040922,-0.367709175914666
"IRF3",0.318568161661121,0.305300539661345
"KLF1",0.458712131424975,-0.3726545838899
"KLF4",0.462183898013459,0.399444220750864
"KLF9",-0.390273234932898,-0.365743074695244
"KMT2A",-0.542338412295161,-0.401880738826467
"LHX2",-0.300590308309038,0.440050845015804
"MAFK",-0.301994921893141,0.300107861287349
"MEF2C",-0.432665253241995,-0.365338998677755
"MITF",0.306951587137041,0.305415128382723
"NFYA",0.465686428040484,-0.384402943323749
"RARA",-0.36268068154519,0.344809524595198
"RXRA",0.389362337020985,-0.477684193510269
"TBP",-0.309769067910708,0.34719176380278
"TFAP2A",0.395325942131267,0.384740678502546
"TFDP1",0.32564750416433,-0.356557884029046
"YY1",0.327242701001831,0.36047802449722
"ZBTB7B",0.401886057818131,-0.318876287651897
"ZEB1",-0.359696628006741,-0.396115116845584
