"","P1_2020Oct","P2_2021Mar"
"ARNTL",0.354142890351106,-0.362276242818388
"BARX2",0.304404011599949,0.468297137446307
"CEBPD",-0.386825305167506,-0.358966104559134
"E2F6",-0.322489032451572,0.303917721486289
"FOSL1",0.315844359425451,-0.330236033875442
"GATA1",-0.314979590242608,-0.450208950237267
"GLI2",-0.337828730458616,0.352279504687525
"KLF1",0.398302467667169,-0.360485512284693
"KLF4",0.406001993805984,0.305750657790138
"KMT2A",-0.382619416474582,-0.37052445618571
"MEF2C",-0.434863195708448,-0.478504904427942
"NFYA",0.348708593653014,-0.42069505810785
"RARA",-0.340777660990901,0.406417449004182
"TFAP2A",0.325642321991444,0.488393113435551
"USF2",0.391744196427344,-0.415389189859865
"VDR",-0.399832154944552,-0.412507138697892
"VEZF1",0.415223694023375,0.312594021950892
