"","ND251_34","ND251_MPP"
"AR",0.382419102613498,0.350136600831335
"ARNT",0.361425596775397,-0.30446404133565
"ARNTL",0.349452931346334,0.347847185315132
"ASCL1",0.350752724405597,0.323402156910416
"ASCL2",-0.370684281814006,-0.345991873632162
"ATF1",-0.359475325883703,-0.345908080430115
"ATF2",-0.365038516052662,-0.351853225590479
"ATF3",0.387669184737815,0.344295388949214
"BACH1",0.394694259662392,0.338042506919602
"BACH2",0.360490494735492,0.351889311713988
"BATF",-0.415133630958327,-0.307058594296951
"BHLHE40",0.36537836402607,0.319403565405116
"CDX2",0.36486180000167,0.34169201105214
"CEBPD",-0.370917506616067,-0.346128441697647
"CLOCK",0.39020008534137,0.31431398029287
"DUX4",-0.39553271246319,-0.336436303077128
"E2F1",0.384915125049093,0.351893746025775
"E2F2",0.385511908859798,0.347514568243294
"E2F3",-0.395192099617677,-0.339282825429882
"E2F7",0.37275739116566,0.352159782889105
"E2F8",-0.369572922646373,-0.347792073154349
"EBF1",0.349811656363278,0.322402230524361
"EGR1",-0.377158740608097,-0.334104772520898
"EHF",-0.387904918320379,-0.326418144242701
"ELK3",0.383550470835381,0.341732160141129
"ELK4",0.348848927142964,0.324144958744517
"EPAS1",0.383404472048101,0.321965134076769
"ESR1",0.35850366295721,0.350920687637248
"ESR2",-0.382643607873569,-0.349709050168231
"ESRRA",0.375016395033557,0.348983155513062
"ETS2",-0.389651916801618,-0.35193723723153
"ETV1",0.353909137416096,0.335923386451146
"ETV4",0.364084322805032,0.343214945946176
"ETV5",-0.32915714184183,0.351706521955195
"FOXG1",0.349031272652643,-0.318505846629169
"FOXH1",-0.324069212603636,-0.348408376961063
"FOXO3",0.391264053033417,0.351102800235128
"GATA2",-0.39098900502469,-0.348760172977479
"GATA3",0.32251719531924,0.329758950374372
"GATA4",0.345060454420308,0.338057295240192
"GATA6",0.327647620851552,0.352200434387804
"GLI2",0.349406824855884,0.340596932635814
"GMEB1",0.416628344024665,0.329418862688587
"GMEB2",0.388383146954908,0.349854421325588
"GRHL2",0.390678558734973,0.346048449334274
"GTF2I",-0.390390171356745,-0.33477538026408
"HEY1",0.353704121097244,0.340496647288943
"HINFP",0.349509256528099,-0.352270880966689
"HNF4G",-0.403740279661105,-0.351537297258569
"HOXA4",-0.387485584837885,-0.352042699582803
"HOXA6",-0.377991808709281,-0.34603704681825
"HOXB13",0.402181439717538,0.311087024570238
"IRF2",-0.352328942243375,-0.350420112815008
"IRF3",-0.376180499781507,-0.344786134016261
"JUND",-0.38182911086708,-0.312343922600944
"KLF1",0.385177506775772,0.32416186592345
"KLF10",-0.359911914880871,-0.343936624728562
"KLF3",-0.317398151083841,-0.315827849968228
"LHX2",-0.386263563974193,0.350174172340074
"MAF",-0.360594425557033,-0.329603574710617
"MAFF",0.38283476470989,0.351892653830754
"MAFK",0.349368887199507,0.335950232604774
"MAX",0.399326019177547,0.350017901076402
"MBD2",-0.376439087742548,-0.336059080760613
"MECOM",0.362573027311472,0.319100612350061
"MEF2C",-0.372355955690408,-0.352218848795866
"MEIS1",0.36419057883777,0.352195060788298
"MITF",0.379833712521229,0.343849598629252
"MNT",0.359456357055515,0.341269003920325
"MXI1",0.349147257858548,0.350736150366421
"MYOD1",0.353546006735831,0.307766358514763
"MZF1",-0.36389910137624,-0.301431714765843
"NANOG",-0.383628181841184,-0.348290310679243
"NFATC1",-0.351093673794836,-0.34756321460955
"NFE2",0.387656028937621,0.350487523091733
"NFYA",-0.421755220550412,0.338168546225079
"NR2C2",0.409767502438336,-0.318385552269505
"NR3C1",-0.365344250730216,-0.323248004505086
"NR5A2",-0.34977399406086,-0.350388329939883
"ONECUT1",-0.411544973424213,-0.322770955563609
"PAX6",-0.349192966615505,0.343646253760154
"POU2F2",-0.348790888647686,0.348288606855009
"PPARG",-0.367299539182914,-0.338698260810492
"PRDM1",-0.365784970036747,-0.337597415604452
"PRDM14",-0.366791908864693,-0.34674417756295
"RARA",-0.378019344105037,-0.308906413522073
"RARG",0.380194793344254,0.327620760180841
"RBPJ",-0.359268290302496,-0.351145592436069
"RELA",-0.39086264815305,-0.308779806275185
"RFX5",-0.348905558273571,-0.349725913659362
"RUNX2",0.384060059226189,0.337363991684464
