"","ND251_34","ND251_MPP"
"AR",-0.529789091412404,-0.476446595923011
"ARNT",-0.520160636603664,0.452532658269435
"ARNTL",-0.49834336350917,-0.47422039665465
"ASCL1",-0.50326078745786,-0.443082397158371
"ASCL2",0.527283951701325,0.475253438393757
"ATF1",0.517956091629598,0.471863133983714
"ATF2",0.523288259828155,0.477140358200648
"ATF3",-0.48854978811054,-0.469887637160581
"BACH2",-0.519141092683438,-0.477138130122804
"BARX2",0.33672900853637,0.350039919728035
"BATF",0.401613231528652,0.454061862362894
"BCL11A",-0.454119223307256,-0.353358838271475
"BHLHE40",-0.523589374678199,-0.422713921139588
"CDX2",-0.52323566722226,-0.467290135272722
"CEBPD",0.527343642320349,0.472217092546271
"CLOCK",-0.501685487466607,-0.458369981937279
"CTCFL",-0.506648436602948,0.369368888213184
"DUX4",0.433617744396448,0.460807761225198
"E2F1",-0.528988300914025,-0.477140270825046
"E2F2",-0.481862205353291,-0.475998053271594
"E2F3",0.434255249997988,0.364582256155993
"E2F7",-0.528044632306552,-0.477374240842545
"E2F8",0.448333363571277,0.476189471371056
"EBF1",-0.500285098428179,-0.441589934505433
"EGR1",0.529162783538472,0.457691313794838
"EHF",0.489447380822447,0.464346254655754
"ELK3",-0.529308996489941,-0.46735870327617
"ELK4",-0.489698197682909,-0.414688668716935
"EPAS1",-0.475121173333389,-0.462398019020358
"ESR1",-0.516876642926158,-0.47693343093188
"ESR2",0.473603758862994,0.476028481824892
"ESRRA",-0.528669624600465,-0.476531699759084
"ETS2",0.496494055735251,0.477348443196138
"ETV1",-0.509884518691837,-0.390151044018299
"ETV4",-0.522621077188965,-0.468638799529133
"ETV5",0.38984028950348,-0.477320701442593
"ETV7",0.317664234791505,0.47087347423086
"FOXA2",-0.309464591668591,-0.360285276970828
"FOXG1",-0.49319822183757,0.424663838755317
"FOXH1",0.382963752741569,0.47477029500406
"FOXO3",-0.511840296662682,-0.476889524692017
"GATA1",-0.430990622882165,-0.444050890171708
"GATA2",0.514821095038021,0.476622024287359
"GATA3",-0.381028871076615,-0.451789921967034
"GATA4",-0.411651780164865,-0.462680853843118
"GATA6",-0.387905101889684,-0.477199249356206
"GLI2",-0.497508214955862,-0.465675106494476
"GLIS1",-0.387418765610848,-0.348675025453605
"GMEB1",-0.327304805174378,-0.405385613650865
"GMEB2",-0.524211062724622,-0.476176670845405
"GRHL2",-0.518916618018251,-0.475276418177009
"GTF2B",0.326527511547045,0.414410486644967
"GTF2I",0.502571515312296,0.458459279802234
"HEY1",-0.509394511026901,-0.473144038460992
"HIF1A",0.529123530302076,0.411257865715496
"HINFP",-0.498154776643119,0.477117727919803
"HNF4G",0.422335758477621,0.477362707263119
"HOXA4",0.4880408422123,0.477275746695509
"HOXA6",0.529530839995089,0.47527545704539
"HOXC6",0.379195044314089,0.444058164190551
"HSF1",-0.347211856080563,-0.474730517261378
"IKZF1",-0.511256821626594,-0.411898503627289
"IRF2",0.507434602746692,0.476881617200062
"IRF3",0.528911018236601,0.470544090056285
"JUND",0.471578255151115,0.457059894009026
"KLF1",-0.480452025951927,-0.463213692106292
"KLF10",0.47095463962699,0.469362400574757
"KLF3",0.374934492528622,0.458957233356422
"KLF5",-0.307405433584121,-0.42723608909428
"LHX2",0.483256230655811,-0.476436460353211
"MAF",0.519197754408929,0.451464076504329
"MAFF",-0.529754916926782,-0.477232495772659
"MAFK",-0.497322320439619,-0.390022099474064
"MAX",-0.428768363470161,-0.476588756027005
"MBD2",0.52919157332448,0.470671920561598
"MECOM",-0.468515431891306,-0.435987432767205
"MEF2C",0.453037021064241,0.477233740874984
"MEIS1",-0.52264647094283,-0.477228694933984
"MITF",-0.529867781454501,-0.474295343077024
"MNT",-0.517954806644462,-0.466668719993307
"MXI1",-0.484119985425821,-0.476892517306376
"MYB",0.314188411190226,0.391305778126698
"MYBL2",-0.416323251839678,-0.3002849099933
"MYOD1",-0.423919563846674,-0.454508395375472
"MZF1",0.522441148675136,0.449782161702968
"NANOG",0.475911041458118,0.474662517199341
"NFAT5",-0.485643794227008,-0.385336102266152
"NFATC1",0.504398458225883,0.473661629681667
"NFE2",-0.525794256195992,-0.476899004944804
