"","ND251_34","ND251_MPP"
"BACH1",0.471794255033386,0.617005236201372
"BATF",-0.412075641690217,-0.413240658401372
"CEBPA",0.446398298337018,0.557459855825888
"CEBPB",0.347747480717804,-0.550976411427243
"DUX4",-0.377616195316272,-0.54068730085189
"E2F3",-0.377080142350653,-0.627480172837678
"E2F6",0.446586120330964,0.536076140846849
"ELF1",0.33106751700456,0.4707890257118
"ELK4",0.30618298439205,0.585277123734992
"FOXD2",0.345171238495903,-0.362508811283336
"FOXG1",0.302842512558359,-0.572242081968363
"FOXP3",0.381422321287097,-0.527927120884363
"GATA1",0.38041060965722,0.383501411225187
"GFI1B",-0.446398298337018,0.510629241948939
"GMEB1",0.463333912902423,0.596169693903608
"HNF4A",-0.472031426575506,-0.505465868141043
"HNF4G",-0.390293216168797,-0.514737140331988
"HOXA1",0.418647055672256,-0.519207625618264
"HOXB13",0.387968739248767,0.633885044726478
"JUNB",-0.350951193419236,0.52623188130374
"KLF10",-0.329344688481819,-0.530815343243037
"KLF9",-0.465703609061262,0.462448587649852
"MAX",0.383200618334847,0.509663544954856
"MECOM",0.333002398669514,0.561131793644168
"MEF2A",-0.352762655321431,0.464329893574333
"MXI1",0.310901878137333,0.511239800809841
"MYC",-0.471545488030165,0.330314506293992
"NFYA",-0.434565941046779,0.617563304169542
"NR2C2",0.468272447321193,-0.562751060139098
"NR2F2",0.362350143580262,0.598500700206228
"NR5A2",-0.313684268688801,-0.520280248504949
"NRF1",0.418105312058181,0.590740108481178
"ONECUT1",-0.404516655441914,-0.556058678832845
"PAX5",-0.385731060015139,-0.582423895304807
"PAX6",-0.31190750138526,0.494158591522775
"POU2F1",-0.438946057639599,-0.557282614417804
"POU2F2",-0.307735552384362,0.522953046317588
"RFX5",-0.308231495456828,-0.521381115554889
"RXRA",-0.453807767386361,-0.527927120884363
"SPIB",-0.300828328953625,-0.521042272971428
"STAT4",-0.436211364512559,-0.596169693903608
"TCF4",-0.467328656334183,0.504533395719513
"TCF7L2",0.341002134819233,0.616265426981629
"TFAP2A",0.32587033343498,0.528494516198017
"TFAP4",-0.315906803454762,-0.518811486483977
"THAP1",-0.44908881245131,0.528050123887681
"TP73",-0.462877834964036,-0.557282330447099
"USF2",0.360365178089914,0.539489927449853
"ZNF250",-0.392989849259924,-0.632582929821883
"ZNF263",0.35955086465273,0.403008494874438
"ZNF281",0.307681277059836,0.520345867581839
"ZNF384",-0.306482997826264,-0.416239170613313
