"","ND251_34","ND251_MPP"
"AR",-0.826322051602372,-0.864440380022705
"ARNT",-0.850980763374791,0.744663283920246
"ARNTL",-0.85872998861289,-0.867049131519285
"ASCL1",-0.858072412767331,-0.857869843993047
"ASCL2",0.842848092453334,0.839756401191192
"ATF1",0.852461800527903,0.868227369664545
"ATF2",0.848243836821206,0.861262332793134
"ATF3",-0.722500667962809,-0.868421321656458
"BACH1",-0.736318051933164,-0.83173167302215
"BACH2",-0.851766898923651,-0.861243241224158
"BARX2",0.380808465531023,0.44885080332036
"BATF",0.825558801026874,0.750452638382747
"BCL11A",-0.644832189048971,-0.458897490288748
"BCL6",0.749342324721067,0.669322535456473
"BHLHE40",-0.848012753661037,-0.84849367739224
"CDX2",-0.848345381241781,-0.868253079935351
"CEBPA",-0.562539232202413,-0.85648930948591
"CEBPD",0.8425655181031,0.868183594488085
"CLOCK",-0.752886130154982,-0.766860028873268
"CTCFL",-0.76395110656036,0.50038864667644
"DUX4",0.842206364757777,0.866462666480557
"E2F1",-0.819475803775794,-0.861245054267894
"E2F2",-0.707742797252934,-0.843609184661126
"E2F3",0.84251252776371,0.821947724488126
"E2F6",-0.563277578542192,-0.867921620590235
"E2F7",-0.840643027366237,-0.858762036262185
"E2F8",0.631254515996122,0.844304672606897
"EBF1",-0.858651084406604,-0.857078767138997
"EGR1",0.835749681591392,0.865295459505013
"EHF",0.724418630656814,0.793616972011629
"ELK3",-0.823625081967519,-0.868276671347814
"ELK4",-0.859148985551658,-0.845880469739972
"EPAS1",-0.692724013370821,-0.78457648062872
"ESR1",-0.853036800781075,-0.863137413205992
"ESR2",0.689105617609289,0.865095282001478
"ESRRA",-0.838209449089241,-0.847273018392346
"ETS2",0.740635724367384,0.856767600777381
"ETV1",-0.856138326569365,-0.835567330874147
"ETV4",-0.848952414338684,-0.868399215629223
"ETV5",0.501026228902418,-0.855641285583441
"ETV7",0.336510622253134,0.817794500011686
"FOXA2",-0.315655160532428,-0.478073420407489
"FOXG1",-0.859190869948092,0.849307166088131
"FOXH1",0.486257802957503,0.866629553879837
"FOXM1",-0.317314657644929,0.532720895896995
"FOXO3",-0.774678927342137,-0.862903858222601
"FOXP3",-0.336302607635633,0.868175883591233
"GATA1",-0.841009401104224,-0.717766299536232
"GATA2",0.780780556877679,0.846977798078043
"GATA3",-0.482534374958601,-0.862654815913806
"GATA4",-0.548241661524941,-0.867240287491942
"GATA6",-0.496700418229007,-0.860013342254382
"GFI1B",0.562539232202413,-0.850854784589652
"GLI2",-0.858910376049982,-0.867981625784715
"GLIS1",-0.495529490821887,-0.445269976410772
"GMEB1",-0.77782759984694,-0.842126398856079
"GMEB2",-0.805667598270691,-0.864838572483632
"GRHL2",-0.790924168346147,-0.839904087801995
"GTF2B",0.357190775287521,0.62127892978868
"GTF2I",0.755223609900786,0.865634564215279
"HEY1",-0.856248559937046,-0.827611105176851
"HIF1A",0.821504825899353,0.613425982052614
"HINFP",-0.8588243126408,0.859804580097979
"HNF4A",0.728882424257852,0.479900160268697
"HNF4G",0.836591102095955,0.855221402129387
"HOXA1",-0.454919065364226,0.860973010331946
"HOXA4",0.721518235637086,0.860603564443984
"HOXA6",0.83458453661738,0.839843951544113
"HOXB13",-0.837653172905183,-0.751667050027119
"HOXC6",0.478169892351594,0.717812455697839
"HSF1",-0.404667182272051,-0.836236147417494
"IKZF1",-0.855619100790043,-0.615126573388843
"IRF2",0.857017715325189,0.863807234568759
"IRF3",0.83696998914157,0.868280188215784
"JUN",0.817014261774663,0.303810449990902
"JUND",0.684110849793407,0.762229056450537
"KLF1",-0.704752055540239,-0.788869637131311
"KLF10",0.856105865397256,0.868393383307809
"KLF3",0.468509588268428,0.770520564175523
"KLF5",-0.310408719199327,-0.662265950798362
"KLF9",0.773227628416443,-0.407482693623787
"LHX2",0.711191452597067,-0.864412965927666
"MAF",0.851746828679632,0.862467482623723
"MAFF",-0.825512052043856,-0.860898719226586
"MAFK",-0.858910529024403,-0.835513616722991
"MAX",-0.839904466862268,-0.849838802936781
"MBD2",0.836487385438604,0.816852481805669
"MECOM",-0.855303239205827,-0.854257103144932
"MEF2C",0.642143602412382,0.858872020300847
"MEIS1",-0.848902024564449,-0.860078677360567
"MITF",-0.83155821305439,-0.834921537801853
"MNT",-0.852458526875296,-0.86819200438975
"MXI1",-0.858608220973876,-0.851325149297599
"MYB",0.327671546050976,0.836079046085606
"MYBL2",-0.559230150719884,-0.322354676353126
"MYC",0.742800618371561,-0.658727653962909
"MYOD1",-0.575774487311583,-0.752050847357663
"MZF1",0.849166272579063,0.737030959578518
"NANOG",0.69451418123363,0.86668768049888
"NFAT5",-0.716357521169442,-0.541528793428131
"NFATC1",0.857816058232834,0.867421482646004
"NFE2",-0.810124905756284,-0.863702602285702
"NFIC",0.810442205300056,0.412253947575076
"NFYA",0.81137694020135,-0.831398575384502
"NFYB",0.776066680693401,0.31120823637372
"NR2C2",-0.763655039866205,0.853315172314516
"NR3C1",0.848021809746753,0.846738301553735
"NR5A2",0.858173590049295,0.86374369066241
"NRF1",-0.82196940921554,-0.641350110322619
"ONECUT1",0.829691894524871,0.857417740785861
"PAX5",0.349022644895306,0.624062061142388
"PAX6",0.858449739473853,-0.834052565598871
"PGR",0.839558683481329,0.439737331466117
"POU2F1",0.528862800699142,0.856593767017764
"POU2F2",0.858986496121808,-0.866680865201946
"PPARG",0.846000619913543,0.867507875272202
"PRDM1",0.84751834033278,0.866989606890615
"PRDM14",0.846506200374524,0.867807770181197
"RARA",0.834260903932584,0.754755821235635
"RARG",-0.830881607190875,-0.796898603017036
"RBPJ",0.852616610641825,0.862712877001147
"RELA",0.782973812339486,0.754474297046901
"RFX5",0.858908203813206,0.865086369690103
"RUNX2",-0.822324646415688,-0.819497297581858
"RXRA",0.792811260802021,0.868175883591233
"RXRG",0.842631909001758,0.865256511830547
"SETDB1",0.369392290450208,0.860687248426529
"SIX5",0.858719188618776,0.568854529889773
"SMAD3",-0.461878820211091,-0.862229711767549
"SP1",0.804336659619339,0.861756419976946
"SP2",-0.674799113225639,-0.842290686831208
"SP4",0.8589486196552,0.853818870814517
"SPDEF",-0.764963062949311,-0.858106675561503
"SPIB",0.859141030881772,0.864572819591008
"SREBF1",0.851850606526752,0.842355869030089
"SRF",0.851642806073439,0.868228986113177
"STAT1",0.849830487514488,0.867716287926199
"STAT2",0.855902470607265,0.867005006840417
"STAT3",0.834260903932584,0.864773608723755
"STAT4",0.810026573798547,0.842126398856079
"STAT5A",0.786143870668327,0.862282333723684
"STAT5B",0.842803638086629,0.81730832031983
"TAL1",-0.449234138151138,-0.457671850879556
"TBX21",0.848620826984002,0.863160130862439
"TCF12",0.854854412254989,0.855070133118914
"TCF21",-0.858707440183254,-0.860260396768239
"TCF4",0.67127733610833,-0.478229975641867
"TEAD4",0.825970546978093,0.866339030004126
"TFAP2A",-0.856708033907576,-0.868165769865335
"TFAP4",0.858073514183161,0.860352730935354
"TFDP1",-0.825909571373933,-0.865040147996794
"THAP1",0.576603639267592,-0.868151702393458
"TP63",-0.858914781713303,-0.86760492772181
"TP73",0.644380730938095,0.575515849169615
