"","ND251_34","ND251_LMPP"
"AHR",0.71463688176768,0.363283511856157
"AR",0.600312190514918,-0.301513615457827
"ARNT",0.629595136124247,-0.368947046475615
"BARX2",-0.730597949774055,-0.390886421337128
"BCL11A",-0.392571702159755,0.393655889039522
"BHLHE40",-0.673118166733346,-0.320805765663456
"CEBPD",0.638874277731503,-0.344949210082293
"CLOCK",-0.558119248906349,0.328137347369372
"CUX1",-0.559774645670324,-0.354586345265599
"DUX4",0.68886148841419,0.308210141333855
"E2F1",0.742852083346997,0.317714544289887
"E2F4",0.732725567484964,0.371749605886876
"E2F6",-0.494999048999482,-0.373115559817242
"E2F8",-0.392440529674495,-0.361481696656656
"EGR2",0.697998963737366,0.365193084144039
"EHF",-0.645369939201553,-0.375136066884239
"ELF1",0.723803215037614,0.367167737584375
"ELK1",0.660585947491654,0.391718884352854
"ELK4",0.628983872342937,-0.391885380609918
"EPAS1",-0.690002689035948,-0.376097407852678
"ESR2",-0.645524722734159,-0.390348262542173
"ESRRA",0.745827075312682,0.330258328048093
"ETS2",-0.511529405591883,-0.313113574521765
"ETV1",-0.351338943143286,-0.390014721940338
"ETV4",0.517723370345836,-0.314169426516648
"ETV6",0.715877773478235,0.325545269471737
"FOXA1",0.663886247220783,0.338095124214792
"FOXM1",-0.455851932498639,0.36876644913979
"FOXO3",0.732861986869634,-0.34512617725053
"FOXP2",-0.390785132910521,-0.355482974127307
"FOXP3",-0.702367007496508,0.366349235580551
"GATA1",-0.612345954312623,-0.339475301630174
"GATA4",-0.375529772874842,0.319656637057446
"GLI2",0.733061369047229,0.392159426291018
"GLIS1",0.344058870211384,-0.36447569153368
"GRHL2",-0.306055577782004,0.338013356227566
"HES1",-0.633252225013281,-0.394345907713783
"HEY1",0.738623082422231,0.338061871124544
"HIF1A",-0.613109378176834,0.318937976537522
"HINFP",-0.585801890195513,-0.390334875195405
"HNF1B",-0.656480248703032,-0.392581040933656
"HNF4A",-0.721245351575054,0.357367177262131
"HNF4G",-0.652437512707335,-0.316538467429233
"HOXB13",0.653353096654446,-0.393678641378265
"HOXC6",-0.735823861586794,-0.382114208750592
"HSF1",0.743959179122587,0.389455941040865
"HSF2",0.644331053118298,0.346013333329679
"IKZF1",-0.506332351725902,-0.379600263800704
"IRF1",0.655779787631746,-0.346063283607467
"IRF3",0.693515488191197,0.382779418539231
"IRF4",-0.649029651540293,0.352171254632749
"JUNB",0.661446438994956,-0.387727829022456
"KLF1",0.66730197873694,0.341456008394755
"KLF3",-0.671801194981341,-0.341658545681542
"KLF5",-0.575596670842324,0.367463958894153
"KLF9",0.712472535760899,0.333273112500879
"KMT2A",-0.737872775806547,-0.374316937624483
"LHX2",-0.741278013523883,-0.34128226276427
"MAF",0.523707459123374,0.354052938391075
"MAFK",0.58272196024162,0.360367679767211
"MAX",-0.587271022030419,-0.302287888610552
"MEF2A",-0.680949164103338,0.325132345064207
"MEF2C",0.710276708357655,0.32115911050115
"MEIS1",0.684139278944849,-0.308520974661936
"MYBL2",0.421998937502869,-0.348909789909151
"MYC",-0.744247758590158,-0.340327283267165
"MZF1",-0.695742796990903,0.348692887852516
"NFATC1",0.573930780279529,-0.369469779037527
"NFYA",0.347385404437565,-0.300369818527246
"NR2C2",-0.687245443395793,0.385420919332482
"NR2F2",0.712858182867562,0.385493477010263
"ONECUT1",0.4745859868434,0.387289293085304
"PAX5",-0.545038728676273,-0.367108259106272
"PBX1",0.705704035521509,0.38891444560974
"POU2F2",-0.663518964262056,0.343488826120667
"PPARG",-0.719770972840737,-0.364853245405449
"PRDM14",-0.710594145771983,0.365208687592107
"RARA",-0.610457070524887,-0.386647710139796
"RBPJ",0.712734880731418,0.365551260070388
"RELA",0.498480366758269,-0.382037466118664
"REST",-0.462877530809137,-0.387827378192912
"RFX2",0.577842343789967,0.389112935573295
"RXRA",0.668070649500561,0.383229399765705
"SOX17",0.538335814679513,0.356759651268843
"SP2",0.457937575014265,-0.391656966884449
"SREBF1",-0.745045287300536,-0.371001496614386
"STAT3",-0.559013845255819,-0.382284083054897
"TAL1",0.529232444202504,0.389395575269661
"TBP",-0.666895344032636,-0.368267647305194
"TBX21",0.685141436732231,-0.376958293478983
"TCF3",-0.693261013569794,-0.334409941409729
"TCF4",0.356635688098065,-0.325677710603539
"TEAD4",0.718199526467328,0.306140117587346
"TFAP2A",0.593583042021106,0.317663790150127
"TFAP2C",0.685870755750274,-0.376576219101594
"TFAP4",-0.414640161079812,-0.352601376814593
"TFDP1",-0.598869293177063,0.376819935435877
"TP63",0.680752405375449,0.330946718292875
"TP73",-0.501654740901549,-0.345838120651095
"USF1",-0.733168930485142,0.376184162220077
"USF2",-0.662776527995488,-0.389539541467996
"VDR",0.638646037607152,0.350888706862871
"VEZF1",-0.708437670114317,0.339939632401837
"XBP1",-0.563528802198451,0.363630104253285
"ZBTB33",-0.487472371795292,-0.323615404540949
"ZFX",-0.697125354985538,-0.375165495540256
"ZNF143",0.40480222468535,0.341834582927634
"ZNF76",-0.726500121334549,0.38546231944202
