"","ND251_34","ND251_LMPP"
"AHR",0.608468495648353,-0.5368346223595
"ARNT",0.793815217320015,0.505925367079459
"ATF2",0.810941096995494,-0.379947202102075
"BACH2",0.8094273665156,0.553552516043821
"BATF",0.363175948213103,-0.489913823865133
"BCL11A",-0.946006781617488,-0.329923896499239
"CEBPA",0.78497156836382,0.389457747903344
"E2F1",0.335894694728834,-0.582796377590898
"E2F3",-0.916094208078914,0.59631700954577
"E2F6",-0.876627030714037,0.513621381437408
"E2F8",-0.96144053623312,0.367304134082472
"EBF1",-0.721350289563261,0.603478543386273
"EGR2",0.321418499255596,-0.525049182498256
"ELF1",0.491326219412216,-0.515538363262119
"ELK3",0.731337762590919,-0.594972318373553
"ESR1",-0.508465216336221,-0.540514228676625
"ETV1",-0.948756156908527,0.424104830421815
"ETV4",0.8886896524585,0.573756608681728
"ETV6",0.610331144939038,-0.468487798303967
"ETV7",0.558281902788071,-0.556258591312889
"FOSL2",-0.558840697575277,0.494449904311499
"FOXD2",-0.883413895101364,0.582401539468755
"FOXK1",0.856746528848109,-0.564269826136531
"FOXM1",0.345013805904074,-0.342856136811705
"FOXP2",-0.960430508096622,0.487257943686363
"FOXP3",-0.631901148415108,-0.516961614281509
"GATA3",0.923618261833398,0.409427962990317
"GLI2",0.538710967987355,-0.396686680698321
"GLIS1",0.900214467013399,0.533462632704594
"GMEB1",-0.303458362573866,-0.586491385172626
"GMEB2",-0.669912311193604,-0.313259489476396
"GRHL2",-0.84073299184763,-0.486468160260481
"GTF2I",-0.537060818122791,-0.530633330267087
"HOXA1",0.649244774416118,-0.37461395487941
"HOXA4",-0.91846843006211,-0.50613310876353
"HOXC6",-0.30786313462888,0.416348126920914
"HSF1",0.369246610830912,-0.435862510858607
"IKZF1",-0.930885217516774,0.492162493755226
"KLF10",-0.755586308215989,-0.547161960130943
"KLF4",-0.891672514773301,0.410553477541908
"LHX2",-0.422497392946855,0.563823610881599
"MAFF",-0.928749729456749,0.381492950724266
"MAFK",0.74081628637577,-0.52107041164036
"MEF2C",0.626840513933797,-0.576655313638776
"MEIS1",0.74309606416958,0.584685744320921
"MYB",0.837750129532829,0.591147702055502
"MYBL2",-0.356042788464692,0.543837665068413
"MYC",-0.409393261669432,0.555911464834738
"NANOG",-0.361255583028904,-0.585850036077873
"NFAT5",-0.300068865554761,0.335779979202507
"NFATC1",0.893160010756144,0.524712333273622
"NFE2",-0.952814633602456,0.579240583069102
"NFIC",-0.325912468600586,0.546900592936508
"NFYB",0.392445776573906,-0.428570114378901
"NRF1",-0.605679768611736,0.499803830883397
"ONECUT1",-0.317832243508602,-0.331947590391767
"PGR",0.827513428783178,-0.492521765856992
"PPARG",-0.600760800414505,0.534143942874158
"RBPJ",0.619190534593464,-0.455316970540194
"RFX5",-0.929389851184816,-0.390514253949558
"RUNX1",0.741131100340393,-0.563787113721105
"RXRG",-0.367882416984213,0.449575390667022
"SETDB1",-0.896649198864046,-0.528824572623281
"SMAD3",0.33970919060018,0.414329703805181
"SP1",-0.557998570219911,0.468406663053551
"SP2",0.923996038590945,0.414357703779238
"SP4",-0.55840258147451,-0.305716621785896
"SREBF1",-0.486929317706318,0.520126999838832
"STAT2",-0.640306681270537,-0.393272187450625
"STAT4",-0.630883249929495,0.475681443385326
"STAT5A",0.722806304149642,-0.567615056931545
"TBX21",0.699029979471506,0.501688194790615
"TCF21",-0.429063887558946,0.304460689155132
"TEAD4",0.534715454086351,-0.568438888783839
"TFAP4",-0.926315168130333,0.523874347969742
"TFDP1",-0.861020128417863,-0.37150310770298
"THAP1",0.706081812279056,0.349625876852792
"TP73",-0.934969928707754,0.560169904144636
"USF1",-0.34890438181687,-0.305118737873369
"USF2",-0.741889277305193,0.444923801954109
"VEZF1",-0.628406713407796,-0.408754484385118
"XBP1",-0.673055203940422,-0.471746518935106
"ZBTB33",0.314440123039791,0.579174204166752
"ZEB1",0.678926484380636,-0.455175235058832
"ZFP42",-0.715534101566855,-0.457597517820387
"ZNF143",0.959066314249923,-0.535086648860515
"ZNF250",-0.347117812567636,0.490331122621562
"ZNF76",-0.584684300621102,-0.33452443510503
