"","Celltype","Sample Names","Num of Samples","Protein","Num of TFs","Correlated TFs"
"92","Bcell","P1_2020Oct, P3_2023Jan","2","CD1c","4","ETV1,KLF9,NR3C1,TCF7L2"
"93","Bcell","P1_2020Oct, P3_2023Jan","2","CD39","12","ETV6,ETV7,FOXM1,HOXA1,MAFF,NFATC1,RBPJ,RFX5,SPIB,SRF,XBP1,ZFX"
"94","Bcell","P1_2020Oct, P3_2023Jan","2","CD274","1","ETV7"
"95","Bcell","P1_2020Oct, P3_2023Jan","2","CD197","3","FOXP2,NR2C2,XBP1"
"96","Bcell","P1_2020Oct, P3_2023Jan","2","CD279","1","GATA4"
"97","Bcell","P1_2020Oct, P3_2023Jan","2","KLRG1","4","GLIS1,NANOG,POU2F2,TFDP1"
"98","Bcell","P1_2020Oct, P3_2023Jan","2","CD137","2","MXI1,ZNF143"
"99","Bcell","P1_2020Oct, P3_2023Jan","2","CD254","2","NR2F2,ZNF143"
"100","Bcell","P1_2020Oct, P3_2023Jan","2","CD28","1","ZNF143"
"101","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","21","ARNT,ASCL2,ATF2,BCL11A,CEBPD,E2F8,EHF,ESR2,FOS,FOXA2,MAX,MYC,NFIC,PAX5,PBX1,POU2F2,RBPJ,RFX2,STAT4,USF2,VEZF1"
"102","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","TCRVdelta2","2","ATF1,SMAD3"
"103","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","25","ATF2,EHF,ELK3,FOS,FOSL2,GATA1,GTF2I,HINFP,HNF4G,HOXB13,JUN,MXI1,MYB,POU2F1,PPARG,RELA,SIX5,SMAD3,SPIB,STAT4,TEAD4,TFAP2C,TFAP4,USF2,ZBTB7A"
"104","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD15","26","ATF2,BCL11A,BHLHE40,E2F2,ELK3,FOS,FOSL2,FOXM1,GATA1,GTF2I,HNF4A,HNF4G,JUN,MXI1,MYB,NFAT5,PPARG,RELA,RFX2,RFX5,SIX5,SMAD3,SP4,SPIB,TEAD4,TFAP4"
"105","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","17","ATF2,ELK3,FOSL2,GTF2I,HINFP,HNF4G,HOXB13,JUN,KLF3,MYB,PPARG,RELA,SIX5,SPIB,STAT4,TFAP2C,TFAP4"
"106","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD62L","25","ATF2,BCL11A,E2F2,ELF1,ELK3,FOS,FOSL2,GATA1,GTF2I,HNF4G,HOXB13,JUN,MXI1,MYB,NFAT5,POU2F1,PPARG,RFX2,RFX5,SIX5,SMAD3,SP4,TEAD4,TFAP4,ZNF143"
"107","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD66b","35","ATF2,BCL11A,CEBPD,EHF,ELF1,ELK3,FOS,FOSL2,FOXM1,GATA1,GRHL2,GTF2I,HNF1B,HNF4A,HNF4G,JUN,MEF2A,MXI1,MYB,NFAT5,NFIC,POU2F1,PPARG,RELA,RFX2,RXRG,SIX5,SMAD3,SP4,SPIB,STAT4,TEAD4,TFAP2C,TFAP4,ZBTB7A"
"108","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","18","ATF2,E2F2,ELK3,FOS,GATA1,GTF2I,HNF4G,JUN,MYB,NFAT5,POU2F1,PPARG,SIX5,SMAD3,SP4,TEAD4,TFAP4,ZNF143"
"109","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","7","ATF3,E2F7,ETS2,FOSL1,NANOG,SPIB,STAT2"
"110","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","6","E2F8,FOXM1,HEY1,HNF1B,HOXB13,NANOG"
"111","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD117","5","ELF1,ELK3,GTF2I,SP4,ZNF143"
"112","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD223","14","ELF1,ELK3,GTF2I,HNF4G,HOXB13,JUN,MYB,NFAT5,SIX5,SMAD3,SP4,TEAD4,TFAP4,ZNF143"
"113","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","5","ELK3,HINFP,JUN,KLF3,SIX5"
"114","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD194","8","ELK3,FOSL2,GTF2I,NFAT5,SIX5,TFAP4,ZBTB7A,ZNF143"
"115","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","5","ELK3,GTF2I,HNF4G,PPARG,TFAP4"
"116","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","4","ELK3,FOXA1,HNF4G,MYB"
"117","Malignant_epithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","4","HINFP,RELA,RUNX1,STAT4"
"118","M2_Macrophage","P1_2020Oct","1","CD14","131","AHR,AR,ARNT,ASCL2,ATF1,ATF2,ATF3,BACH1,BACH2,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF1,ELF2,ELF3,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXH1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA2,GATA3,GATA6,GFI1B,GLI2,GLIS1,GMEB2,GTF2B,HES1,HEY1,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF1,KLF3,KLF4,KMT2A,MAFB,MAFF,MAX,MBD2,MECOM,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2C2,NR2F2,NR3C1,NR5A2,PBX1,PBX3,POU2F2,PRDM1,RARG,RELA,RFX2,RFX3,RUNX1,RUNX3,RXRA,RXRG,SIX5,SNAI2,SP1,SP2,SPDEF,SPI1,SPIB,SREBF1,STAT2,STAT3,STAT5B,STAT6,TBP,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP4,TFDP1,THAP1,TP73,VDR,VEZF1,XBP1,YY1,ZBTB33,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF250,ZNF263,ZNF384,ZNF76"
"119","M2_Macrophage","P1_2020Oct","1","CD15","99","AHR,AR,ARID3A,ARNT,BACH1,BACH2,BCL6,BHLHE40,CUX1,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,EGR1,ELF1,ELF2,ELF3,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV7,FOS,FOSL2,FOXA1,FOXA2,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GATA6,GFI1B,GLIS1,GMEB2,HES1,HINFP,HNF4A,HOXA4,HSF2,IKZF1,IRF1,IRF2,JUNB,JUND,KLF10,KLF3,KLF9,MAFB,MAFF,MECOM,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFYA,NFYB,NR2F2,POU2F2,PPARG,RELA,RFX2,RUNX2,RXRG,SMAD3,SP1,SPIB,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF21,TCF7L2,TEAD4,TFAP4,TFDP1,THAP1,TP73,VDR,XBP1,ZBTB33,ZBTB7B,ZFX,ZKSCAN1,ZNF250,ZNF263,ZNF384"
"120","M2_Macrophage","P1_2020Oct","1","CD195","118","AHR,AR,ARNT,ASCL2,ATF1,ATF2,BACH2,BCL6,BHLHE40,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF1,ELF2,ELF3,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXH1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA2,GATA3,GATA6,GFI1B,GLI2,GLIS1,GMEB2,GTF2B,HES1,HIF1A,HNF4A,HNF4G,HOXA4,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF3,KMT2A,MAFB,MAFF,MAX,MBD2,MECOM,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2C2,NR2F2,NR3C1,NR5A2,PBX1,PBX3,POU2F2,PRDM1,RARG,RELA,RFX2,RFX3,RUNX2,RUNX3,RXRA,RXRG,SP1,SPDEF,SPI1,SPIB,SREBF1,STAT2,STAT3,STAT5B,STAT6,TBP,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP4,TFDP1,THAP1,TP73,VDR,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF250,ZNF263,ZNF384"
"121","M2_Macrophage","P1_2020Oct","1","CD273","61","AHR,AR,ARID3A,ARNT,ASCL2,BACH2,BCL6,CEBPB,E2F1,E2F2,E2F3,E2F6,E2F8,ELK1,ELK4,ETV1,ETV7,FOSL2,FOXM1,GFI1B,GMEB2,HOXB13,HSF2,IKZF1,JUNB,KLF10,KLF3,KLF9,MECOM,MEF2C,MYB,NANOG,NFATC1,NFE2,NFYA,NKX2-1,NR2F2,PBX3,POU2F2,RBPJ,RFX2,RUNX2,RUNX3,SPIB,SREBF1,STAT2,STAT3,TAL1,TBP,TCF12,TEAD4,THAP1,TP73,VDR,XBP1,ZBTB7A,ZBTB7B,ZFX,ZKSCAN1,ZNF250,ZNF263"
"122","M2_Macrophage","P1_2020Oct","1","CD274","82","AHR,AR,ARID3A,ARNT,ASCL2,ATF2,ATF3,BACH2,BARX2,BCL11A,BCL6,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF1,ELF2,ELK1,ELK4,ETV1,ETV7,FOS,FOSL2,FOXM1,FOXO3,FOXP2,GFI1B,GMEB2,GRHL2,HES1,HIF1A,HOXB13,HSF2,IKZF1,IRF2,JUNB,JUND,KLF10,KLF3,KLF9,MAX,MECOM,MEF2C,MITF,MXI1,MYB,MYC,NANOG,NFATC1,NFE2,NFYA,NFYB,NKX2-1,PBX3,POU2F2,RBPJ,REST,RFX2,RXRG,SP1,SPIB,SREBF1,STAT2,STAT3,TBP,TCF12,TCF3,TEAD4,TFDP1,THAP1,TP73,VDR,XBP1,ZBTB7A,ZBTB7B,ZFX,ZKSCAN1,ZNF250,ZNF263"
"123","M2_Macrophage","P1_2020Oct","1","CD28","113","AHR,AR,ARNT,ASCL2,BACH2,BCL6,BHLHE40,CUX1,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,ELF1,ELF2,ELF3,ELK1,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL2,FOXA1,FOXA2,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GATA6,GFI1B,GLIS1,GMEB2,HES1,HIF1A,HINFP,HNF1B,HNF4A,HNF4G,HOXA4,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF10,KLF3,KLF9,KMT2A,MAFB,MAFF,MBD2,MECOM,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFYA,NFYB,NR2F2,PBX3,POU2F2,PPARG,RELA,RFX2,RFX3,RUNX2,RUNX3,RXRG,SMAD3,SP1,SPI1,SPIB,SREBF1,STAT2,STAT5B,TAL1,TBP,TBX21,TCF12,TCF21,TCF7L2,TEAD4,TFAP4,TFDP1,THAP1,TP73,USF2,VDR,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZFX,ZKSCAN1,ZNF143,ZNF250,ZNF263,ZNF384,ZNF76"
"124","M2_Macrophage","P1_2020Oct","1","CD357","64","AHR,AR,ASCL2,BACH2,BCL6,E2F1,E2F2,E2F3,E2F6,E2F8,ELF3,ELK4,ESR1,ETV1,ETV7,FOS,FOSL2,FOXM1,FOXP1,FOXP2,FOXP3,GATA2,GFI1B,GLI2,GMEB2,HIF1A,HSF2,IKZF1,IRF1,JUNB,KLF3,KMT2A,MAX,MYB,NANOG,NFATC1,NFE2,NFYA,NFYB,NR3C1,PBX1,PBX3,POU2F2,RARG,RFX2,RFX3,RUNX2,RUNX3,RXRG,SP1,SPIB,SREBF1,STAT2,TBP,TCF12,TEAD4,TFAP4,TFDP1,THAP1,TP73,ZBTB7B,ZFX,ZKSCAN1,ZNF250"
"125","M2_Macrophage","P1_2020Oct","1","CD366","130","AHR,AR,ARNT,ASCL2,ATF1,BACH1,BACH2,BCL6,BHLHE40,CEBPB,CEBPD,CTCF,CUX1,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,ELF2,ELF3,ELK1,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXH1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GATA4,GATA6,GFI1B,GLI2,GLIS1,GMEB2,HES1,HEY1,HIF1A,HINFP,HNF4A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF1,KLF3,KLF9,KMT2A,MAFB,MAFF,MBD2,MECOM,MEF2A,MITF,MNT,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2F2,NR3C1,PAX5,PBX1,PBX3,POU2F2,PRDM1,RARG,RELA,RFX2,RFX3,RUNX2,RUNX3,RXRA,RXRG,SP1,SPDEF,SPI1,SPIB,SREBF1,STAT2,STAT3,STAT5A,STAT5B,STAT6,TAL1,TBP,TBX21,TCF12,TCF21,TCF7L2,TEAD4,TFAP2A,TFAP4,THAP1,TP73,VDR,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF143,ZNF250,ZNF263,ZNF281,ZNF384,ZNF76"
"126","M2_Macrophage","P1_2020Oct","1","CD38","111","AHR,AR,ARNT,ASCL2,ATF1,ATF2,BACH2,BCL6,BHLHE40,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,ELF1,ELF2,ELF3,ELK1,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA2,GATA3,GATA6,GFI1B,GLI2,GLIS1,GMEB1,GMEB2,HES1,HEY1,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF3,KMT2A,MAFB,MAFF,MBD2,MECOM,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2C2,NR2F2,NR3C1,PBX1,PBX3,POU2F2,PRDM1,RARG,RELA,RFX2,RFX3,RUNX1,RUNX3,RXRG,SP1,SPIB,STAT2,STAT3,STAT5B,STAT6,TAL1,TBP,TCF21,TCF7L2,TEAD4,TFAP4,THAP1,TP73,VDR,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF250,ZNF263,ZNF384"
"127","M2_Macrophage","P1_2020Oct","1","CD39","135","AHR,AR,ARNT,ASCL2,ATF1,ATF2,ATF3,BACH2,BARX2,BCL6,BHLHE40,CDX2,CEBPA,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,ELF2,ELF3,ELK1,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXH1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA2,GATA3,GATA6,GFI1B,GLI2,GLIS1,GMEB1,GMEB2,GTF2B,HES1,HEY1,HIF1A,HNF4A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF1,KLF10,KLF3,KLF4,KLF9,KMT2A,MAFB,MAFF,MBD2,MECOM,MEF2A,MEF2C,MEIS1,MITF,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2C2,NR2F2,NR3C1,NR5A2,PBX1,PBX3,POU2F2,PRDM1,RARG,RELA,RFX2,RFX3,RUNX1,RUNX3,RXRA,RXRG,SNAI2,SP1,SP2,SPDEF,SPI1,SPIB,SREBF1,STAT2,STAT3,STAT5B,STAT6,TBP,TCF12,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP4,TFDP1,THAP1,TP73,VDR,VEZF1,XBP1,ZBTB33,ZBTB7A,ZBTB7B,ZFX,ZKSCAN1,ZNF250,ZNF263,ZNF281,ZNF76"
"128","M2_Macrophage","P1_2020Oct","1","CD4","79","AHR,AR,ARNT,ASCL2,ATF3,BACH2,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF2,ELK1,ELK4,EPAS1,ETV1,ETV7,FOS,FOSL2,FOXM1,FOXP1,GATA2,GFI1B,GLI2,GMEB1,GMEB2,HES1,HIF1A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,KLF10,KLF3,MECOM,MEF2A,MEF2C,MITF,NANOG,NFATC1,NFE2,NFYA,NFYB,NR3C1,PBX1,PBX3,POU2F2,RARG,RFX2,RUNX1,RUNX3,RXRG,SPDEF,SPIB,SREBF1,STAT2,STAT3,TBP,TCF12,TEAD4,TFAP4,THAP1,TP73,VDR,XBP1,ZBTB7A,ZBTB7B,ZKSCAN1,ZNF250,ZNF263"
"129","M2_Macrophage","P1_2020Oct","1","CD40","99","AHR,AR,ARNT,ASCL2,ATF3,BACH2,BARX2,BCL11A,BCL6,CEBPA,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF1,ELF2,ELK1,ELK4,EPAS1,ETS2,ETV1,ETV5,ETV7,FOS,FOSL2,FOXA1,FOXM1,FOXO3,FOXP1,FOXP2,GATA2,GFI1B,GLI2,GLIS1,GMEB1,GMEB2,GTF2B,HES1,HIF1A,HNF4A,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF10,KLF3,KLF9,MECOM,MEF2A,MEF2C,MEIS1,MITF,MYC,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NKX2-1,PBX3,POU2F2,RARG,RELA,RFX2,RUNX1,RUNX3,RXRG,SPDEF,SPIB,SREBF1,STAT2,STAT3,TAL1,TBP,TCF12,TCF3,TEAD4,TFAP4,TFDP1,THAP1,TP73,VDR,XBP1,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZKSCAN1,ZNF250,ZNF263,ZNF281"
"130","M2_Macrophage","P1_2020Oct","1","CD95","74","AHR,AR,ARNT,ASCL2,BACH2,BCL6,E2F1,E2F2,E2F3,E2F8,ELF1,ELF3,ELK4,ESR1,ETS2,ETV1,ETV7,FOS,FOSL2,FOXA2,FOXH1,FOXM1,FOXP1,FOXP3,GATA2,GATA6,GFI1B,GLI2,HES1,HNF4G,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,KLF3,KMT2A,MEF2A,MEF2C,MITF,NANOG,NFAT5,NFATC1,NFYA,NFYB,NR2C2,NR3C1,POU2F2,RARG,RELA,RFX2,RUNX2,RUNX3,RXRG,SPDEF,SPI1,SPIB,SREBF1,STAT2,TBP,TCF21,TEAD4,TFAP4,THAP1,TP73,USF2,XBP1,ZBTB7A,ZBTB7B,ZFX,ZNF250,ZNF263,ZNF76"
"131","M2_Macrophage","P1_2020Oct","1","HLA.DR","58","AHR,ARNT,ASCL2,ATF3,BACH2,BCL11A,BCL6,CEBPA,CEBPB,CEBPD,E2F2,E2F6,E2F8,EBF1,ELK1,ELK4,ETV1,FOXM1,GFI1B,GMEB1,GMEB2,GTF2B,HOXA4,HOXB13,HSF2,KLF10,KLF9,MEF2C,MEIS1,NFATC1,NFE2,NKX2-1,PBX3,POU2F2,RARG,REST,RUNX1,RXRG,SNAI2,SPDEF,SPIB,STAT2,STAT3,TBP,TCF12,TCF3,TEAD4,TP73,USF1,VDR,XBP1,ZBTB7A,ZBTB7B,ZEB1,ZFX,ZKSCAN1,ZNF250,ZNF263"
"132","M2_Macrophage","P1_2020Oct","1","CD81","116","AHR,AR,ARNT,ASCL2,ATF1,ATF2,ATF3,BACH2,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,E2F1,E2F2,E2F3,E2F6,E2F8,ELF1,ELF2,ELF3,ELK1,ELK4,EPAS1,ETS2,ETV1,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA2,GATA3,GATA6,GFI1B,GLI2,GLIS1,GMEB1,GMEB2,GTF2B,HES1,HEY1,HIF1A,HNF4A,HNF4G,HOXA1,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,JUNB,JUND,KLF1,KLF3,KMT2A,MAFF,MAX,MECOM,MEF2A,MEF2C,MEIS1,MITF,NANOG,NFAT5,NFATC1,NFE2,NFYA,NFYB,NR2C2,NR2F2,NR3C1,PBX1,PBX3,POU2F2,RARG,RELA,RFX2,RFX3,RUNX1,RUNX3,RXRA,RXRG,SNAI2,SP1,SPDEF,SPIB,SREBF1,STAT2,STAT3,STAT5B,TBP,TCF3,TCF7L2,TEAD4,TFAP2A,TFAP4,TFDP1,THAP1,TP73,VDR,XBP1,YY1,ZBTB7A,ZBTB7B,ZEB1,ZKSCAN1,ZNF250,ZNF263"
"133","M2_Macrophage","P1_2020Oct","1","CD103","118","AR,ASCL2,ATF1,BACH1,BCL6,BHLHE40,CDX2,CEBPA,CEBPB,CTCF,E2F3,E2F4,E2F7,E2F8,EBF1,EHF,ELF2,ELF3,ELK1,ELK3,ELK4,EPAS1,ETS2,ETV1,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXD2,FOXP1,FOXP3,GATA1,GATA2,GATA3,GATA4,GATA6,GLIS1,GMEB1,GMEB2,GRHL2,GTF2I,HES1,HEY1,HINFP,HNF1B,HNF4A,HNF4G,HOXA4,HOXB13,HOXC6,HSF2,IRF1,IRF4,JUN,JUNB,JUND,KLF1,LHX2,MAFB,MAFF,MAFK,MAX,MBD2,MECOM,MEF2A,MITF,MNT,MYB,MYC,MZF1,NANOG,NFYA,NFYB,NR2F2,NRF1,PAX5,PAX6,PBX3,PGR,POU2F1,PRDM1,RBPJ,RELA,RFX3,RFX5,RUNX1,RUNX3,RXRG,SOX17,SPIB,SRF,STAT1,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF21,TCF4,TCF7L2,TFAP2C,TFAP4,THAP1,TP53,TP63,TP73,USF2,VDR,ZBTB33,ZBTB7A,ZNF143,ZNF250,ZNF263,ZNF281,ZNF384"
"134","M2_Macrophage","P1_2020Oct","1","CD117","94","AR,ASCL2,BACH1,BACH2,BCL6,CTCF,CUX1,E2F2,E2F3,E2F4,E2F7,E2F8,EGR2,ELF2,ELF3,ELK1,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV1,ETV5,ETV7,FOS,FOSL2,FOXA1,FOXA2,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GLIS1,GMEB2,HES1,HINFP,HNF1B,HNF4A,HSF2,IKZF1,IRF1,JUNB,JUND,KLF3,MAFB,MAFF,MBD2,MECOM,MEF2A,MNT,MZF1,NANOG,NFATC1,NFYA,NFYB,NR2F2,NRF1,PBX3,POU2F2,PPARG,PRDM1,RELA,RFX2,RFX5,RUNX2,RUNX3,SMAD3,SPI1,SPIB,STAT1,STAT2,STAT4,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF12,TCF21,TFAP4,THAP1,TP63,TP73,USF2,VDR,XBP1,ZBTB33,ZBTB7B,ZNF143,ZNF250,ZNF384"
"135","M2_Macrophage","P1_2020Oct","1","CD11b","99","AR,ARNT,ASCL2,ATF1,BACH2,BCL6,CEBPD,CTCF,E2F2,E2F3,E2F7,E2F8,EGR1,EHF,ELF3,ELK3,EPAS1,ESR1,ESR2,ESRRA,ETV4,ETV5,ETV6,ETV7,FOSL1,FOSL2,FOXA1,FOXA2,FOXH1,FOXK1,FOXM1,FOXP1,FOXP3,GATA1,GATA3,GATA4,GFI1B,GLI2,GRHL2,HES1,HEY1,HNF4A,HNF4G,HOXA4,HOXB13,HSF2,IKZF1,IRF1,JUN,KLF1,KLF3,KLF4,KLF5,KMT2A,LHX2,MAFB,MAFF,MBD2,MECOM,MEF2A,NANOG,NFAT5,NFYA,NFYB,NKX2-1,NR3C1,NR5A2,PAX5,PAX6,PBX1,PRDM1,RARG,RELA,RFX3,RUNX3,RXRA,SOX17,SP2,SP4,SPI1,SPIB,SREBF1,STAT4,STAT5A,STAT5B,STAT6,TBP,TCF21,TFAP2A,TFAP4,THAP1,TP73,USF1,VDR,ZBTB7A,ZBTB7B,ZNF143,ZNF263,ZNF76"
"136","M2_Macrophage","P1_2020Oct","1","CD127","70","AR,ASCL2,BACH1,BCL6,BHLHE40,E2F2,E2F3,E2F7,E2F8,ELF2,ELF3,ELK3,ELK4,EPAS1,ESR1,ETV1,ETV7,FOS,FOSL2,FOXA1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GLIS1,GMEB2,HES1,HIF1A,HINFP,HNF4A,HOXA4,HSF2,IKZF1,IRF1,JUNB,KLF3,MAFB,MAFF,MBD2,MEF2A,NANOG,NFATC1,NFYA,NFYB,NR2F2,PBX1,PBX3,POU2F2,RFX2,RUNX2,RUNX3,SMAD3,SPIB,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF21,TFAP4,THAP1,TP73,VDR,ZBTB7B,ZNF143,ZNF250,ZNF263,ZNF384"
"137","M2_Macrophage","P1_2020Oct","1","CD134","73","AR,ASCL2,BACH2,CTCF,CUX1,E2F2,E2F3,E2F7,E2F8,ELF2,ELF3,ELK4,EPAS1,ESR1,ETV1,ETV7,FOS,FOSL2,FOXA1,FOXA2,FOXP2,FOXP3,GATA1,GATA3,GLIS1,GMEB2,HES1,HIF1A,HINFP,HNF4A,HSF2,IKZF1,IRF1,JUNB,KLF3,MAFB,MAFF,MBD2,MECOM,MNT,NANOG,NFATC1,NFYA,NFYB,NR2F2,NRF1,PBX3,RARA,RFX2,RFX3,RFX5,RUNX2,RUNX3,SMAD3,SPI1,SPIB,STAT1,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF12,TCF21,TFAP4,THAP1,TP73,USF2,VDR,ZBTB7B,ZNF143,ZNF384"
"138","M2_Macrophage","P1_2020Oct","1","CD137","83","AR,ARID3A,ASCL2,BACH1,BACH2,BHLHE40,CUX1,E2F1,E2F2,E2F3,E2F6,E2F7,E2F8,EGR2,ELF2,ELK3,ELK4,EPAS1,ESR1,ETV1,ETV7,FOS,FOSL2,FOXA1,FOXM1,FOXO3,FOXP2,FOXP3,GATA1,GATA2,GLIS1,GMEB2,HES1,HINFP,HNF4A,HOXA4,HSF2,IKZF1,IRF1,IRF2,JUNB,JUND,KLF10,KLF3,KLF9,MAFB,MAFF,MECOM,MEF2A,MEF2C,MITF,NANOG,NFATC1,NFYA,NFYB,NR2F2,POU2F2,PPARG,RARA,RELA,RUNX2,SMAD3,SPIB,STAT1,STAT2,STAT5A,STAT5B,STAT6,TAL1,TBX21,TCF21,TFAP4,THAP1,TP73,USF2,VDR,XBP1,ZBTB7B,ZKSCAN1,ZNF143,ZNF250,ZNF263,ZNF384"
