"","Celltype","Sample Names","Num of Samples","Protein","Num of TFs","Correlated TFs"
"134","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD19","2","ELF2,ZNF263"
"135","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD273","4","ELF2,IRF3,MBD2,RFX2"
"136","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD357","3","ELF2,IRF3,MBD2"
"137","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD39","7","ELF2,MBD2,MYC,RFX2,SPDEF,STAT3,TCF21"
"138","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD56","1","ELF2"
"139","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD66b","11","ELF2,FOSL2,GATA2,MBD2,MYC,RFX2,RUNX2,RXRG,SPDEF,STAT3,TCF21"
"140","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","KLRG1","3","ELF2,GATA2,MBD2"
"141","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD11b","7","FOXP3,MBD2,MYC,NR5A2,RFX2,STAT3,TCF21"
"142","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD137","4","GATA2,MBD2,MZF1,SPDEF"
"143","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD1c","1","GATA2"
"144","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD274","3","HSF1,IRF2,SPDEF"
"145","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD117","1","RFX2"
"146","Malignant_epithelial","P1_2020Oct, P2_2021Mar","2","CD133","1","RFX2"
"147","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD40","12","AR,E2F6,EBF1,ETV7,GTF2B,KLF3,NFAT5,RELA,SPI1,TP63,ZBTB7A,ZNF384"
"148","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD81","27","AR,E2F1,E2F4,E2F6,EBF1,ETV7,FOXP2,GTF2B,HOXB13,IRF2,JUND,MAFK,MECOM,MEF2C,MEIS1,NFAT5,RARG,RELA,RXRG,SPI1,TCF12,TCF3,TCF7L2,TP63,ZBTB7A,ZNF384,ZNF76"
"149","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD15","16","ARID3A,CEBPD,E2F6,EGR2,ELK4,ETV4,FOXP3,GLIS1,HES1,HNF4A,MEF2C,STAT5A,TCF12,TP63,ZEB1,ZNF263"
"150","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD25","13","ARID3A,E2F1,E2F3,FOXP2,KLF3,MECOM,RUNX3,SP4,TCF7L2,THAP1,ZBTB7B,ZNF384,ZNF76"
"151","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD66b","21","ARID3A,BACH2,BATF,E2F1,ELK3,ESR1,FOXP2,HES1,HNF4G,HOXA4,MAF,MECOM,NFYB,PRDM1,RXRG,SP1,STAT5A,STAT5B,THAP1,ZNF384,ZNF76"
"152","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD11b","33","ARNT,ARNTL,BATF,E2F2,EGR1,EPAS1,FOXA1,FOXP1,FOXP3,GATA1,HEY1,HNF1B,HOXA1,HSF1,JUNB,MEIS1,MXI1,NANOG,NFIC,NFYA,NR3C1,PBX3,POU2F1,RBPJ,REST,SOX17,SP1,STAT3,STAT4,TCF4,VDR,ZBTB33,ZEB1"
"153","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD1c","12","ARNT,ASCL2,BATF,CEBPD,FOXP2,JUNB,KLF3,KLF4,TCF7L2,ZBTB7A,ZNF263,ZNF76"
"154","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD366","32","ARNT,ASCL2,BATF,BHLHE40,E2F4,E2F6,EBF1,ETV6,FOXP2,GATA1,HEY1,HOXA1,HOXB13,KLF3,KMT2A,MECOM,MEIS1,POU2F1,RBPJ,RELA,RFX5,RUNX3,RXRG,STAT1,STAT4,TCF4,TFAP4,THAP1,TP63,ZEB1,ZFX,ZNF76"
"155","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD39","30","ARNT,ASCL2,BHLHE40,E2F4,E2F6,ETV6,FOSL2,FOXA1,FOXP2,GATA1,GATA3,GLIS1,GRHL2,HNF4A,HOXA1,HOXB13,JUND,KLF3,MEF2C,MEIS1,MYBL2,NFAT5,POU2F1,RELA,TCF12,TCF4,TP63,XBP1,ZFX,ZNF76"
"156","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD4","16","ARNT,ASCL2,BATF,E2F6,EBF1,HSF2,KLF3,MEIS1,MYBL2,NFAT5,RELA,TCF7L2,TFAP4,TP63,ZBTB7A,ZNF76"
"157","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD56","14","ARNT,ASCL2,CEBPD,E2F6,EGR2,FOXA2,KLF3,MECOM,NFAT5,RELA,TCF7L2,TFAP4,ZBTB7A,ZNF76"
"158","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD95","16","ARNT,ASCL2,CEBPA,EGR2,FOXP1,GATA1,GLIS1,HEY1,HOXA1,HSF1,MEIS1,POU2F1,SMAD3,SOX17,TCF4,VDR"
"159","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD206","56","ARNTL,ATF1,BARX2,BCL11A,CUX1,E2F7,E2F8,EGR1,EGR2,ELK1,ELK3,ELK4,EPAS1,ESR1,ETS2,ETV4,ETV6,FOSL2,FOXA1,FOXM1,FOXP1,FOXP2,GATA1,GATA3,GMEB2,HNF4A,HOXA1,HOXC6,HSF1,IRF2,KLF10,KLF9,KMT2A,LHX2,MNT,MYB,NFIC,NKX2-1,PAX5,PBX3,POU2F1,RFX5,RUNX1,RUNX3,RXRA,SETDB1,SP4,SREBF1,TBP,TFAP2C,TFDP1,XBP1,YY1,ZBTB7B,ZEB1,ZKSCAN1"
"160","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","HLA.DR","12","ASCL2,GMEB2,HNF4G,MEF2C,MYBL2,NFATC1,RELA,SIX5,SPI1,STAT1,TEAD4,XBP1"
"161","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD304","6","ASCL2,KLF3,MEIS1,STAT1,TCF4,TCF7L2"
"162","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD14","30","ATF2,BATF,ELF1,ETV7,FOS,FOXH1,FOXP1,GATA3,GMEB1,GMEB2,HES1,HIF1A,HNF4G,HOXA1,HSF1,IRF4,MAF,MYC,NFYA,NFYB,NR5A2,POU2F2,RARG,SIX5,SREBF1,STAT5B,TCF3,TCF7L2,VDR,XBP1"
"163","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD134","15","BACH1,EGR2,FOXA2,FOXP2,FOXP3,GLI2,KLF3,NFAT5,RFX5,RUNX3,TCF3,TCF7L2,ZBTB7A,ZBTB7B,ZNF76"
"164","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD137","14","BACH1,EGR2,ETV4,ETV7,FOSL2,FOXP2,FOXP3,HSF1,KLF3,MZF1,NFAT5,RUNX3,SOX17,ZNF76"
"165","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD223","12","BACH1,EGR2,FOXA2,FOXP2,KLF3,MECOM,NFAT5,RUNX3,TCF7L2,ZBTB7A,ZBTB7B,ZNF76"
"166","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","KLRG1","13","BACH1,EGR2,FOXA2,FOXP2,FOXP3,GLI2,GLIS1,NFAT5,SIX5,SOX17,TCF7L2,ZBTB7A,ZNF76"
"167","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","TCRVdelta2","7","BACH1,E2F1,FOXP2,FOXP3,STAT4,TCF3,TCF7L2"
"168","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD133","11","BACH1,E2F3,FOXA2,FOXP2,FOXP3,MZF1,NFAT5,NR5A2,RUNX3,TCF3,ZBTB7B"
"169","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD107a","52","BACH1,CEBPA,CUX1,E2F4,E2F7,EGR2,ELK4,ESR1,ESR2,ETS2,ETV6,ETV7,FOXM1,FOXO3,FOXP2,FOXP3,GATA2,GATA4,GRHL2,HEY1,JUND,KLF10,KLF4,KLF9,LHX2,MAX,MNT,NFAT5,NR3C1,PAX5,PBX1,PGR,PPARG,RELA,RFX5,RUNX1,RUNX3,RXRA,SETDB1,SP4,SPDEF,STAT5A,TCF3,TEAD4,TFAP2C,TFDP1,TP73,USF2,VEZF1,ZBTB7A,ZBTB7B,ZKSCAN1"
"170","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD194","14","BARX2,E2F3,ELK3,HIF1A,HNF4A,HOXA4,MZF1,NKX2-1,NR5A2,SIX5,STAT5B,TP63,XBP1,ZFX"
"171","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD278","14","BARX2,EGR2,FOXA2,FOXP3,GMEB1,HIF1A,HNF4A,HOXA4,HSF1,MZF1,NR5A2,SIX5,SOX17,XBP1"
"172","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD62L","18","BARX2,EGR2,ETV4,FOS,FOSL2,FOXA1,FOXP2,HNF4A,HNF4G,HOXA4,HSF1,MZF1,NR5A2,SOX17,STAT5A,TCF12,VDR,XBP1"
"173","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD254","10","BATF,CEBPD,EGR2,FOXP2,KLF3,NFAT5,RXRG,TCF7L2,ZBTB7A,ZNF76"
"174","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD127","8","CEBPD,FOXA2,FOXP2,FOXP3,NFAT5,TCF7L2,ZBTB7A,ZNF76"
"175","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD152","9","CEBPD,EGR2,FOXA2,FOXP2,FOXP3,MECOM,PBX1,TCF7L2,ZNF76"
"176","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD197","10","CEBPD,EGR2,ETV4,FOXA2,FOXP2,FOXP3,HNF4G,MZF1,SIX5,SOX17"
"177","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD27","23","CEBPD,EGR2,ELK3,ETV4,FOSL2,FOXA2,FOXP2,FOXP3,GLIS1,HIF1A,HNF4A,HNF4G,HOXA4,HSF1,MEF2C,NKX2-1,SOX17,SREBF1,STAT5B,TBP,TCF12,TFAP4,ZNF76"
"178","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD314","12","CEBPD,EGR2,ETV4,FOSL2,FOXA2,FOXP2,FOXP3,HNF4A,HNF4G,KLF4,TFAP4,ZNF76"
"179","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD45RA","7","CEBPD,EGR2,FOXA2,RXRG,TCF7L2,ZBTB7A,ZNF76"
"180","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD103","20","CLOCK,EGR2,ELK3,FOSL2,FOXA2,FOXM1,FOXP3,JUN,KLF10,NFE2,NFIC,PAX6,POU2F2,PPARG,RARA,RXRG,SREBF1,STAT5A,TFAP4,ZBTB7A"
"181","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD38","21","E2F1,ETV7,FOS,FOXP2,GMEB1,GMEB2,HIF1A,HSF1,MAF,NFYB,NR5A2,RARG,RXRG,SOX17,SPI1,STAT1,STAT4,TCF3,VDR,XBP1,ZNF384"
"182","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD279","16","E2F2,EGR2,ETV4,FOXA1,FOXA2,FOXP3,HIF1A,HNF4A,HNF4G,HSF1,NR5A2,RFX2,SOX17,TBP,TCF12,VDR"
"183","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD123","6","E2F4,ETV6,GTF2I,PAX6,PBX1,ZKSCAN1"
"184","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD28","17","E2F4,EGR2,ESR2,ETV7,FOXA2,FOXM1,FOXP2,FOXP3,GLIS1,KLF3,MECOM,NFAT5,RUNX3,RXRG,TCF7L2,ZBTB7A,ZNF76"
"185","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD274","10","E2F6,EBF1,ETV7,KLF3,MECOM,NFAT5,PPARG,RELA,ZBTB7A,ZNF76"
"186","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD117","7","EGR2,ELK4,FOXP3,KLF4,MEF2C,TCF12,ZEB1"
"187","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD185","17","EGR2,ETV7,FOXA2,FOXP2,FOXP3,GLIS1,HNF4G,KLF3,MECOM,MZF1,NFAT5,SIX5,SOX17,TCF3,TCF7L2,ZBTB7A,ZNF76"
"188","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD141","22","EPAS1,ETV4,FOSL2,FOXA1,FOXP3,GATA1,GMEB2,HES1,HIF1A,IKZF1,NFE2,NFYA,NR2C2,PBX3,REST,RFX2,SMAD3,SPDEF,SPIB,SREBF1,TCF4,VDR"
"189","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD11c","3","ETV5,MXI1,PRDM1"
"190","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD20","9","FOS,FOXP2,KLF3,MECOM,NFAT5,PBX1,TCF7L2,ZBTB7A,ZNF76"
"191","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD357","6","FOS,FOXP2,SIX5,SOX17,TBX21,USF1"
"192","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","TIGIT","5","FOS,FOXP2,KLF3,PPARG,RUNX3"
"193","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD161","5","FOXA2,FOXP3,GLI2,HIF1A,ZNF76"
"194","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD273","2","FOXA2,ZNF76"
"195","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD69","9","FOXA2,FOXP2,FOXP3,GLIS1,HEY1,HNF1B,SOX17,SRF,VEZF1"
"196","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD30","3","FOXP2,MZF1,XBP1"
"197","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD19","1","FOXP3"
"198","M2_Macrophage","P1_2020Oct, P3_2023Jan","2","CD195","1","TFAP4"
"199","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","6","AR,BHLHE40,EHF,FOXM1,RFX5,TFAP2A"
"200","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD161","4","ARID3A,CLOCK,ELK1,KLF5"
"201","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD103","18","BCL6,E2F7,FOXM1,GLIS1,HNF4A,MAFF,MAFK,MYBL2,RELA,RFX2,SPI1,TBX21,TP73,USF2,VDR,VEZF1,XBP1,ZNF384"
"202","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD366","2","BHLHE40,MAFK"
"203","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","11","E2F4,ESR2,FOXP2,GATA1,JUND,MAF,NFYA,PGR,REST,TBX21,ZBTB7A"
"204","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","2","EBF1,TP63"
"205","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","2","ETV7,JUN"
"206","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","7","FOXM1,FOXP1,KLF4,POU2F2,RELA,TP73,ZNF384"
"207","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","3","SPDEF,TBX21,TFDP1"
"208","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","1","TFAP2C"
"209","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD11c","6","AHR,ATF1,E2F6,HOXA1,HOXA4,MYC"
"210","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD195","35","AHR,BARX2,BATF,CEBPA,E2F7,ELK1,ELK4,ESR2,ETV1,FOXO3,FOXP1,FOXP2,GATA4,HEY1,HOXA1,HOXA4,HSF1,IKZF1,IRF4,MAFF,MAX,MXI1,MYC,NFIC,PPARG,RARA,RXRG,SP1,SP4,STAT5A,TBX21,TEAD4,TFAP2A,TFAP2C,ZBTB33"
"211","DendriticCell","P1_2020Oct, P3_2023Jan","2","HLA.DR","39","AHR,ARID3A,ARNTL,BACH2,BARX2,BATF,BCL6,E2F3,EBF1,ELK1,ESR2,ETV1,FOSL1,FOXD2,FOXH1,FOXO3,FOXP1,FOXP3,GATA4,GMEB1,GRHL2,HOXA4,HSF2,IKZF1,MECOM,MITF,NFIC,PPARG,RXRG,SETDB1,SP2,SP4,STAT1,TBP,TCF3,TEAD4,TFAP2A,TFAP2C,VEZF1"
"212","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD107a","10","AHR,BARX2,BATF,FOSL1,HOXA1,PPARG,SP2,TP73,USF1,VEZF1"
"213","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD39","23","AR,BARX2,CLOCK,EGR1,ETV1,FOXA2,FOXD2,FOXP3,GATA3,HES1,HNF4G,IKZF1,IRF1,JUND,KLF1,KLF3,MNT,NANOG,RARA,RUNX3,STAT5A,TP63,USF2"
"214","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD11b","66","ARNT,ATF2,BATF,CEBPA,E2F3,E2F7,EGR1,ELF1,ELK1,ELK3,ELK4,ETV1,FOXH1,FOXO3,FOXP1,FOXP2,FOXP3,GATA3,GATA4,GLIS1,GMEB1,HEY1,HNF1B,HNF4G,HOXA4,HOXC6,HSF1,IKZF1,IRF2,JUN,JUNB,KLF4,KMT2A,MAFF,MAX,MEF2A,NANOG,NFAT5,NFIC,NKX2-1,NR2C2,PPARG,RARA,RELA,RUNX2,RXRG,SIX5,SMAD3,SOX17,SP1,SP4,SPDEF,SPIB,STAT5A,STAT5B,TBP,TBX21,TCF3,TEAD4,TFAP2A,TFAP2C,TP63,VDR,VEZF1,ZBTB7A,ZNF263"
"215","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD14","57","ARNT,ARNTL,ATF1,BARX2,BATF,E2F3,E2F8,EGR1,ELK1,ELK3,ELK4,ETV1,ETV5,FOXH1,FOXO3,FOXP1,FOXP3,GATA4,GMEB1,GRHL2,HNF4G,HOXC6,IRF2,JUN,KLF4,KLF9,KMT2A,LHX2,MAFF,MAX,MEF2A,MEF2C,NANOG,NFAT5,NFIC,NFYA,NFYB,NR2C2,NR3C1,PPARG,RARA,RELA,RUNX3,RXRG,SNAI2,SOX17,SP1,SP4,SPDEF,STAT5B,TAL1,TCF3,TFAP2A,TFAP2C,TFAP4,ZEB1,ZNF263"
"216","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD81","45","ARNT,ATF1,BATF,BCL11A,E2F1,E2F8,ELK3,ELK4,ESRRA,ETV1,FOXH1,FOXO3,FOXP1,FOXP3,GATA2,GATA4,GLIS1,GMEB1,GRHL2,HOXC6,IRF2,JUNB,KLF4,KLF9,KMT2A,MAFF,MAX,MEF2A,MEF2C,NANOG,NFIC,NFYA,NR3C1,NRF1,PPARG,RARA,RELA,RXRG,SIX5,SP4,SPDEF,TAL1,TCF3,TFAP2C,ZNF263"
"217","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD1c","23","ASCL2,CEBPA,CEBPB,E2F1,EHF,FOSL2,FOXA2,GATA1,GATA3,HEY1,HNF4A,HOXA1,IRF1,KLF3,MEIS1,MYB,NFE2,PAX6,RXRA,SRF,TCF21,TFAP2A,ZEB1"
"218","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD141","53","ATF2,BACH1,CDX2,CEBPA,CEBPD,E2F4,E2F6,E2F8,ESR1,ETV7,FOXA2,FOXD2,HINFP,HNF4A,HSF2,IRF1,JUN,JUNB,JUND,KLF3,KLF5,KLF9,MAFF,MEF2A,MNT,MXI1,MYB,NFATC1,NRF1,PBX1,PBX3,PGR,POU2F1,POU2F2,RARA,RELA,RUNX3,SIX5,SP2,SRF,STAT4,STAT5A,TCF12,TCF4,TEAD4,TFAP4,USF2,VDR,YY1,ZBTB33,ZBTB7B,ZKSCAN1,ZNF384"
"219","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD40","18","BACH2,BATF,ETV1,ETV4,FOXK1,GMEB1,GMEB2,HOXA1,MAFF,MAFK,MEF2C,NFIC,RBPJ,RFX2,SETDB1,SP4,TP73,VEZF1"
"220","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD95","23","BARX2,BATF,E2F3,EBF1,ETV1,FOSL1,FOXP1,GATA1,HOXA1,HOXA4,IRF4,NFIC,PPARG,RXRG,SP1,SP2,SP4,TBX21,TFAP2C,TP73,VEZF1,ZBTB33,ZNF263"
"221","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD123","8","BATF,E2F8,FOXP2,HOXA1,IRF4,NFAT5,NFE2,ZBTB33"
"222","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD38","11","BATF,E2F7,FOXP2,GATA3,HOXA1,HOXA4,IRF1,MAFF,TP73,VDR,ZBTB33"
"223","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD4","6","BATF,GATA3,HSF1,IRF4,RFX2,ZBTB33"
"224","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD66b","3","BATF,TP73,VEZF1"
"225","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD69","30","BATF,CEBPA,ELF1,ELK1,ELK4,ESRRA,ETV1,FOXH1,FOXP1,FOXP3,GATA3,HEY1,IRF2,MAFF,MAX,MEF2A,NFYA,NR2C2,NR3C1,RUNX2,RXRG,SIX5,SOX17,SP1,SP4,SPDEF,TBX21,VDR,ZBTB7A,ZNF263"
"226","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD304","16","BATF,E2F3,EPAS1,ETV5,FOSL1,IRF3,NR5A2,PPARG,RXRG,SOX17,SP2,SP4,TP63,USF1,ZEB1,ZNF76"
"227","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD206","12","BATF,EGR2,ESR2,FOSL1,HOXA1,NR3C1,PPARG,SP2,SPIB,STAT1,USF1,VEZF1"
"228","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD117","2","CEBPA,USF1"
"229","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD274","14","CLOCK,ETV1,FOXP3,HOXA1,IRF2,KLF9,LHX2,MAFF,PPARG,SP4,TAL1,TP73,USF1,ZNF263"
"230","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD103","6","E2F6,HSF2,IRF1,SPI1,SRF,TP63"
"231","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD185","2","GLI2,TP73"
"232","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD366","1","MAF"
"233","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD152","1","POU2F2"
"234","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD197","2","POU2F2,USF1"
"235","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD25","2","POU2F2,TP73"
"236","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD279","1","POU2F2"
"237","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD62L","1","POU2F2"
"238","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD15","2","STAT4,TP73"
"239","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD137","1","TP73"
"240","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD161","1","TP73"
"241","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD273","1","TP73"
"242","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD28","1","TP73"
"243","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD56","1","TP73"
"244","DendriticCell","P1_2020Oct, P3_2023Jan","2","CD133","1","TP73"
"245","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","8","ARID3A,GTF2I,HNF4A,MAFK,PAX5,POU2F1,SRF,TAL1"
"246","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","3","ARNTL,E2F3,YY1"
"247","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD103","9","ASCL2,BCL11A,CEBPA,GTF2B,HOXA4,NANOG,NRF1,SP4,ZNF76"
"248","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD279","10","ATF1,EGR2,ELF1,ESR2,GTF2I,HINFP,HNF4G,NR2F2,RUNX3,YY1"
"249","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","11","ATF2,EBF1,ETV1,KLF3,MYBL2,NFAT5,NFYB,STAT2,STAT3,ZBTB7A,ZFX"
"250","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","11","CTCF,ELK1,ELK4,FOXP2,HIF1A,KLF1,KLF5,KLF9,MECOM,MITF,RBPJ"
"251","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","1","EHF"
"252","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","4","FOXA1,FOXP2,JUNB,ZNF143"
"253","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","10","FOXM1,GLIS1,GMEB2,HNF4A,NR2F2,PBX1,POU2F1,SP1,TAL1,ZKSCAN1"
"254","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","4","GRHL2,HOXA1,MAFK,SPI1"
"255","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","1","KLF10"
"256","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD194","1","MNT"
"257","CD8Tcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","2","PBX1,STAT4"
"258","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","19","AHR,EGR2,EPAS1,ESR2,ETV7,FOXD2,GMEB1,HNF4G,MECOM,MEF2C,MYB,NR2C2,RFX2,SP2,SREBF1,SRF,THAP1,USF2,VDR"
"259","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","7","CEBPB,CEBPD,ETV7,FOXA2,FOXP1,REST,TCF12"
"260","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","7","CEBPD,CTCF,SOX17,SRF,TBP,TFAP2C,TP73"
"261","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","5","E2F8,EHF,SP2,TFAP2A,VEZF1"
"262","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD304","13","EGR1,GATA3,GATA4,GLI2,GRHL2,GTF2I,MAFF,NFAT5,NKX2-1,PAX5,POU2F2,RUNX1,TEAD4"
"263","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD161","1","ETV1"
"264","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","3","FOS,NR2F2,TP73"
"265","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","3","FOSL2,MECOM,MXI1"
"266","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD40","1","KLF1"
"267","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD197","2","MXI1,ZKSCAN1"
"268","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD14","1","SPIB"
"269","MSC_Fibroblast","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD274","1","TCF3"
"270","Myofibroblast","P1_2020Oct, P2_2021Mar","2","CD137","15","AR,ATF3,E2F2,ETV1,FOS,FOXA2,GATA2,KLF10,MECOM,MEF2C,NFATC1,RXRA,RXRG,TCF21,TFAP2C"
