Cell.Type,Sample Name,AHR,AR,ARID3A,ARNT,ARNTL,ASCL1,ASCL2,ATF1,ATF2,ATF3,BACH1,BACH2,BARX2,BATF,BCL11A,BCL6,BHLHE40,CEBPA,CEBPB,CEBPD,CLOCK,CTCF,CTCFL,DUX4,E2F1,E2F2,E2F3,E2F4,E2F6,E2F7,E2F8,EBF1,EGR1,EGR2,EHF,ELF1,ELK1,ELK3,ELK4,EPAS1,ESR1,ESR2,ESRRA,ETS2,ETV1,ETV5,ETV6,ETV7,FOS,FOSL1,FOSL2,FOXA1,FOXA2,FOXD2,FOXG1,FOXH1,FOXK1,FOXM1,FOXO3,FOXP1,FOXP2,FOXP3,GATA1,GATA2,GATA3,GATA4,GLI2,GLIS1,GMEB1,GMEB2,GRHL2,GTF2B,GTF2I,HEY1,HIF1A,HINFP,HNF1B,HNF4A,HNF4G,HOXA1,HOXA4,HOXA6,HOXB13,HOXC6,HSF1,HSF2,IRF1,IRF2,IRF3,IRF4,JUN,JUNB,JUND,KLF1,KLF10,KLF3,KLF4,KLF9,KMT2A,LHX2,MAF,MAFF,MAFK,MECOM,MEF2A,MEF2C,MEIS1,MITF,MNT,MXI1,MYB,MYBL2,MYC,MYOD1,NANOG,NFAT5,NFATC1,NFE2,NFIC,NFYA,NFYB,NKX2-1,NR2C2,NR2F2,NRF1,ONECUT1,OTX2,PAX5,PBX1,PBX3,PGR,POU2F1,POU2F2,PPARG,PRDM1,PRDM14,RARG,RBPJ,RELA,REST,RFX2,RFX5,RUNX1,RUNX2,RUNX3,RXRA,RXRG,SETDB1,SIX5,SMAD3,SOX17,SP1,SP4,SPI1,SPIB,SREBF1,SRF,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,TBP,TCF12,TCF21,TCF3,TCF4,TCF7L2,TEAD4,TFAP2A,TFAP2C,TFAP4,TFDP1,THAP1,TP63,TP73,USF1,USF2,VDR,VEZF1,XBP1,YY1,ZBTB33,ZBTB7A,ZBTB7B,ZEB1,ZFP42,ZFX,ZKSCAN1,ZNF143,ZNF263,ZNF384,ZNF76
BMCP,ND251_34,-0.063613475,-0.222612219,-0.000814175,0.09104479,0.04636464,-0.000635028,-0.210880969,-0.087583276,0.139346272,-0.298974595,0.188586032,-0.079682096,0.054115406,-0.119467321,-0.138002087,-0.158628846,-0.126141683,-0.28755802,0.417689414,0.074593575,-0.330768292,-0.246870568,-0.116460873,0.067040204,0.096033633,-0.036826198,-0.055296297,-0.152293334,-0.290797971,-0.188070055,0.053971471,-0.032429474,0.049608851,0.06527491,0.369298591,-0.175260327,0.09783075,-0.21139792,0.137714914,0.064506092,0.037020778,-0.079482518,-0.203267625,0.068334433,0.059122668,-0.025052361,0.418113578,0.039796578,0.12529626,0.042464458,-0.097428593,0.062148227,-0.197075268,0.189761626,0.030325031,0.179655782,0.067843106,0.104634565,-0.101327351,-0.292088295,0.056863916,0.022843068,0.014650995,0.113441664,0.048929211,0.077630889,-0.262154617,-0.081986613,0.002307591,0.009124831,-0.056758816,0.260370058,0.050440341,-0.051424593,-0.124109456,0.021901104,0.000679129,-0.004274676,-0.097786818,0.022991802,0.235331703,0.176621636,0.001932071,-0.05172336,-0.129370106,0.07303903,0.062284667,0.186386559,0.165182891,-0.181036714,-0.085674255,0.11684408,0.505903183,-0.082793463,-0.087568118,0.326202145,0.339832928,0.30360483,0.101065612,0.009247009,0.1235847,-0.143416175,0.004065925,-0.018697456,-0.021540325,0.249216246,-0.24746835,-0.158798901,-0.076827447,-0.025794627,0.02986205,-0.03939244,-0.132666858,-0.458472745,0.154533099,0.097163842,0.097451129,-0.00037321,-0.166881145,-0.10213635,-0.085175422,-0.118971803,-0.074193545,0.144839374,-0.118574621,-0.219806491,-0.064366025,-0.124173971,-0.1879808,-0.170717871,0.171922345,0.038917066,-0.229244606,0.180348644,0.107331506,0.230645788,-0.094245208,0.043169687,0.022407994,0.044582822,-0.079222829,0.049753108,0.094266338,-0.232142096,0.329569612,-0.0385118,0.034109659,0.005930792,0.355617089,-0.201551722,-0.171966937,0.050838838,0.145835485,0.007360769,0.166975715,0.055226572,-0.043266815,0.197178571,0.015351086,-0.030834964,0.014347601,0.09601622,0.010818162,-0.002395897,0.311399748,-0.015836471,0.362150051,4.12E-05,0.140452749,0.156417947,-0.024996035,-0.043259387,0.148676747,0.055569192,-0.09482212,0.111754671,-0.009981681,0.072201524,0.148744489,0.061909829,0.027876255,0.228280707,0.194377489,-0.035187412,0.123174133,-0.02343063,-0.049484019,0.077054913,0.099391403,-0.064020257,-0.100820385,-0.147239581,0.045678867,-0.121607533
ERP,ND251_34,-0.176524344,-0.152821658,-0.016215063,0.021801332,-0.123588612,-0.06531196,0.072626067,0.117468772,0.16942899,0.04473834,0.168937849,-0.080242531,-0.168156344,0.224634919,-0.069003236,-0.02287066,-0.039912534,-0.083395957,-0.003258731,-0.040588534,-0.097682931,-0.029837678,-0.052307706,-0.065965115,0.011413161,-0.197559447,-0.001000553,-0.098708957,-0.104269824,-0.092839224,0.082880341,0.074204463,-0.011368904,0.035406673,0.243286912,0.063771174,0.077853763,0.009530502,-0.027511756,0.002760863,-0.231394798,0.014823648,-0.051494991,0.20703456,0.042781525,-0.035939778,0.209228383,-0.051465702,0.005240812,0.042194332,-0.190398695,0.048853827,-0.117876171,-0.009579692,0.016518074,-0.002165451,0.025202211,0.233049707,-0.072645834,-0.021061731,-0.062833421,0.041179574,0.091345814,0.098958377,-0.029424349,-0.183211309,-0.033170769,-0.171794989,0.010352951,0.003662299,-0.06018183,0.360267458,-0.000599803,-0.156606823,-0.023638781,-0.020105899,0.149013726,0.018633696,-0.078415574,0.090748517,0.187298762,0.091787764,0.12345902,0.039762356,-0.0305352,0.038178962,-0.01051957,0.019168266,0.036038758,-0.043016849,0.128335548,0.034487283,0.486589551,-0.119759452,0.052486118,0.142386992,0.116383496,0.023064308,-0.053787248,0.086956566,-0.001258682,-0.061733236,-0.116117982,0.136130629,-0.129231026,0.070302406,-0.004205,-0.042030911,-0.141695503,0.055457099,0.008325077,-0.098856136,-0.007892112,-0.104160072,-0.003455738,-0.029547606,-0.071515277,-0.033046452,-0.080140981,-0.034296297,-0.048922233,-0.001474766,-0.011577695,0.035002659,-0.070289893,-0.009396648,-0.036692352,-0.113392363,-0.048641084,0.017322853,0.017968979,-0.023087371,-0.059698285,-0.00200968,0.128881916,0.023656011,-0.094234239,-0.033196424,0.168099505,-0.074112961,-0.090832014,0.096792615,-0.096287115,-0.120734247,0.156696397,-0.045849846,0.080867412,0.069784356,0.043772285,-0.054160548,0.008592216,-0.018517891,0.014634859,0.038617828,0.038055365,-0.008781708,-0.000760722,0.070664999,0.013035607,-0.098791472,0.118580971,0.14385827,0.003220216,0.049242651,0.026473445,-0.013003375,0.147754481,-0.049270066,0.004910529,0.10951716,0.052390758,0.041508612,-0.004068781,-0.172108675,-0.074440776,-0.039182189,0.098240526,0.030407037,-0.046859125,0.06827584,0.057383334,0.028020499,0.137190204,-0.100389864,0.026454111,0.001577436,0.184122454,0.185436921,0.230128076,-0.124324674,0.053973841,0.017664884,-0.01976612,-0.024737402
HSC.CACNB2,ND251_34,-0.045061317,-0.039741569,-0.090566514,0.021171599,0.085216661,0.190939503,-0.043831584,0.070483126,0.266851248,-0.168680076,0.133222128,-0.065309387,0.002506571,-0.020329759,-0.092082454,-0.057090682,0.006097999,-0.100904981,0.048983563,-0.079946034,-0.247190448,0.148701459,-0.189440741,-0.135935962,-0.278917101,-0.090894481,0.082720039,-0.073924418,-0.009775849,-0.034967181,0.068271408,-0.093073757,0.220721546,0.020132445,0.27240565,-0.081896859,-0.066522306,-0.030895772,0.102201063,-0.010706518,-0.138709536,0.114430097,-0.059853309,0.128138504,0.004027527,-0.022909489,0.389272657,0.070126196,0.040329523,-0.026329909,-0.050573354,0.011555738,-0.300274241,-0.076329054,0.02494703,0.007183516,0.139081646,-0.052057337,-0.08660396,-0.025491881,-0.096621612,0.142328178,0.042709827,-0.090249716,0.068024111,-0.027426973,0.051752313,-0.1108765,-0.026171382,-0.085084286,-0.216646793,0.377727063,-0.052282085,-0.215781056,0.041990673,0.105183346,-0.017302985,0.055840859,-0.213149342,0.122630594,0.163439023,0.126988689,0.008923137,-0.003550997,-0.16317323,0.112172033,0.118696226,0.067935221,-0.004844084,-0.028982147,0.051565833,0.082204591,0.588000096,0.01420336,-0.019451898,0.075121687,0.063769209,0.143526807,-0.09084547,0.075429241,0.042292879,-0.109539822,-0.036846431,0.144837948,-0.006109215,0.047739888,0.050262709,-0.04939384,0.003706701,-0.102131829,-0.016322521,-0.108064669,0.077323699,-0.205971357,-0.045696412,-0.092522318,0.07168801,-0.09427292,-0.024402369,0.117263791,-0.078867952,-0.009501647,-0.084827906,0.10925509,-0.160954752,-0.052762877,0.055839305,-0.003399981,-0.150382967,0.021514394,0.173445398,-0.161819537,-0.061276414,-0.053588003,-0.006719989,0.056896323,-0.057567899,0.071191632,0.078350286,0.122962641,-0.080946184,0.197679188,-0.036952404,0.030528978,0.055684361,0.076223561,-0.038965712,0.001475977,0.132279929,-0.182084583,-0.024114005,-0.156813061,0.071691173,0.066319077,0.021908926,-0.007237438,-0.076724445,0.04209972,0.172544727,-0.032621587,-0.025145264,0.05987222,0.033402362,0.10490621,-0.005342888,-0.018440588,0.310954823,0.058830359,0.018814817,0.114141407,-0.214533773,-0.058146822,0.241639674,-0.06500629,-0.087924596,0.002091219,-0.030695477,0.053155082,-0.019556278,-0.038657802,-0.188726991,0.064638218,0.112531898,0.159590973,0.055101017,0.018490049,0.158949095,0.189643072,0.181301564,-0.127737348,-0.022593638,-0.196250709,0.157161834,-0.18615693
HSC.CACNB2,ND251_HSC,-0.009919391,-0.162376665,0.003810091,-0.026289228,0.000220452,0.08731283,-0.061700134,0.067603453,0.178916837,-0.147486914,0.088579192,-0.041152716,0.001021805,0.028463984,-0.047843597,-0.081589478,-0.017371156,-0.088218838,0.063473994,-0.054206739,-0.211069388,0.088640865,-0.132072951,-0.084707223,-0.205907061,-0.110674652,0.16725253,-0.029918747,0.088975056,-0.109334759,0.176656699,0.003326182,0.074479419,0.054710871,0.116524898,-0.061046596,0.036541577,-0.057115145,-0.000490096,-0.027283851,-0.047217388,-0.01826516,-0.108321347,0.043222628,0.102373091,-0.054336816,0.481316009,0.080864769,0.017031571,-0.022188523,-0.111830685,0.097671846,-0.17926835,-0.117376402,-0.054983805,0.029753436,0.089928896,0.013187966,-0.060767082,-0.01326589,-0.00049736,0.079724374,0.013873311,0.050205445,-0.147728417,-0.073411356,-0.105273282,-0.019131852,0.029268912,-0.037235807,-0.002750238,0.3796291,0.00102064,-0.094428078,0.039444181,-0.000252464,0.065068006,-0.00714109,-0.004658071,0.086821672,0.185224937,0.062126579,0.016369248,0.093085916,-0.036635708,0.135617887,0.069466555,0.121636967,0.130475501,-0.067705338,0.140694192,-0.005563212,0.520643427,0.082964848,-0.0835169,0.187738086,-0.023351764,0.055627489,-0.08347143,0.043875531,0.022816684,-0.093636884,-0.088524713,0.012203617,-0.026496565,0.030730474,-0.03993087,-0.038045842,0.007872746,-0.111369246,-0.024837255,-0.113201584,-0.03553748,-0.124379589,0.094400889,-0.102788299,-0.033576739,-0.08869908,-0.023885732,0.101150404,0.004361846,-0.096392994,0.006156991,0.042032997,-0.072020302,-0.056589512,-0.033409304,-0.018136135,-0.10318948,0.069460068,0.067926534,-0.126263836,-0.109479857,-0.0602321,0.062274231,0.101658621,0.008834418,0.052151226,0.092792693,0.038090392,-0.061690316,0.173254522,-0.115044651,-0.017372564,0.161529916,-0.0103852,0.039148538,-0.015010047,0.076514909,0.084529914,-0.089168403,-0.053410217,0.029051508,-0.060608777,-0.007016431,-0.041916893,-0.000641649,0.086364611,0.020222862,0.075758641,-0.103477158,0.109236497,0.004366348,0.019915572,0.029421292,-0.064928354,0.233167068,0.036944,0.067999057,0.037997649,-0.113119957,0.061421368,0.145576822,-0.071084712,-0.019818222,-0.031325457,0.027990482,-0.038621403,0.062489236,-0.056742323,0.020192725,0.092177348,0.115661399,0.0707958,0.098061455,-0.094185263,0.056149923,0.04433343,0.194335676,-0.150933929,-0.02636771,-0.023859368,0.060275506,-0.090372649
HSC.CACNB2,ND251_LMPP,-0.059031844,-0.020381364,0.197943387,0.01554951,0.129157663,0.029368419,0.327911557,-0.044814502,0.362390139,-0.264545283,0.080112743,-0.265702379,0.402039661,0.148245935,-0.247219178,0.055132998,0.208648572,-0.442817239,0.340445263,-0.095946168,-0.384265752,-0.011492164,-0.031326161,-0.176701097,-0.237899649,-0.029718273,0.169376667,0.101354217,0.148341795,-0.165779938,0.115180565,-0.307947818,-0.068084132,0.298895806,0.135011627,0.112424356,-0.2035619,0.110025486,0.112651469,0.183296872,0.092430258,0.180028549,-0.448868852,0.026321339,0.256358078,-0.199945854,0.551065665,0.253474481,-0.390748099,0.110354485,0.157204888,0.267278097,0.152939973,-0.281264216,-0.255923787,0.015441375,0.1753179,0.148224921,-0.135548479,-0.097235326,0.047614736,-0.440565197,0.365590011,0.307546816,-0.247212969,-0.289984883,-0.002188916,0.126402877,-0.075223094,-0.344215666,-0.211717733,0.056882141,-0.122547558,0.402271705,0.275539529,-0.106732584,0.134851391,-0.481627623,-0.017108693,0.270747517,0.037220713,0.18188245,-0.159526285,0.117740767,0.251505045,-0.042666461,0.330515255,0.134742473,-0.168165214,-0.333484415,-0.323411698,0.009671733,0.586538276,-0.093821894,-0.35028153,0.297139869,-0.179229914,-0.446508587,-0.075953171,0.077066653,-0.208470634,-0.17841611,0.224730913,-0.018526556,0.036314564,0.222760125,-0.023848522,-0.242646312,-0.075898774,0.047847418,-0.067028835,0.122824273,0.314695213,-0.19153856,0.162769259,-0.203845343,-0.319666102,-0.172889868,-0.206201107,0.142644038,0.167572718,-0.457685279,0.156152562,-0.425921871,-0.046588063,-0.115195154,0.104268582,0.37607507,-0.280148419,0.193972081,0.156234202,-0.017605955,-0.052133282,0.467654381,-0.165442693,0.154719857,-0.11562059,0.022702687,0.163245488,0.148160863,0.162311043,0.058018667,0.005867992,0.191015665,0.087833707,-0.095104729,0.646736731,0.057896178,-0.151303898,-0.188749447,-0.005865584,0.007873102,-0.042465715,0.613533415,0.124541389,0.107959667,-0.166367586,0.343319454,0.107855656,-0.036476501,-0.485063439,0.444268161,0.372422853,-0.27958206,-0.225392382,-0.112644527,0.20599753,-0.130634977,0.059641029,-0.037513377,-0.071256525,-0.318496769,-0.000204632,-0.113596859,0.007278057,0.214960222,-0.207496112,0.083163291,-0.07722826,0.308492672,0.500023416,0.223099816,0.008662811,-0.420348684,0.0290067,-0.033831208,-0.095515006,0.009828463,0.1983925,0.22991863,0.09683438,-0.091839034,0.008604725,-0.190111315
HSC.CACNB2,ND251_MPP,0.079508551,-0.119072567,-0.069667555,0.126386984,0.070586385,0.089716918,-0.16948856,0.010573993,0.267439179,-0.063998385,0.158695298,-0.068969023,-0.025396988,0.104795234,-0.048407484,-0.158420181,0.065299834,-0.043275006,-0.016968004,-0.035111193,-0.090712637,0.074544268,-0.170757046,-0.052874794,-0.549918416,-0.216202373,0.150187336,-0.01993995,-0.103393796,-0.095137896,0.095110431,-0.044484617,0.115954192,-0.08179295,0.184928268,0.160785179,0.041651836,-0.124608071,-0.043044441,0.016622133,-0.093817192,0.019079403,-0.071639568,0.116530142,0.046161349,-0.031014681,0.439611678,0.017332979,0.014473245,-0.046819096,-0.098983045,-0.012997356,-0.084936473,0.004034422,-0.104278733,0.14024102,0.019047079,-0.081827411,-0.09410505,0.104489678,-0.095327285,0.098458885,-0.051348128,0.06459529,-0.135288163,0.057458936,-0.00798369,-0.042312457,0.110576874,0.015003539,-0.092814958,0.374935859,-0.025000301,-0.072276119,-0.104334314,0.03331634,-0.042314116,-0.069276178,-0.034572038,0.071047226,0.203198889,0.208117472,-0.034898029,0.166593647,-0.027270016,0.118112575,-0.022248232,0.15302091,0.069821149,-0.071116696,0.17916677,0.02026083,0.573045676,-0.038176371,-0.036280876,0.13338168,0.004966897,-0.150199382,-0.104249501,-0.016426124,0.054920757,-0.072233549,-0.050170073,0.049351972,-0.088782476,0.061957158,0.055051996,-0.085692832,-0.107256348,-0.184341406,0.099092371,-0.135836861,0.130025205,-0.17217778,0.073140461,-0.099062937,0.036120744,-0.043218681,-0.025522225,0.013972365,0.082077033,-5.51E-05,-0.033203501,-0.025809764,-0.068730256,-0.078313261,-0.026664326,-0.160130391,-0.114420428,0.097463792,0.13185322,-0.056211516,-0.094479274,0.072863896,0.071830834,0.05711343,0.084582801,0.026995635,0.194034219,0.149225343,-0.031509654,0.110290971,-0.102651921,-0.088833682,0.198730397,0.000261576,0.112000858,-0.066467223,0.089606581,0.060843939,-0.086704019,-0.039431654,0.188483525,-0.109295417,-0.16939159,-0.032086978,-0.083445128,0.110726495,0.061041351,0.050538555,-0.148559643,-0.001832248,0.039801744,-0.096713067,0.090435849,-0.179442538,0.330387901,0.057858646,0.066727677,-0.031629897,-0.210871852,0.01624931,0.137051313,-0.080393421,-0.090366758,0.080094302,-0.034959579,-0.068896581,0.029074562,0.026116904,-0.11662155,0.10147772,0.166439567,0.017901421,0.161250178,-0.067260185,0.061598698,0.107812767,0.126224825,-0.118805025,-0.061205272,0.12394846,0.163858728,-0.09508115
HSC.HIST1H2AC,ND251_34,-0.165271014,-0.164487879,0.020789194,-0.243126998,-0.075112012,0.068964649,0.018755534,-0.032096802,0.202403892,0.107404391,0.108306758,-0.096224732,0.088154009,0.05752474,-0.059158911,0.13340792,0.036626104,0.046109322,0.291086373,-0.13829439,-0.134387356,-0.041173033,-0.074403071,0.03319641,0.06143227,-0.102421554,0.254754984,-0.182119193,-0.141626889,-0.14938323,0.164502837,0.131945388,-0.000272899,0.039731309,0.170616021,-0.024451401,-0.12773719,-0.046688153,-0.086937411,0.099197654,0.017299299,0.017914985,-0.125379983,-0.142008732,0.167162002,-0.064929564,0.606296333,-0.127558375,-0.034133265,-0.030690626,-0.070265324,0.116923201,-0.259806283,0.11343861,0.01736673,-0.0299565,0.040420854,0.193221034,0.035481863,0.16811133,-0.02104676,0.095963081,0.052441934,0.084774452,-0.097701789,-0.030342855,-0.244513702,-0.092123203,0.015134496,0.153264352,-0.180534575,0.235857814,-0.019777778,-0.068116523,-0.085768087,-0.014375177,-0.172558904,0.038589554,-0.155494648,0.021218541,0.054397868,0.047820951,-0.04668521,-0.006184787,0.040764463,0.143398033,0.002642585,0.027435955,0.047094623,-0.005921265,-0.002311634,0.032393814,0.292841757,-0.10866931,-0.049619619,0.132098435,0.026894726,0.15248395,-0.012662682,0.243613159,0.375940099,-0.174133596,-0.015955869,0.212630733,-0.091744115,0.11117692,-0.081203187,0.02871779,0.077808853,-0.152205265,0.012226958,0.085630372,0.155615635,-0.206064741,0.016349209,-0.025474191,0.087154883,-0.155095149,0.126679975,-0.16668046,0.109704401,-0.037588143,-0.087616623,-0.07891283,-0.065701838,-0.063303532,-0.061140822,-0.104512558,-0.244334575,0.098079956,-0.083096949,-0.029053928,-0.201641294,-0.182450212,-0.014733535,0.020806732,-0.161305537,0.100884752,-0.042362979,0.237659026,-0.203449563,0.129592812,-0.031808597,-0.143628805,0.014161287,0.051983205,-0.05808949,0.03729385,0.019261465,-0.11094408,-0.11455025,0.121682458,0.404029946,0.217110899,0.038838906,0.056316217,0.080055607,0.053365929,0.120674199,0.156211631,-0.129055054,-0.072969451,0.091052458,-0.082989917,0.263987697,-0.054570082,-0.041035416,0.122861879,-0.036279367,0.073736274,0.138377375,-0.167001836,0.374537913,-0.245414163,-0.114188529,0.048614261,0.01960398,0.181326244,-0.310299486,0.117421141,-0.207334347,0.223832275,0.360042345,0.046317585,-0.116324088,0.199837109,0.024535199,0.199763191,0.183335326,-0.037296275,-0.11457576,-0.104472579,0.070264369,-0.199290421
HSC.HIST1H2AC,ND251_HSC,0.008357794,-0.073881304,-0.10353126,-0.005557924,-0.01105152,0.095270027,-0.012985231,0.057569517,0.146975357,-0.114741923,0.137942924,-0.063872523,0.072938959,-0.00644019,-0.03748725,-0.071982716,0.030826738,-0.022835277,0.142444305,-0.063521465,-0.184572514,0.041626236,-0.041152718,-0.011581446,-0.110168993,-0.110537066,0.203618627,-0.075849599,0.096953842,-0.072820159,0.116923539,0.050176949,0.117085439,0.025865617,0.210631063,-0.176461949,-0.054799038,-0.06201084,0.047225266,-0.022331396,0.001728272,-0.052708564,-0.072305538,0.026278851,0.091935039,-0.045555971,0.419050076,0.106529972,0.106783969,-0.07394172,-0.141087988,0.137678127,-0.023508526,-0.008351218,-0.026573754,-0.006050776,0.01734273,0.012097465,0.031926868,-0.032003977,0.024728847,0.054343227,-0.031636792,-0.009552525,-0.041797565,-0.06976241,-0.127360563,-0.059559613,-0.002584716,0.031469004,-0.17132395,0.395807412,0.020955538,0.000551995,0.012720464,0.035944893,-0.002243098,0.067224287,-0.132575107,0.050039059,0.2363389,0.052115463,-0.00242752,0.023174381,-0.005030357,0.106391081,0.024804978,0.035317811,0.056521819,-0.033025454,0.07483497,-0.044049969,0.473641114,-0.142481943,0.017955324,0.165584962,0.150156333,-0.065107136,-0.047956057,0.108476466,0.120142726,-0.046874844,-0.042318472,0.100760877,0.003915461,0.115855227,-0.063633998,-0.012191204,0.019233906,-0.039427626,-0.036018252,-0.072970923,-0.049008322,-0.084570315,-0.00690155,-0.028458607,-0.001872281,-0.096307719,-0.034145553,0.031756714,-0.025167568,-0.094499384,0.033341143,0.042657551,-0.103954055,0.008822317,0.043180388,-0.044278764,-0.205443172,0.057659873,0.037668154,0.002236942,-0.057576229,-0.0005165,0.033242872,0.068624847,-0.02604427,0.078792253,0.0754849,0.043658479,-0.079234867,0.096472221,-0.1458997,0.044144849,-0.078191119,-0.004011123,0.070424118,-0.01669526,0.093462684,0.086198688,-0.051481442,-0.018204592,0.111965051,0.095085918,0.011646654,0.044567955,0.027139335,0.115557016,0.112376396,0.157315484,-0.114382515,0.038467815,0.014794542,-0.021949654,0.049062957,-0.074809877,0.258740955,0.04950029,0.014472133,-0.002180253,-0.124151999,-0.049099741,0.025164543,-0.12148826,-0.066556333,0.02948159,-0.015150479,-0.058595799,0.067466239,-0.040963774,-0.115318268,0.115134347,0.035986455,0.034019623,0.183849656,-0.029653752,0.065700013,0.01729176,0.134691793,-0.058327299,-0.016932442,-0.045817291,0.071816978,-0.087432749
HSC.HIST1H2AC,ND251_MPP,-0.00300176,-0.171183592,-0.174535001,0.076102181,-0.0287534,0.140313109,0.006229305,0.094897151,0.053110867,-0.187352358,0.119544344,-0.168028815,0.147780206,0.152695293,-0.034128668,-0.073811977,0.079943834,0.073513448,0.177193132,-0.06871625,-0.064027561,0.064482409,-0.033911857,-0.049909446,-0.102002004,-0.136788995,0.089186261,-0.000901059,0.061190179,-0.052587533,0.117528503,-0.168434539,0.038472946,0.098145071,0.225014403,0.040228083,0.050954768,-0.145549333,-0.114307656,0.023330024,0.011914645,-0.028897797,-0.051328804,0.058995602,0.049474451,-0.012085252,0.404974257,0.147486127,0.023765828,-0.157063407,-0.061426496,0.132622557,0.210625737,-0.058613526,0.034770759,0.005306721,0.041348299,-0.007630177,-0.083429407,0.110574873,-0.118720968,0.082713287,-0.019791896,0.041506318,-0.020548729,-0.102265672,-0.174077428,-0.053735492,-0.063718264,-0.048210657,-0.107611161,0.230562375,0.064821573,-0.095128994,0.039741883,-0.000355849,-0.018725311,-0.062262642,0.068810887,0.0693442,0.245249793,0.02359455,0.003512887,0.048609448,-0.03032385,0.188702452,-0.039102759,0.087244947,0.174641047,-0.150020045,0.066571397,0.045723159,0.47267759,-0.125827477,0.004658111,0.090713743,0.117404068,-0.009988173,-0.021552198,0.135463189,0.081686089,-0.11205376,0.072036536,0.16267872,-0.122224591,0.093422891,-0.052408629,-0.013062921,0.032343548,-0.033999443,0.047106585,0.062415414,0.013119899,-0.190764035,-0.090021327,-0.063451309,-0.000721721,-0.100901337,0.188807532,0.190253203,0.03977163,-0.205046713,0.005291872,-0.004005639,-0.020751949,0.087384264,-0.018491665,0.075675593,-0.01968003,0.212623013,-0.01199013,0.005318664,-0.17610955,0.072031259,-0.148934081,-0.064416421,0.010025152,0.011684841,0.151475515,0.090644216,-0.145717542,0.065495961,-0.196305692,-0.181053825,0.140916895,0.029750473,0.055171217,-0.068149804,0.090344623,-0.090874048,-0.051112112,-0.210840543,0.005405503,0.251228697,0.028453048,0.088373701,0.116988509,0.163103858,0.175817579,0.161001455,-0.049456314,0.15160628,-0.154068606,0.004944329,0.182068459,-0.044995814,0.107347973,0.092472384,0.086589297,-0.02918162,-0.066958271,-0.098189769,-0.069007114,-0.14823219,0.033762926,0.06802348,-0.039706245,-0.012329425,0.0396413,-0.104883278,-0.165139576,0.158308202,0.135462716,0.092146949,0.07360611,0.015657831,0.02193584,0.027782849,0.200283274,-0.137907237,0.030409078,-0.438750431,0.060923967,-0.157471541
HSC.MYADM-CD97,ND251_34,0.047969064,-0.145361688,-0.103526624,-0.041062123,0.0232312,-0.0091955,-0.036952092,0.07972218,0.162825717,0.163253862,0.121948655,-0.220234615,-0.053712491,0.049433027,-0.028971563,-0.028748499,-0.199340016,0.085582077,-0.500088973,-0.246815818,-0.15446178,0.324969669,-0.042503498,-0.101936181,-0.338750115,-0.131651365,0.17779481,-0.107705465,0.230423826,-0.281025873,0.076667666,-0.054158262,-0.147063403,-0.072016388,0.113044067,-0.1211448,-0.098930833,-0.000298404,-0.046036518,-0.015036853,-0.198912432,-0.183839615,-0.143213454,0.17060391,0.06297766,-0.022375829,0.368022043,0.088368478,-0.072604615,0.079742995,-0.071039382,0.439237398,-0.058525433,0.019841315,0.091255833,0.037561621,0.040602757,0.019058948,0.090141011,0.058429236,-0.016918832,0.109342102,-0.12032973,-0.075778126,0.092994365,0.060233312,0.020397657,-0.237202734,0.067200923,-0.118186933,-0.179755359,0.4667012,-0.14330006,-0.002462775,0.063328621,0.020072617,0.189681182,-0.126257437,0.023838776,0.107617459,0.144967599,0.057298426,-0.153036561,0.126825099,-0.011848296,0.225017481,0.08222479,-0.015459239,0.202561735,-0.153957558,-0.028303381,-0.001661611,0.429735817,0.073564013,-0.043576685,0.213939178,0.193036568,-0.043840814,0.028265156,0.030926628,0.073782594,-0.185090629,0.132871062,0.040912288,-0.247547446,0.135588786,0.07570122,-0.022117952,0.077181463,0.117383262,0.052776274,-0.148639834,0.032629873,0.061684039,-0.033008175,0.094571637,0.152910338,-0.029410925,0.096911254,0.166269435,-0.031381294,-0.169258758,0.092014388,0.079265023,-0.166611574,-0.040350334,0.121105269,-0.149106713,-0.158681181,-0.047914928,0.085037948,0.120727117,-0.131190518,0.039881703,-0.011632588,-0.022970375,0.070289829,0.178871796,0.037859588,0.094267893,-0.166741788,0.261213147,-0.249823428,-0.044367826,0.042489583,0.031835631,0.056228322,0.00778068,0.211757367,-0.046406746,-0.171453817,0.037461657,-0.05055837,0.065612014,-0.001709693,0.029950626,-0.049505009,0.098345688,-0.171070131,0.022770409,-0.094318886,0.140180867,0.031006275,-0.259359751,0.258496765,-0.210269412,0.282402262,0.096280497,-0.00994625,0.125015653,0.09897888,-0.272313454,0.022877266,0.092070321,-0.039893992,0.070815205,-0.096383568,-0.230376161,-0.007993208,-0.044983598,-0.031490121,0.100647606,0.152001148,0.064318201,0.093666298,-0.143515331,0.116250013,0.050410044,0.159836465,-0.221619755,-0.125921078,0.035867664,0.20529099,-0.159122333
