"","P1_2020Oct","P2_2021Mar"
"BCL6",-0.478258456461412,-0.30553346994878
"CEBPB",-0.339032475811895,0.454054767643111
"ELK3",0.48844821120528,0.37160027482998
"FOXO3",0.411118277956949,0.478375272655236
"GLI2",0.349228230705768,0.368221926860124
"HNF4G",0.305661141528538,0.525810158448687
"MEF2C",0.314659866496662,-0.368839990520684
"NFYB",-0.515022875571889,-0.465257921568015
"NR2F2",0.459377484437111,0.337504762992107
"REST",0.317793444836121,0.333838385355194
"TFAP4",0.427513687842196,0.355200585661922
"VEZF1",-0.514404860121503,0.33925094284864
