"","P1_2020Oct","P2_2021Mar"
"AHR",-0.636033900847521,-0.451761176117612
"BARX2",0.544638115952899,0.372601260126013
"E2F7",0.359564989124728,-0.485484548454846
"ELK3",0.335831395784895,0.304746474647465
"FOSL2",0.510375759393985,0.324848484848485
"FOXA2",0.514710867771694,0.326492649264926
"HINFP",0.48836720918023,0.366696669666967
"HNF4A",-0.340939023475587,-0.378865886588659
"JUN",-0.465140628515713,0.304194419441944
"KLF9",-0.308871221780545,-0.395415541554155
"NFE2",0.483262581564539,-0.484992499249925
"NRF1",0.303759093977349,-0.499261926192619
"POU2F1",0.481608040201005,-0.391623162316232
"PPARG",-0.372520813020326,0.335385538553855
"SPDEF",0.363483087077177,0.33016501650165
"TP53",-0.349628740718518,-0.312427242724272
