"","P1_2020Oct","P2_2021Mar"
"AHR",0.425825438987004,-0.499811910827845
"BACH2",0.460014337367186,-0.351468478706604
"BATF",0.545368411054099,0.47154544939093
"BCL6",0.501701154950204,0.594886695544655
"CTCF",-0.480326506873127,-0.484456063002184
"CUX1",-0.385161219017165,-0.318801855516371
"E2F4",0.333846340564508,-0.705446767826659
"E2F7",0.328443667190264,-0.641509900910767
"ELF2",-0.487929263144189,-0.429566247521903
"ELK3",0.334930205299346,-0.464270272030968
"ELK4",-0.317194295826138,-0.701438172649383
"EPAS1",0.54392327469138,0.361978585593371
"ESRRA",-0.442343384004248,-0.525857780795934
"ETS2",0.402964128499738,0.335231400555894
"FOS",0.592546238333232,0.474313324351175
"FOSL1",-0.31605464760136,-0.768856624187976
"FOXH1",-0.363074596138186,-0.510436328926927
"FOXO3",-0.4749157077537,-0.391888345585713
"FOXP2",-0.412005440775455,0.587015108684235
"GLIS1",-0.425864970986577,0.600249028715679
"GMEB1",0.482697978186759,-0.566891729073614
"GRHL2",-0.484548055826319,-0.799139732909496
"HIF1A",0.489199272250285,-0.38039761596945
"HOXA4",0.526520371217101,-0.336117490343634
"HSF1",-0.497099789723682,0.445173580972463
"IRF3",0.522963986791412,0.481760311343921
"JUN",-0.394660913053384,0.723247718767192
"KLF1",0.347502228634069,-0.65424900460233
"MBD2",0.402142730319445,0.611554110813942
"MEIS1",0.426039001516856,0.467770932534023
"MNT",0.442788804453414,-0.366257029309934
"MYB",0.40594657608925,0.410887720481272
"MYBL2",-0.461889938819837,-0.576968734178083
"NFATC1",0.329819310983745,-0.493290523870057
"NFE2",0.512576393077509,0.397232451930452
"NFIC",-0.338514306990815,0.587692014097647
"NKX2-1",-0.341773528428538,-0.538592210200406
"NR2C2",-0.552228882995212,0.302470247417044
"NRF1",-0.402099559182458,-0.576747660851817
"PAX6",0.477810467086907,-0.562458347655809
"PBX1",0.451881563164894,-0.765380046290457
"POU2F1",0.563030690308681,-0.691188423453797
"RARA",-0.373134767187274,0.401087275134776
"RBPJ",0.439882778749585,0.671813489893966
"RELA",-0.375654346408513,0.519655393927933
"RFX5",0.362892090904342,0.701873836559588
"RUNX1",-0.517098145941711,-0.690407934840742
"RUNX2",-0.305499155054464,-0.650461081071921
"RXRA",-0.44005356895203,0.491553081880169
"RXRG",0.535952716285573,0.599848075652347
"SETDB1",0.330862546992666,0.465935902803613
"SPDEF",-0.450724716276998,-0.480330016609106
"SPIB",0.569343347441077,-0.301838224737751
"TCF7L2",-0.399014318423816,-0.435001193473083
"TFAP2A",-0.418032799504876,-0.552244836008079
"TFAP2C",-0.472885368184181,-0.820756118528163
"THAP1",-0.507772532286968,-0.379511130089507
"TP73",0.358029056742435,-0.725650133319166
"USF2",0.561552702006847,0.633102210735295
"ZFX",0.436615132459494,-0.509630803495279
