"","P1_2020Oct","P2_2021Mar"
"CLOCK",-0.422298396192631,-0.37711016327626
"E2F2",-0.535082698812559,-0.3493291703042
"ELF2",-0.512220427925858,-0.331394316114172
"ESRRA",-0.487440295048953,-0.353785339421359
"ETS2",0.418973697212001,0.305016231067622
"GLI2",-0.424317258545639,-0.365507354993516
"MBD2",0.405373393552908,0.368521429893351
"MYC",0.556382525447066,0.310168370112029
"PBX1",0.60787459114159,-0.315275469154623
"RFX2",-0.722453803116864,-0.301176440243702
"RUNX2",-0.352139980055714,-0.340279534805052
"RXRG",0.643880797364964,0.324702835978626
"SPDEF",-0.589195049424606,-0.392869344413839
"STAT3",0.329765786328843,0.352189325519786
"TCF21",-0.552453168306267,-0.385667866683851
"ZBTB7B",-0.531088032417941,0.303992359668611
