"","P1_2020Oct","P2_2021Mar"
"ELF2",-0.653402676212308,-0.38105348573223
"FOSL2",-0.446010342766055,-0.30646708685732
"GATA2",0.380133978149269,0.385698885484616
"MBD2",0.491066713550661,0.421365103185212
"MYC",0.531549666311475,0.352086662473242
"RFX2",-0.615656950278926,-0.345688879820445
"RUNX2",-0.488241642857518,-0.338455786467381
"RXRG",0.663878792971669,0.356898260995965
"SPDEF",-0.532929528329233,-0.392250997422885
"STAT3",0.484602532388952,0.340761039771749
"TCF21",-0.557314207276409,-0.331769258628909
