"","P1_2020Oct","P2_2021Mar"
"ARID3A",-0.305611258482196,-0.607490873743966
"BATF",0.351009372456467,0.455633808034171
"CDX2",-0.418226278906114,-0.678904834308326
"CEBPA",-0.357890172319339,0.336657695930143
"CEBPD",-0.457345116234162,-0.570931011598132
"E2F4",0.427634931014538,-0.397475668785173
"EBF1",0.309337075550305,0.508386453842318
"ELF2",-0.388901000790335,-0.365601567952142
"EPAS1",0.386430241936061,0.625675037304192
"FOS",0.471415548361762,0.321321610013996
"FOXD2",0.333811358376339,-0.512646306577192
"HSF1",-0.333333188769465,0.500426458479017
"IRF3",0.506308577980465,0.483664501878545
"KLF1",0.322027302344622,-0.557876208825386
"MBD2",0.308264905503467,0.386572708096027
"NR3C1",-0.317122850502661,0.496382010074326
"PAX6",0.385348257405732,-0.432875218221416
"PBX1",0.431468259023638,-0.350687978496931
"POU2F1",0.557572116243769,-0.438216050105998
"RARA",-0.300474895875493,0.734066350379574
"RELA",-0.489845454489106,0.556575269557695
"RFX2",-0.55428824985107,-0.388750553474705
"RFX5",0.316784724109469,0.476780973038294
"RUNX1",-0.384610377634174,-0.573912588841635
"SOX17",-0.341172220995186,-0.490534571602934
"SP4",0.328478407181521,-0.399592080543852
"SPIB",0.380413315899319,0.450836054895701
"STAT5A",-0.400447217511444,-0.483396215801413
"TFAP4",0.333259156675714,-0.477960452676125
"TP73",0.396954008684062,-0.535107915115004
"USF2",0.353944999054203,0.515059344973413
"VDR",-0.486054024858771,0.45299174906148
"ZBTB7B",-0.419137979656875,0.430383506411992
"ZFX",0.4945304006749,-0.62055586035828
