"","P1_2020Oct","P2_2021Mar"
"ATF3",0.337594741890879,0.309707936579649
"FOS",0.449572782629266,0.417198405937013
"GATA2",-0.360902752020493,0.30399222638569
"GTF2I",-0.316013445752435,-0.380760753450525
"HOXC6",-0.39458156110186,-0.391925763617538
"PBX3",0.452708507254379,0.375244850922245
"PPARG",-0.425220782744224,0.310991549462191
"RXRG",0.473654396678369,0.488590290361768
"STAT4",-0.498676352579124,-0.483843344607463
"ZBTB7B",0.374420541673856,-0.350426316933858
"ZFX",-0.333905477373859,-0.339564045654237
"ZKSCAN1",-0.31628007622954,-0.35439825113644
