"","P1_2020Oct","P3_2023Jan"
"AHR",128,153
"AR",116,10
"ARID3A",11,132
"ARNT",37,6
"ARNTL",14,20
"ASCL2",30,12
"ATF1",94,75
"ATF2",176,183
"ATF3",134,2
"BACH1",149,104
"BACH2",26,17
"BARX2",117,145
"BATF",55,156
"BCL11A",10,53
"BCL6",96,136
"BHLHE40",47,19
"CEBPA",79,43
"CEBPD",6,138
"CLOCK",15,14
"CTCF",160,147
"E2F2",159,7
"E2F3",151,101
"E2F4",111,134
"E2F6",175,95
"E2F7",23,31
"E2F8",150,161
"EBF1",27,159
"EGR1",170,179
"EGR2",164,155
"EHF",168,174
"ELF1",5,64
"ELK1",135,71
"ELK3",4,3
"ELK4",46,141
"EPAS1",74,127
"ESR1",70,48
"ESR2",127,65
"ESRRA",147,21
"ETS2",144,117
"ETV1",78,108
"ETV5",92,175
"ETV6",179,165
"ETV7",146,125
"FOS",130,173
"FOSL1",162,58
"FOSL2",77,88
"FOXD2",141,16
"FOXH1",98,76
"FOXK1",171,180
"FOXM1",41,81
"FOXO3",36,109
"FOXP1",163,85
"FOXP2",108,112
"FOXP3",42,126
"GATA1",34,52
"GATA2",100,25
"GATA3",148,94
"GATA4",121,42
"GLI2",64,38
"GLIS1",75,32
"GMEB1",90,30
"GMEB2",110,26
"GRHL2",25,157
"GTF2B",139,182
"GTF2I",136,80
"HEY1",38,11
"HIF1A",131,67
"HINFP",158,22
"HNF1B",59,63
"HNF4A",161,35
"HNF4G",99,139
"HOXA1",125,78
"HOXA4",157,150
"HOXB13",57,44
"HOXC6",43,99
"HSF1",58,128
"HSF2",114,111
"IRF2",48,54
"IRF3",177,158
"IRF4",86,79
"JUN",2,41
"JUNB",122,9
"JUND",166,178
"KLF1",13,66
"KLF10",8,164
"KLF3",156,176
"KLF4",183,121
"KLF9",137,120
"KMT2A",106,74
"LHX2",119,113
"MAF",102,90
"MAFF",49,110
"MAFK",126,23
"MECOM",20,162
"MEF2A",113,84
"MEF2C",53,50
"MEIS1",93,96
"MITF",172,61
"MNT",118,102
"MXI1",71,119
"MYB",54,27
"MYBL2",62,69
"MYC",181,40
"NANOG",152,46
"NFAT5",95,105
"NFATC1",89,152
"NFE2",72,62
"NFIC",39,181
"NFYA",69,18
"NFYB",51,170
"NKX2-1",91,1
"NR2C2",76,36
"NR2F2",178,148
"NRF1",12,37
"PAX5",28,151
"PAX6",120,160
"PBX1",155,59
"PBX3",3,34
"PGR",73,118
"POU2F1",180,60
"POU2F2",153,135
"PPARG",61,154
"PRDM1",56,68
"RARA",165,169
"RARG",84,91
"RBPJ",132,144
"RELA",81,131
"REST",140,172
"RFX2",173,82
"RFX5",44,56
"RUNX1",68,39
"RUNX2",16,130
"RUNX3",83,92
"RXRA",35,123
"RXRG",169,177
"SETDB1",66,4
"SIX5",133,93
"SMAD3",112,83
"SOX17",82,100
"SP1",105,166
"SP4",123,55
"SPDEF",18,8
"SPI1",182,168
"SPIB",24,107
"SREBF1",40,47
"SRF",52,143
"STAT1",97,122
"STAT2",129,116
"STAT3",63,89
"STAT4",103,149
"STAT5A",174,171
"STAT5B",145,87
"TBP",167,163
"TBX21",29,106
"TCF12",17,146
"TCF21",67,24
"TCF3",88,140
"TCF4",138,73
"TCF7L2",107,77
"TEAD4",80,33
"TFAP2A",104,72
"TFAP2C",60,98
"TFAP4",31,15
"TFDP1",1,5
"THAP1",21,103
"TP63",65,97
"TP73",87,129
"USF1",85,167
"USF2",143,137
"VDR",142,115
"VEZF1",109,86
"XBP1",154,49
"YY1",33,124
"ZBTB33",101,114
"ZBTB7A",19,142
"ZBTB7B",9,29
"ZEB1",115,45
"ZFX",32,133
"ZKSCAN1",22,28
"ZNF143",50,13
"ZNF263",45,70
"ZNF384",7,51
"ZNF76",124,57
