"","P1_2020Oct","P2_2021Mar","P3_2023Jan"
"AHR",80,66,46
"AR",19,33,59
"ARID3A",55,81,65
"ARNT",78,43,129
"ARNTL",50,34,9
"ASCL2",49,146,25
"ATF1",107,143,101
"ATF2",179,171,183
"ATF3",14,105,83
"BACH1",18,59,3
"BACH2",23,108,1
"BARX2",103,55,148
"BATF",72,84,91
"BCL11A",40,11,15
"BCL6",16,46,109
"BHLHE40",42,98,154
"CEBPA",67,27,90
"CEBPD",102,13,100
"CLOCK",82,90,105
"CTCF",121,123,112
"E2F2",108,50,13
"E2F3",30,179,166
"E2F4",48,175,17
"E2F6",81,136,125
"E2F7",114,161,95
"E2F8",145,170,153
"EBF1",101,25,113
"EGR1",137,61,147
"EGR2",123,141,92
"EHF",168,180,45
"ELF1",17,42,35
"ELK1",98,104,56
"ELK3",79,130,20
"ELK4",118,115,169
"EPAS1",37,167,11
"ESR1",68,3,50
"ESR2",25,153,66
"ESRRA",1,8,2
"ETS2",34,164,138
"ETV1",63,122,119
"ETV5",33,63,74
"ETV6",180,174,178
"ETV7",73,91,99
"FOS",85,99,158
"FOSL1",159,119,19
"FOSL2",140,64,41
"FOXD2",87,156,4
"FOXH1",86,83,115
"FOXK1",93,82,132
"FOXM1",36,74,85
"FOXO3",64,12,8
"FOXP1",129,117,118
"FOXP2",112,49,124
"FOXP3",136,129,121
"GATA1",43,30,110
"GATA2",53,121,155
"GATA3",3,145,72
"GATA4",20,109,55
"GLI2",162,69,89
"GLIS1",11,67,62
"GMEB1",127,172,131
"GMEB2",22,58,57
"GRHL2",56,79,82
"GTF2B",183,182,181
"GTF2I",10,88,123
"HEY1",21,102,48
"HIF1A",45,151,34
"HINFP",147,169,114
"HNF1B",170,148,173
"HNF4A",169,103,64
"HNF4G",156,16,165
"HOXA1",117,92,75
"HOXA4",173,181,151
"HOXB13",119,173,107
"HOXC6",65,155,175
"HSF1",75,163,24
"HSF2",69,37,162
"IRF2",128,135,26
"IRF3",94,86,171
"IRF4",157,5,58
"JUN",158,150,133
"JUNB",143,39,116
"JUND",182,183,182
"KLF1",6,21,40
"KLF10",175,166,159
"KLF3",163,177,170
"KLF4",172,96,139
"KLF9",39,168,73
"KMT2A",4,15,53
"LHX2",95,110,167
"MAF",60,2,94
"MAFF",41,137,78
"MAFK",38,138,160
"MECOM",181,149,134
"MEF2A",133,4,106
"MEF2C",144,44,135
"MEIS1",9,57,145
"MITF",15,56,102
"MNT",97,160,117
"MXI1",46,139,152
"MYB",66,45,32
"MYBL2",8,40,6
"MYC",109,77,120
"NANOG",116,152,140
"NFAT5",146,31,51
"NFATC1",120,9,126
"NFE2",44,19,22
"NFIC",155,51,108
"NFYA",131,72,80
"NFYB",57,54,76
"NKX2-1",135,10,14
"NR2C2",138,125,44
"NR2F2",130,26,31
"NRF1",5,114,21
"PAX5",134,52,23
"PAX6",176,71,47
"PBX1",62,23,69
"PBX3",151,128,49
"PGR",165,18,142
"POU2F1",27,70,29
"POU2F2",77,36,42
"PPARG",160,47,174
"PRDM1",84,158,36
"RARA",174,157,180
"RARG",71,100,37
"RBPJ",61,76,43
"RELA",161,48,144
"REST",99,87,127
"RFX2",126,73,39
"RFX5",96,35,176
"RUNX1",150,95,60
"RUNX2",125,62,12
"RUNX3",105,29,130
"RXRA",139,126,98
"RXRG",152,162,137
"SETDB1",91,140,77
"SIX5",110,60,38
"SMAD3",171,75,157
"SOX17",115,68,164
"SP1",177,154,161
"SP4",153,176,179
"SPDEF",154,38,84
"SPI1",166,107,86
"SPIB",54,28,5
"SREBF1",29,7,61
"SRF",124,78,28
"STAT1",167,132,146
"STAT2",59,165,111
"STAT3",142,6,163
"STAT4",51,89,30
"STAT5A",164,22,97
"STAT5B",141,1,67
"TBP",47,133,149
"TBX21",35,120,54
"TCF12",122,113,71
"TCF21",12,20,168
"TCF3",113,131,79
"TCF4",90,112,156
"TCF7L2",149,144,172
"TEAD4",111,111,150
"TFAP2A",104,124,27
"TFAP2C",132,97,10
"TFAP4",88,134,88
"TFDP1",31,65,63
"THAP1",100,101,18
"TP63",28,94,7
"TP73",2,118,16
"USF1",92,159,70
"USF2",7,178,104
"VDR",74,17,52
"VEZF1",76,93,177
"XBP1",148,142,128
"YY1",70,53,68
"ZBTB33",83,14,96
"ZBTB7A",89,80,87
"ZBTB7B",52,116,122
"ZEB1",106,147,93
"ZFX",32,24,103
"ZKSCAN1",13,41,81
"ZNF143",178,127,141
"ZNF263",58,106,33
"ZNF384",24,85,136
"ZNF76",26,32,143
