"","ND251_34","ND251_MPP"
"E2F1",-0.303571011937827,-0.335313667953899
"ETV7",0.387454259432907,-0.340852977422247
"FOXA1",0.366794433100607,0.347312722799821
"FOXG1",0.44778880052258,-0.348194579611886
"GMEB2",-0.416363361104987,-0.365137575253645
"HOXA1",-0.320331934225632,-0.324903812357431
"MAX",-0.345503769068843,-0.30022307680574
"MYC",-0.363209431353336,-0.402109917905779
"NFYA",0.301617997220795,-0.313829346277678
"PAX6",0.302579331030128,0.307962456622249
"TEAD4",0.361084653022441,0.388528152649377
"THAP1",0.464203756260103,-0.510155858776988
