"","P1_2020Oct","P2_2021Mar"
"BHLHE40",0.302108729363993,-0.483762537510036
"ELK4",0.34140576441128,0.43188561659451
"FOS",0.395772773628391,0.416468451696671
"FOXP3",0.402298738113339,0.337091456827668
"GATA1",-0.306597114332112,-0.314161664842342
"GATA2",-0.350746924489724,0.434357668846412
"GTF2I",-0.333796396658165,-0.388208673880415
"HINFP",0.365680158441236,0.352556856891397
"HOXC6",-0.333489858146784,-0.308367415539713
"MECOM",0.308188409839724,0.350729949983284
"MEF2C",-0.321657321343485,-0.472415214734232
"PPARG",-0.386986087622005,0.350928920042583
"RELA",-0.373336108026962,0.49681014988349
"RXRA",-0.302223681305761,-0.480784016016281
"RXRG",0.411266492211007,0.353189943443714
"STAT4",-0.403089877947861,-0.313317549439253
"TEAD4",0.399873477537998,-0.303628310490944
