"","P1_2020Oct","P2_2021Mar"
"BHLHE40",0.341638243341795,-0.35624819554502
"E2F2",0.40390811111797,0.35593483019269
"ELK4",0.381618576289637,0.437048246391959
"FOS",0.394117591340551,0.433119126974282
"GATA1",-0.347946304811634,-0.309876149656954
"GTF2I",-0.35886811682219,-0.320199127513517
"HOXC6",-0.369033982396933,-0.378876789737312
"KLF10",-0.3638054154402,0.311280267485663
"MECOM",0.31344076566357,0.34998088849842
"MEF2C",-0.314011291275504,-0.333553312528196
"MZF1",0.355357882925609,-0.341122291038321
"RXRA",-0.329855388072176,-0.477719453370329
"RXRG",0.377946193008612,0.465480125859132
"STAT4",-0.41411376334723,-0.405277820671116
"TEAD4",0.380116442408744,-0.35077032813602
"TFAP2C",0.314814531281779,0.386301138084823
