"","P1_2020Oct","P2_2021Mar"
"ATF3",0.377587333428658,0.349438121143472
"CLOCK",-0.345832876012686,-0.336961188950684
"E2F6",0.320712065528304,0.343862810894747
"EGR2",0.370259554889406,0.426928332049331
"ESRRA",0.522828181428153,-0.324160180597044
"GATA3",0.377792196054487,-0.300652656114528
"GTF2B",-0.38436055709433,0.318902945098784
"GTF2I",-0.314067162408481,-0.416431865283969
"HINFP",0.428084094664021,0.373479771150355
"HNF4A",0.481586258157418,0.357642049141327
"HOXB13",-0.467066525750252,-0.379193113837961
"KLF10",-0.47403935915391,0.324298213035926
"MYB",-0.399662219377369,0.310446957864711
"RELA",-0.450119959160193,0.532925242289361
"RXRG",0.478176383535569,0.322863875953638
"TBP",0.512877711030767,0.384240299972706
"TCF7L2",-0.336420451412805,-0.316730434539001
"TFAP2A",-0.348797755993083,0.350002253719769
"USF1",0.348408291880244,0.379379157559932
"YY1",-0.406107512759206,0.341186181862528
"ZNF384",-0.351753631022895,-0.538524558179631
