"","ND251_34","ND251_LMPP","ND251_MPP"
"ASCL2",-0.43408320728514,-0.513622493580011,0.574290812431169
"BACH1",0.386721715975571,0.382012499323273,0.507891590245954
"E2F2",-0.389983333422276,-0.449157000014908,-0.346794200964459
"E2F6",0.532515113020231,-0.4240102850692,-0.331948065179197
"ELK1",-0.446167925558433,-0.526484047274052,-0.315324236759455
"FOSL1",-0.455120081092556,0.339725937484487,0.300670283961705
"FOXD2",-0.405153187063007,-0.531185646793948,-0.39118847107961
"FOXG1",-0.345779040023814,0.395558301590758,-0.326566941528876
"GLI2",-0.43193943409385,-0.371920412736659,-0.528935627378461
"GMEB1",0.320826830220426,-0.425718587016118,-0.360150918596507
"GTF2I",0.566761104738281,-0.372121048335313,-0.344584096608077
"HSF1",0.502906225844146,0.485593816422428,-0.390035373154541
"IRF1",0.419996927949467,0.463911254847694,0.396617640476809
"IRF2",0.465425374768607,0.427313234115244,0.458932974177405
"JUNB",-0.355439573394939,-0.544135340982196,0.300574192467949
"KLF4",0.390416828464831,0.438166112336059,0.300862466949216
"MEF2A",-0.455365966236702,-0.453570983185289,0.373892002203577
"MNT",0.333644234900001,0.414523584508581,-0.475172436622125
"MYOD1",-0.460735220623438,-0.334734402128387,-0.488673291494806
"MZF1",-0.478866170607753,-0.441961952303651,-0.491459944813723
"NFYB",0.348955787436894,0.396726163138991,-0.353712788514872
"PAX6",-0.495132312728454,-0.376410938967798,0.34271031247984
"PBX3",-0.51344821313239,0.399240486710558,0.451726112145725
"REST",0.467525056601033,0.44997577881635,0.452302661108259
"SP2",-0.544024544039762,-0.395371582912242,0.47056004492185
"SPIB",-0.476006437732036,-0.345561765995616,0.557186526542648
"TAL1",0.367362670009917,0.308080020834414,-0.382492190894716
"TFAP4",-0.424240056370525,-0.40566198561082,0.311528622756103
"TP73",-0.331032066839244,0.337975884777155,0.384077700541685
"VEZF1",-0.468354557366727,-0.544659544974054,-0.516299595949581
"YY1",-0.441089604153922,0.360652346398399,-0.315948831468867
"ZBTB7A",0.301627632927229,0.386863705734651,-0.362216885712255
"ZFX",-0.510247553738973,0.35930240514503,0.546232096254493
"ZNF263",0.370732719539164,0.503053752478676,-0.50121323142993
