"","P1_2020Oct","P2_2021Mar"
"CLOCK",-0.528582349851054,-0.341580141511313
"E2F3",-0.301145109524141,-0.491144309703528
"E2F6",-0.366500146262588,0.404537499330347
"E2F8",0.416198785860197,-0.470235849456249
"ESR1",0.312246167319372,0.412870360129627
"ETV5",-0.397836975310805,0.425464273557404
"HES1",0.403852426723661,0.437014290137799
"KLF10",-0.307756172495293,0.318767027367056
"MYB",0.30788010176026,0.344876657871468
"SMAD3",0.570476450101556,0.328308610831727
"TEAD4",0.347778565301564,-0.465077411818599
