"","P1_2020Oct","P2_2021Mar"
"CEBPB",-0.36827120678017,0.415155608752325
"E2F3",-0.337320933023326,0.327753163843461
"E2F6",-0.325478136953424,0.38174621032742
"ELK3",0.421128028200705,0.312993943619088
"HNF1B",-0.378348458711468,-0.329974852811329
"IRF3",0.412631815795395,-0.321784626454109
"KLF1",-0.34489612240306,-0.344073570910121
"MYC",-0.504917122928073,-0.381902329011649
"NFYB",-0.387570689267232,0.360129777126547
"PRDM1",0.498156453911348,0.444205693148388
"STAT3",0.474913372834321,0.467263221895986
