"","ND251_34","ND251_LMPP","ND251_MPP"
"AR",-0.327030420181512,-0.367768192795658,-0.427515006002401
"ASCL1",0.549963138290069,-0.315070620355906,0.32360144057623
"CEBPB",-0.359625594177879,-0.32336335528969,-0.373925570228091
"E2F8",0.34785904716503,0.307799991656276,0.385642256902761
"ELF1",0.564900282136099,-0.354615238421924,0.426362545018007
"ELK3",0.354965509054267,0.307477831187915,0.462953181272509
"FOXK1",0.507256590852745,-0.393464546124572,0.398703481392557
"GRHL2",-0.409797261761521,-0.307405982450366,-0.421464585834334
"HOXB13",0.35099554604192,0.368250274647594,-0.306986794717887
"MXI1",0.683045595871115,-0.346176488311833,0.414741896758703
"PGR",-0.39691093972988,-0.446836569616791,-0.446626650660264
"TBP",-0.516946614308501,0.305716378267379,0.41406962785114
"TCF12",-0.412025570202025,-0.303869170402029,0.33358943577431
"VEZF1",-0.454564379950122,-0.344755737469348,0.318511404561825
"ZBTB7B",0.410985092756003,0.446704460647751,0.444033613445378
