"","P1_2020Oct","P2_2021Mar"
"ARNT",-0.621818045451136,0.569072907290729
"ATF3",0.481176029400735,0.585070507050705
"BCL11A",0.514677866946674,-0.425826582658266
"ETV1",0.483082577064427,0.373441344134413
"FOSL2",0.337415435385885,0.314143414341434
"FOXK1",0.381804545113628,0.632223222322232
"FOXP1",0.811260781519538,0.315775577557756
"HOXA1",0.440504012600315,-0.512151215121512
"HOXA4",0.413992349808745,-0.563252325232523
"HSF2",0.515370884272107,0.593651365136514
"JUND",0.401081527038176,0.532409240924092
"KLF1",-0.504539113477837,-0.362028202820282
"MEIS1",-0.408037200930023,-0.403192319231923
"TCF7L2",-0.316326408160204,-0.356363636363636
"TFDP1",0.359929498237456,-0.461050105010501
"TP73",-0.631689792244806,0.484260426042604
