"","ND251_34","ND251_LMPP","ND251_MPP"
"CTCF",0.323558247601867,0.333467764541137,0.312050886222848
"KLF1",0.559888669161282,0.436824368404121,0.317422418530738
"RUNX1",-0.315396727407174,-0.341387606565666,0.338707742816209
"TCF12",0.494464522154068,-0.332946264846809,-0.321789926108181
