"","P1_2020Oct","P2_2021Mar"
"AHR",0.393258426966292,0.449438202247191
"AR",0.410112359550562,0.219101123595506
"ARID3A",0.202247191011236,0.314606741573034
"ARNT",0.5,0.286516853932584
"ARNTL",0.0112359550561798,0.595505617977528
"ASCL2",0.314606741573034,0.758426966292135
"ATF1",0.219101123595506,0.140449438202247
"ATF2",0.98314606741573,0.926966292134832
"ATF3",0.0393258426966292,0.112359550561798
"BACH1",0.0898876404494382,0.348314606741573
"BACH2",0.376404494382022,0.0280898876404494
"BARX2",0.646067415730337,0.303370786516854
"BATF",0.679775280898876,0.50561797752809
"BCL11A",0.117977528089888,0.0224719101123595
"BCL6",0.724719101123595,0.764044943820225
"BHLHE40",0.297752808988764,0.224719101123595
"CEBPA",0.595505617977528,0.247191011235955
"CEBPD",0.342696629213483,0.129213483146067
"CLOCK",0.567415730337079,0.050561797752809
"CTCF",0.0786516853932584,0.831460674157303
"E2F2",0.0730337078651685,0.0786516853932584
"E2F3",0.0337078651685393,0.241573033707865
"E2F4",0.348314606741573,0.191011235955056
"E2F6",0.97752808988764,0.853932584269663
"E2F7",0.48314606741573,0.230337078651685
"E2F8",0.662921348314607,0.443820224719101
"EBF1",0.617977528089888,0.882022471910112
"EGR1",0.741573033707865,0.893258426966292
"EGR2",0.415730337078652,0.320224719101124
"EHF",0.584269662921348,0.910112359550562
"ELF1",0.0168539325842697,0.0168539325842697
"ELK1",0.915730337078652,0.842696629213483
"ELK3",0.668539325842697,0.426966292134831
"ELK4",0.853932584269663,0.724719101123595
"EPAS1",0.702247191011236,0.865168539325843
"ESR1",0.0224719101123595,0.528089887640449
"ESR2",0.730337078651685,0.415730337078652
"ESRRA",0.112359550561798,0.0449438202247191
"ETS2",0.966292134831461,0.943820224719101
"ETV1",0.303370786516854,0.713483146067416
"ETV5",0.820224719101124,0.876404494382023
"ETV6",0.98876404494382,0.98876404494382
"ETV7",0.387640449438202,0.623595505617977
"FOS",0.780898876404494,0.410112359550562
"FOSL1",0.0842696629213483,0.179775280898876
"FOSL2",0.258426966292135,0.235955056179775
"FOXD2",0.550561797752809,0.769662921348315
"FOXH1",0.713483146067416,0.668539325842697
"FOXK1",0.769662921348315,0.589887640449438
"FOXM1",0.471910112359551,0.5
"FOXO3",0.157303370786517,0.421348314606742
"FOXP1",0.51123595505618,0.0337078651685393
"FOXP2",0.747191011235955,0.651685393258427
"GATA1",0.134831460674157,0.646067415730337
"GATA2",0.814606741573034,0.640449438202247
"GATA3",0.050561797752809,0.117977528089888
"GATA4",0.382022471910112,0.561797752808989
"GLI2",0.674157303370786,0.359550561797753
"GLIS1",0.174157303370787,0.657303370786517
"GMEB1",0.792134831460674,0.719101123595506
"GMEB2",0.280898876404494,0.370786516853933
"GRHL2",0.179775280898876,0.365168539325843
"GTF2B",0.99438202247191,0.97752808988764
"GTF2I",0.129213483146067,0.0842696629213483
"HEY1",0.0280898876404494,0.174157303370787
"HIF1A",0.421348314606742,0.629213483146067
"HINFP",0.691011235955056,0.786516853932584
"HNF1B",0.286516853932584,0.432584269662921
"HNF4A",0.365168539325843,0.803370786516854
"HNF4G",0.623595505617977,0.134831460674157
"HOXA1",0.848314606741573,0.612359550561798
"HOXA4",0.955056179775281,0.887640449438202
"HOXB13",0.191011235955056,0.275280898876405
"HOXC6",0.426966292134831,0.47752808988764
"HSF1",0.606741573033708,0.696629213483146
"HSF2",0.898876404494382,0.752808988764045
"IRF2",0.685393258426966,0.466292134831461
"IRF3",0.719101123595506,0.898876404494382
"IRF4",0.0561797752808989,0.280898876404494
"JUN",0.50561797752809,0.797752808988764
"JUNB",0.882022471910112,0.578651685393258
"JUND",1,1
"KLF1",0.101123595505618,0.185393258426966
"KLF10",0.859550561797753,0.601123595505618
"KLF3",0.758426966292135,0.685393258426966
"KLF9",0.904494382022472,0.382022471910112
"KMT2A",0.123595505617978,0.308988764044944
"LHX2",0.528089887640449,0.48314606741573
"MAF",0.106741573033708,0.780898876404494
"MAFF",0.707865168539326,0.325842696629214
"MAFK",0.168539325842697,0.51685393258427
"MECOM",0.943820224719101,0.971910112359551
"MEF2A",0.870786516853933,0.702247191011236
"MEF2C",0.359550561797753,0.404494382022472
"MEIS1",0.252808988764045,0.387640449438202
"MITF",0.808988764044944,0.393258426966292
"MNT",0.556179775280899,0.269662921348315
"MXI1",0.0955056179775281,0.106741573033708
"MYB",0.275280898876405,0.0674157303370786
"MYBL2",0.696629213483146,0.331460674157303
"MYC",0.398876404494382,0.932584269662921
"NANOG",0.561797752808989,0.123595505617978
"NFAT5",0.803370786516854,0.471910112359551
"NFATC1",0.213483146067416,0.207865168539326
"NFE2",0.438202247191011,0.157303370786517
"NFIC",0.629213483146067,0.792134831460674
"NFYA",0.533707865168539,0.258426966292135
"NFYB",0.264044943820225,0.662921348314607
"NKX2-1",0.0674157303370786,0.297752808988764
"NR2C2",0.235955056179775,0.741573033707865
"NR2F2",0.926966292134832,0.98314606741573
"NRF1",0.48876404494382,0.0112359550561798
"PAX5",0.47752808988764,0.252808988764045
"PAX6",0.573033707865168,0.747191011235955
"PBX1",0.353932584269663,0.0393258426966292
"PBX3",0.938202247191011,0.814606741573034
"PGR",0.921348314606742,0.775280898876405
"POU2F1",0.797752808988764,0.48876404494382
"POU2F2",0.0617977528089888,0.353932584269663
"PPARG",0.140449438202247,0.606741573033708
"PRDM1",0.842696629213483,0.617977528089888
"RARG",0.51685393258427,0.544943820224719
"RBPJ",0.370786516853933,0.808988764044944
"RELA",0.764044943820225,0.730337078651685
"REST",0.308988764044944,0.455056179775281
"RFX2",0.162921348314607,0.213483146067416
"RFX5",0.837078651685393,0.938202247191011
"RUNX1",0.207865168539326,0.151685393258427
"RUNX2",0.455056179775281,0.146067415730337
"RUNX3",0.865168539325843,0.51123595505618
"RXRA",0.634831460674157,0.196629213483146
"RXRG",0.887640449438202,0.949438202247191
"SETDB1",0.224719101123595,0.337078651685393
"SIX5",0.432584269662921,0.49438202247191
"SMAD3",0.578651685393258,0.825842696629214
"SP1",0.544943820224719,0.735955056179775
"SP4",0.196629213483146,0.0730337078651685
"SPDEF",0.640449438202247,0.376404494382022
"SPI1",0.910112359550562,0.99438202247191
