"","P1_2020Oct","P2_2021Mar"
"SPIB",0.932584269662921,0.567415730337079
"SREBF1",0.247191011235955,0.556179775280899
"SRF",0.230337078651685,0.0617977528089888
"STAT1",0.269662921348315,0.292134831460674
"STAT2",0.752808988764045,0.966292134831461
"STAT3",0.52247191011236,0.820224719101124
"STAT4",0.589887640449438,0.00561797752808989
"STAT5A",0.651685393258427,0.584269662921348
"STAT5B",0.460674157303371,0.0955056179775281
"TBP",0.657303370786517,0.955056179775281
"TCF12",0.971910112359551,0.707865168539326
"TCF21",0.443820224719101,0.162921348314607
"TCF3",0.949438202247191,0.960674157303371
"TCF4",0.960674157303371,0.848314606741573
"TCF7L2",0.146067415730337,0.342696629213483
"TEAD4",0.876404494382023,0.859550561797753
"TFAP2A",0.466292134831461,0.634831460674157
"TFAP2C",0.320224719101124,0.101123595505618
"TFAP4",0.185393258426966,0.539325842696629
"TFDP1",0.0449438202247191,0.0898876404494382
"THAP1",0.539325842696629,0.398876404494382
"TP63",0.325842696629214,0.168539325842697
"TP73",0.331460674157303,0.202247191011236
"USF1",0.241573033707865,0.674157303370786
"USF2",0.786516853932584,0.837078651685393
"VDR",0.337078651685393,0.679775280898876
"VEZF1",0.831460674157303,0.460674157303371
"XBP1",0.825842696629214,0.921348314606742
"YY1",0.49438202247191,0.573033707865168
"ZBTB33",0.404494382022472,0.52247191011236
"ZBTB7A",0.612359550561798,0.904494382022472
"ZBTB7B",0.775280898876405,0.915730337078652
"ZEB1",0.151685393258427,0.870786516853933
"ZFX",0.601123595505618,0.438202247191011
"ZKSCAN1",0.292134831460674,0.264044943820225
"ZNF143",0.893258426966292,0.550561797752809
"ZNF263",0.449438202247191,0.0561797752808989
"ZNF384",0.00561797752808989,0.533707865168539
"ZNF76",0.735955056179775,0.691011235955056
